method,label,l2_mean_x1e3,width_mean_x1e3,coverage_pct,diverged,problem_seed,sigma_true,rr_alpha_1,rr_alpha_2,T,T_eff,n_traj,b_n,n_bootstrap,max_a_norm,max_rho,warn_unstable,warn_assumption
RR_BATCH,RR + batch means,2.682996616126847,3.755468862870716,92.0,0,929893138,0.9084848316243732,0.2,0.1,1000000,999000,100,3981,500,0.7969711608066093,0.9611676845272247,False,False
RR_ORACLE,RR + oracle variance,2.683012882493478,3.738128125348646,94.0,0,929893138,0.9084848316243732,0.2,0.1,1000000,999000,100,3981,500,0.7969711608066093,0.9611676845272247,False,False
RR_OBM,RR + OBM,2.683012882493478,3.7360515029374914,94.0,0,929893138,0.9084848316243732,0.2,0.1,1000000,999000,100,3981,500,0.7969711608066093,0.9611676845272247,False,False
RR_OBM_RR,RR + OBM-RR,2.683012882493478,3.7430632219917,94.0,0,929893138,0.9084848316243732,0.2,0.1,1000000,999000,100,3981,500,0.7969711608066093,0.9611676845272247,False,False
RR_MSB,RR + MSB,2.683012882493478,3.709418094382144,93.0,0,929893138,0.9084848316243732,0.2,0.1,1000000,999000,100,3981,500,0.7969711608066093,0.9611676845272247,False,False
RR_BATCH,RR + batch means,2.777601274892671,6.101801707265416,97.0,0,1497586439,2.482036996357162,0.2,0.1,1000000,999000,100,3981,500,0.7570355025661545,0.9546844288686142,False,False
RR_ORACLE,RR + oracle variance,2.7773586260848138,6.178733559572031,95.0,0,1497586439,2.482036996357162,0.2,0.1,1000000,999000,100,3981,500,0.7570355025661545,0.9546844288686142,False,False
RR_OBM,RR + OBM,2.7773586260848138,6.118757236165337,94.0,0,1497586439,2.482036996357162,0.2,0.1,1000000,999000,100,3981,500,0.7570355025661545,0.9546844288686142,False,False
RR_OBM_RR,RR + OBM-RR,2.7773586260848138,6.116681786103136,94.0,0,1497586439,2.482036996357162,0.2,0.1,1000000,999000,100,3981,500,0.7570355025661545,0.9546844288686142,False,False
RR_MSB,RR + MSB,2.7773586260848138,6.070473598780849,95.0,0,1497586439,2.482036996357162,0.2,0.1,1000000,999000,100,3981,500,0.7570355025661545,0.9546844288686142,False,False
RR_BATCH,RR + batch means,3.686304828009888,4.899733869781234,96.0,0,1662057958,1.6217304504020316,0.2,0.1,1000000,999000,100,3981,500,0.6790765424225903,0.9828583565537448,False,False
RR_ORACLE,RR + oracle variance,3.6860461374029687,4.9944155975551,98.0,0,1662057958,1.6217304504020316,0.2,0.1,1000000,999000,100,3981,500,0.6790765424225903,0.9828583565537448,False,False
RR_OBM,RR + OBM,3.6860461374029687,4.944942666420225,98.0,0,1662057958,1.6217304504020316,0.2,0.1,1000000,999000,100,3981,500,0.6790765424225903,0.9828583565537448,False,False
RR_OBM_RR,RR + OBM-RR,3.6860461374029687,4.883325545844363,97.0,0,1662057958,1.6217304504020316,0.2,0.1,1000000,999000,100,3981,500,0.6790765424225903,0.9828583565537448,False,False
RR_MSB,RR + MSB,3.6860461374029687,4.883720312527857,97.0,0,1662057958,1.6217304504020316,0.2,0.1,1000000,999000,100,3981,500,0.6790765424225903,0.9828583565537448,False,False
RR_BATCH,RR + batch means,3.1745021793939086,8.037760196992759,91.0,0,202244314,4.321050774280965,0.2,0.1,1000000,999000,100,3981,500,0.7861785897410013,0.9698795742731564,False,False
RR_ORACLE,RR + oracle variance,3.17491069011801,8.15248535500547,93.0,0,202244314,4.321050774280965,0.2,0.1,1000000,999000,100,3981,500,0.7861785897410013,0.9698795742731564,False,False
RR_OBM,RR + OBM,3.17491069011801,8.100234319823084,91.0,0,202244314,4.321050774280965,0.2,0.1,1000000,999000,100,3981,500,0.7861785897410013,0.9698795742731564,False,False
RR_OBM_RR,RR + OBM-RR,3.17491069011801,8.068653831257427,91.0,0,202244314,4.321050774280965,0.2,0.1,1000000,999000,100,3981,500,0.7861785897410013,0.9698795742731564,False,False
RR_MSB,RR + MSB,3.17491069011801,8.03235192802137,91.0,0,202244314,4.321050774280965,0.2,0.1,1000000,999000,100,3981,500,0.7861785897410013,0.9698795742731564,False,False
RR_BATCH,RR + batch means,3.709084594061248,4.6079483885243935,94.0,0,1634535063,1.4231973693020514,0.2,0.1,1000000,999000,100,3981,500,0.6945541001652723,0.9748787957217653,False,False
RR_ORACLE,RR + oracle variance,3.7091547690179993,4.678729192679846,94.0,0,1634535063,1.4231973693020514,0.2,0.1,1000000,999000,100,3981,500,0.6945541001652723,0.9748787957217653,False,False
RR_OBM,RR + OBM,3.7091547690179993,4.6476029970979855,95.0,0,1634535063,1.4231973693020514,0.2,0.1,1000000,999000,100,3981,500,0.6945541001652723,0.9748787957217653,False,False
RR_OBM_RR,RR + OBM-RR,3.7091547690179993,4.623945495147732,94.0,0,1634535063,1.4231973693020514,0.2,0.1,1000000,999000,100,3981,500,0.6945541001652723,0.9748787957217653,False,False
RR_MSB,RR + MSB,3.7091547690179993,4.602781639236364,94.0,0,1634535063,1.4231973693020514,0.2,0.1,1000000,999000,100,3981,500,0.6945541001652723,0.9748787957217653,False,False
RR_BATCH,RR + batch means,3.161874956776797,4.751623540441861,97.0,0,967196436,1.5225872863170185,0.2,0.1,1000000,999000,100,3981,500,0.71009375439602,0.9744737283784642,False,False
RR_ORACLE,RR + oracle variance,3.1616786350258437,4.839343415163555,96.0,0,967196436,1.5225872863170185,0.2,0.1,1000000,999000,100,3981,500,0.71009375439602,0.9744737283784642,False,False
RR_OBM,RR + OBM,3.1616786350258437,4.828440082934091,96.0,0,967196436,1.5225872863170185,0.2,0.1,1000000,999000,100,3981,500,0.71009375439602,0.9744737283784642,False,False
RR_OBM_RR,RR + OBM-RR,3.1616786350258437,4.766613030813171,96.0,0,967196436,1.5225872863170185,0.2,0.1,1000000,999000,100,3981,500,0.71009375439602,0.9744737283784642,False,False
RR_MSB,RR + MSB,3.1616786350258437,4.773289296283695,96.0,0,967196436,1.5225872863170185,0.2,0.1,1000000,999000,100,3981,500,0.71009375439602,0.9744737283784642,False,False
RR_BATCH,RR + batch means,3.000603102043283,7.248657255414153,91.0,0,796282693,3.4994070452205612,0.2,0.1,1000000,999000,100,3981,500,0.7676501965691008,0.9862118083480076,False,False
RR_ORACLE,RR + oracle variance,3.000509059334887,7.336561686623262,92.0,0,796282693,3.4994070452205612,0.2,0.1,1000000,999000,100,3981,500,0.7676501965691008,0.9862118083480076,False,False
RR_OBM,RR + OBM,3.000509059334887,7.302723283849285,91.0,0,796282693,3.4994070452205612,0.2,0.1,1000000,999000,100,3981,500,0.7676501965691008,0.9862118083480076,False,False
RR_OBM_RR,RR + OBM-RR,3.000509059334887,7.314256053093663,91.0,0,796282693,3.4994070452205612,0.2,0.1,1000000,999000,100,3981,500,0.7676501965691008,0.9862118083480076,False,False
RR_MSB,RR + MSB,3.000509059334887,7.2181383353289945,91.0,0,796282693,3.4994070452205612,0.2,0.1,1000000,999000,100,3981,500,0.7676501965691008,0.9862118083480076,False,False
RR_BATCH,RR + batch means,2.6559858701795673,5.697596167659323,94.0,0,942484272,2.1211773083799685,0.2,0.1,1000000,999000,100,3981,500,0.6856096098338498,0.9800598439929239,False,False
RR_ORACLE,RR + oracle variance,2.655773602762759,5.711942525406166,97.0,0,942484272,2.1211773083799685,0.2,0.1,1000000,999000,100,3981,500,0.6856096098338498,0.9800598439929239,False,False
RR_OBM,RR + OBM,2.655773602762759,5.689650460751615,96.0,0,942484272,2.1211773083799685,0.2,0.1,1000000,999000,100,3981,500,0.6856096098338498,0.9800598439929239,False,False
RR_OBM_RR,RR + OBM-RR,2.655773602762759,5.69859190596171,94.0,0,942484272,2.1211773083799685,0.2,0.1,1000000,999000,100,3981,500,0.6856096098338498,0.9800598439929239,False,False
RR_MSB,RR + MSB,2.655773602762759,5.633355135628655,95.0,0,942484272,2.1211773083799685,0.2,0.1,1000000,999000,100,3981,500,0.6856096098338498,0.9800598439929239,False,False
RR_BATCH,RR + batch means,2.419118385180072,5.576585806215519,95.0,0,1540770720,2.0848593466381438,0.2,0.1,1000000,999000,100,3981,500,0.8102771343106778,0.9821970848719925,False,False
RR_ORACLE,RR + oracle variance,2.4191137330462418,5.662832593427068,95.0,0,1540770720,2.0848593466381438,0.2,0.1,1000000,999000,100,3981,500,0.8102771343106778,0.9821970848719925,False,False
RR_OBM,RR + OBM,2.4191137330462418,5.59168022693724,96.0,0,1540770720,2.0848593466381438,0.2,0.1,1000000,999000,100,3981,500,0.8102771343106778,0.9821970848719925,False,False
RR_OBM_RR,RR + OBM-RR,2.4191137330462418,5.548363207210883,97.0,0,1540770720,2.0848593466381438,0.2,0.1,1000000,999000,100,3981,500,0.8102771343106778,0.9821970848719925,False,False
RR_MSB,RR + MSB,2.4191137330462418,5.541338864336579,94.0,0,1540770720,2.0848593466381438,0.2,0.1,1000000,999000,100,3981,500,0.8102771343106778,0.9821970848719925,False,False
RR_BATCH,RR + batch means,2.368506637832427,4.851244909990538,97.0,0,1803345591,1.560769649441434,0.2,0.1,1000000,999000,100,3981,500,0.7700944482408887,0.9718405574716356,False,False
RR_ORACLE,RR + oracle variance,2.3682805589920353,4.899646505979534,97.0,0,1803345591,1.560769649441434,0.2,0.1,1000000,999000,100,3981,500,0.7700944482408887,0.9718405574716356,False,False
RR_OBM,RR + OBM,2.3682805589920353,4.872240467159145,97.0,0,1803345591,1.560769649441434,0.2,0.1,1000000,999000,100,3981,500,0.7700944482408887,0.9718405574716356,False,False
RR_OBM_RR,RR + OBM-RR,2.3682805589920353,4.852912792197818,97.0,0,1803345591,1.560769649441434,0.2,0.1,1000000,999000,100,3981,500,0.7700944482408887,0.9718405574716356,False,False
RR_MSB,RR + MSB,2.3682805589920353,4.844818506878421,97.0,0,1803345591,1.560769649441434,0.2,0.1,1000000,999000,100,3981,500,0.7700944482408887,0.9718405574716356,False,False
RR_BATCH,RR + batch means,1.98539880748502,4.3119856961112735,96.0,0,1990212659,1.288161905605608,0.2,0.1,1000000,999000,100,3981,500,0.8433534285194172,0.9410252605005613,False,False
RR_ORACLE,RR + oracle variance,1.985481818525502,4.451235464030127,97.0,0,1990212659,1.288161905605608,0.2,0.1,1000000,999000,100,3981,500,0.8433534285194172,0.9410252605005613,False,False
RR_OBM,RR + OBM,1.985481818525502,4.399999945499588,97.0,0,1990212659,1.288161905605608,0.2,0.1,1000000,999000,100,3981,500,0.8433534285194172,0.9410252605005613,False,False
RR_OBM_RR,RR + OBM-RR,1.985481818525502,4.359956450753111,96.0,0,1990212659,1.288161905605608,0.2,0.1,1000000,999000,100,3981,500,0.8433534285194172,0.9410252605005613,False,False
RR_MSB,RR + MSB,1.985481818525502,4.357544569963604,98.0,0,1990212659,1.288161905605608,0.2,0.1,1000000,999000,100,3981,500,0.8433534285194172,0.9410252605005613,False,False
RR_BATCH,RR + batch means,2.497201241207602,3.877143891948396,97.0,0,1074497556,0.9918530277480927,0.2,0.1,1000000,999000,100,3981,500,0.782542343257498,0.9631394294138098,False,False
