method,label,l2_mean_x1e3,width_mean_x1e3,coverage_pct,diverged,problem_seed,sigma_true,rr_alpha_1,rr_alpha_2,T,T_eff,n_traj,b_n,n_bootstrap,max_a_norm,max_rho,warn_unstable,warn_assumption
RR_OBM_RR,RR + OBM-RR,8.740237566065238,16.925953563835474,91.0,0,432652533,1.9611068538101502,0.2,0.1,100000,99000,100,999,500,0.7171510190072995,0.9811557567616923,False,False
RR_MSB,RR + MSB,8.740237566065238,16.94149004193879,92.0,0,432652533,1.9611068538101502,0.2,0.1,100000,99000,100,999,500,0.7171510190072995,0.9811557567616923,False,False
RR_BATCH,RR + batch means,11.058350267784046,33.24639361539758,96.0,0,2095133046,7.757954275853825,0.2,0.1,100000,99000,100,999,500,0.7856952072177379,0.9732366535263169,False,False
RR_ORACLE,RR + oracle variance,11.057579477861584,34.70036933027354,96.0,0,2095133046,7.757954275853825,0.2,0.1,100000,99000,100,999,500,0.7856952072177379,0.9732366535263169,False,False
RR_OBM,RR + OBM,11.057579477861584,33.79335216474375,96.0,0,2095133046,7.757954275853825,0.2,0.1,100000,99000,100,999,500,0.7856952072177379,0.9732366535263169,False,False
RR_OBM_RR,RR + OBM-RR,11.057579477861584,33.38007037869479,96.0,0,2095133046,7.757954275853825,0.2,0.1,100000,99000,100,999,500,0.7856952072177379,0.9732366535263169,False,False
RR_MSB,RR + MSB,11.057579477861584,33.470395912462806,96.0,0,2095133046,7.757954275853825,0.2,0.1,100000,99000,100,999,500,0.7856952072177379,0.9732366535263169,False,False
RR_BATCH,RR + batch means,6.473362174142373,13.73269814656275,97.0,0,1990212659,1.288161905605608,0.2,0.1,100000,99000,100,999,500,0.8433534285194172,0.9410252605005613,False,False
RR_ORACLE,RR + oracle variance,6.471217619702656,14.139879722847663,99.0,0,1990212659,1.288161905605608,0.2,0.1,100000,99000,100,999,500,0.8433534285194172,0.9410252605005613,False,False
RR_OBM,RR + OBM,6.471217619702656,13.897422096315006,99.0,0,1990212659,1.288161905605608,0.2,0.1,100000,99000,100,999,500,0.8433534285194172,0.9410252605005613,False,False
RR_OBM_RR,RR + OBM-RR,6.471217619702656,13.77855977667481,96.0,0,1990212659,1.288161905605608,0.2,0.1,100000,99000,100,999,500,0.8433534285194172,0.9410252605005613,False,False
RR_MSB,RR + MSB,6.471217619702656,13.713519689276943,97.0,0,1990212659,1.288161905605608,0.2,0.1,100000,99000,100,999,500,0.8433534285194172,0.9410252605005613,False,False
RR_BATCH,RR + batch means,8.854271933855228,21.281939535172718,93.0,0,1580016184,2.9767465568954146,0.2,0.1,100000,99000,100,999,500,0.693869447479337,0.9799992470541787,False,False
RR_ORACLE,RR + oracle variance,8.853769791028443,21.494701548635646,95.0,0,1580016184,2.9767465568954146,0.2,0.1,100000,99000,100,999,500,0.693869447479337,0.9799992470541787,False,False
RR_OBM,RR + OBM,8.853769791028443,21.302689610040378,95.0,0,1580016184,2.9767465568954146,0.2,0.1,100000,99000,100,999,500,0.693869447479337,0.9799992470541787,False,False
RR_OBM_RR,RR + OBM-RR,8.853769791028443,21.6460170897769,92.0,0,1580016184,2.9767465568954146,0.2,0.1,100000,99000,100,999,500,0.693869447479337,0.9799992470541787,False,False
RR_MSB,RR + MSB,8.853769791028443,21.238695374525765,94.0,0,1580016184,2.9767465568954146,0.2,0.1,100000,99000,100,999,500,0.693869447479337,0.9799992470541787,False,False
RR_BATCH,RR + batch means,8.630675915153237,12.920235944674014,94.0,0,1405681632,1.0944420187069794,0.2,0.1,100000,99000,100,999,500,0.6723387524196869,0.9608867344989493,False,False
RR_ORACLE,RR + oracle variance,8.631396255957698,13.03337432606157,95.0,0,1405681632,1.0944420187069794,0.2,0.1,100000,99000,100,999,500,0.6723387524196869,0.9608867344989493,False,False
RR_OBM,RR + OBM,8.631396255957698,12.761180935255188,93.0,0,1405681632,1.0944420187069794,0.2,0.1,100000,99000,100,999,500,0.6723387524196869,0.9608867344989493,False,False
RR_OBM_RR,RR + OBM-RR,8.631396255957698,12.850503315271194,94.0,0,1405681632,1.0944420187069794,0.2,0.1,100000,99000,100,999,500,0.6723387524196869,0.9608867344989493,False,False
RR_MSB,RR + MSB,8.631396255957698,12.608495796667016,94.0,0,1405681632,1.0944420187069794,0.2,0.1,100000,99000,100,999,500,0.6723387524196869,0.9608867344989493,False,False
RR_BATCH,RR + batch means,8.2499642315762,18.885793753996705,97.0,0,1497586439,2.482036996357162,0.2,0.1,100000,99000,100,999,500,0.7570355025661545,0.9546844288686142,False,False
RR_ORACLE,RR + oracle variance,8.245767961546079,19.627483218506192,97.0,0,1497586439,2.482036996357162,0.2,0.1,100000,99000,100,999,500,0.7570355025661545,0.9546844288686142,False,False
RR_OBM,RR + OBM,8.245767961546079,19.184061172367098,97.0,0,1497586439,2.482036996357162,0.2,0.1,100000,99000,100,999,500,0.7570355025661545,0.9546844288686142,False,False
RR_OBM_RR,RR + OBM-RR,8.245767961546079,19.202161842404603,96.0,0,1497586439,2.482036996357162,0.2,0.1,100000,99000,100,999,500,0.7570355025661545,0.9546844288686142,False,False
RR_MSB,RR + MSB,8.245767961546079,19.010246135610963,97.0,0,1497586439,2.482036996357162,0.2,0.1,100000,99000,100,999,500,0.7570355025661545,0.9546844288686142,False,False
RR_BATCH,RR + batch means,9.944924596827574,25.83044043345067,94.0,0,202244314,4.321050774280965,0.2,0.1,100000,99000,100,999,500,0.7861785897410013,0.9698795742731564,False,False
RR_ORACLE,RR + oracle variance,9.946581076173592,25.897340927834186,94.0,0,202244314,4.321050774280965,0.2,0.1,100000,99000,100,999,500,0.7861785897410013,0.9698795742731564,False,False
RR_OBM,RR + OBM,9.946581076173592,25.3062368846588,94.0,0,202244314,4.321050774280965,0.2,0.1,100000,99000,100,999,500,0.7861785897410013,0.9698795742731564,False,False
RR_OBM_RR,RR + OBM-RR,9.946581076173592,25.52429998069865,94.0,0,202244314,4.321050774280965,0.2,0.1,100000,99000,100,999,500,0.7861785897410013,0.9698795742731564,False,False
RR_MSB,RR + MSB,9.946581076173592,24.794889955096487,93.0,0,202244314,4.321050774280965,0.2,0.1,100000,99000,100,999,500,0.7861785897410013,0.9698795742731564,False,False
RR_BATCH,RR + batch means,8.500536340484462,10.569963656234114,92.0,0,864178267,0.7480735775826947,0.2,0.1,100000,99000,100,999,500,0.8160020274446405,0.9722262482260365,False,False
RR_ORACLE,RR + oracle variance,8.502054512424008,10.775381299369327,97.0,0,864178267,0.7480735775826947,0.2,0.1,100000,99000,100,999,500,0.8160020274446405,0.9722262482260365,False,False
RR_OBM,RR + OBM,8.502054512424008,10.672407864637117,96.0,0,864178267,0.7480735775826947,0.2,0.1,100000,99000,100,999,500,0.8160020274446405,0.9722262482260365,False,False
RR_OBM_RR,RR + OBM-RR,8.502054512424008,10.746609024820186,96.0,0,864178267,0.7480735775826947,0.2,0.1,100000,99000,100,999,500,0.8160020274446405,0.9722262482260365,False,False
RR_MSB,RR + MSB,8.502054512424008,10.475005433371285,95.0,0,864178267,0.7480735775826947,0.2,0.1,100000,99000,100,999,500,0.8160020274446405,0.9722262482260365,False,False
RR_BATCH,RR + batch means,10.054366687317954,15.236663328398766,91.0,0,952224741,1.5701323961864633,0.2,0.1,100000,99000,100,999,500,0.7938242041958898,0.974776274450555,False,False
RR_ORACLE,RR + oracle variance,10.051552249943523,15.610924616865535,92.0,0,952224741,1.5701323961864633,0.2,0.1,100000,99000,100,999,500,0.7938242041958898,0.974776274450555,False,False
RR_OBM,RR + OBM,10.051552249943523,15.41265637366135,91.0,0,952224741,1.5701323961864633,0.2,0.1,100000,99000,100,999,500,0.7938242041958898,0.974776274450555,False,False
RR_OBM_RR,RR + OBM-RR,10.051552249943523,15.207469428372745,90.0,0,952224741,1.5701323961864633,0.2,0.1,100000,99000,100,999,500,0.7938242041958898,0.974776274450555,False,False
RR_MSB,RR + MSB,10.051552249943523,15.271392808443217,93.0,0,952224741,1.5701323961864633,0.2,0.1,100000,99000,100,999,500,0.7938242041958898,0.974776274450555,False,False
RR_BATCH,RR + batch means,9.983057929734063,14.805846709179272,95.0,0,197860369,1.526526566184373,0.2,0.1,100000,99000,100,999,500,0.712148603784999,0.9743046378159217,False,False
RR_ORACLE,RR + oracle variance,9.974812581563054,15.392624421243095,95.0,0,197860369,1.526526566184373,0.2,0.1,100000,99000,100,999,500,0.712148603784999,0.9743046378159217,False,False
RR_OBM,RR + OBM,9.974812581563054,14.968970093381772,95.0,0,197860369,1.526526566184373,0.2,0.1,100000,99000,100,999,500,0.712148603784999,0.9743046378159217,False,False
RR_OBM_RR,RR + OBM-RR,9.974812581563054,14.99384708909799,95.0,0,197860369,1.526526566184373,0.2,0.1,100000,99000,100,999,500,0.712148603784999,0.9743046378159217,False,False
RR_MSB,RR + MSB,9.974812581563054,14.886436602972514,94.0,0,197860369,1.526526566184373,0.2,0.1,100000,99000,100,999,500,0.712148603784999,0.9743046378159217,False,False
RR_BATCH,RR + batch means,9.718302462016307,14.547887524632637,87.0,0,1382689816,1.4935088068017774,0.2,0.1,100000,99000,100,999,500,0.7014268498840708,0.983754894179103,False,False
RR_ORACLE,RR + oracle variance,9.717238235640197,15.225248275062535,89.0,0,1382689816,1.4935088068017774,0.2,0.1,100000,99000,100,999,500,0.7014268498840708,0.983754894179103,False,False
RR_OBM,RR + OBM,9.717238235640197,14.868189806481558,89.0,0,1382689816,1.4935088068017774,0.2,0.1,100000,99000,100,999,500,0.7014268498840708,0.983754894179103,False,False
RR_OBM_RR,RR + OBM-RR,9.717238235640197,14.757281300442258,88.0,0,1382689816,1.4935088068017774,0.2,0.1,100000,99000,100,999,500,0.7014268498840708,0.983754894179103,False,False
RR_MSB,RR + MSB,9.717238235640197,14.770722741846875,88.0,0,1382689816,1.4935088068017774,0.2,0.1,100000,99000,100,999,500,0.7014268498840708,0.983754894179103,False,False
RR_BATCH,RR + batch means,9.230974482822562,9.172051120953865,91.0,0,487991439,0.5788421349952112,0.2,0.1,100000,99000,100,999,500,0.7499907647920281,0.9684521682237308,False,False
RR_ORACLE,RR + oracle variance,9.230717065152714,9.47852058794152,93.0,0,487991439,0.5788421349952112,0.2,0.1,100000,99000,100,999,500,0.7499907647920281,0.9684521682237308,False,False
RR_OBM,RR + OBM,9.230717065152714,9.255937291432458,90.0,0,487991439,0.5788421349952112,0.2,0.1,100000,99000,100,999,500,0.7499907647920281,0.9684521682237308,False,False
RR_OBM_RR,RR + OBM-RR,9.230717065152714,9.277730346673579,90.0,0,487991439,0.5788421349952112,0.2,0.1,100000,99000,100,999,500,0.7499907647920281,0.9684521682237308,False,False
RR_MSB,RR + MSB,9.230717065152714,9.229541148787446,92.0,0,487991439,0.5788421349952112,0.2,0.1,100000,99000,100,999,500,0.7499907647920281,0.9684521682237308,False,False
RR_BATCH,RR + batch means,7.082337417316798,13.247495429532428,95.0,0,1171300113,1.2144267650326144,0.2,0.1,100000,99000,100,999,500,0.7602631152445626,0.9706581183138677,False,False
RR_ORACLE,RR + oracle variance,7.082146728352741,13.729229172888024,96.0,0,1171300113,1.2144267650326144,0.2,0.1,100000,99000,100,999,500,0.7602631152445626,0.9706581183138677,False,False
RR_OBM,RR + OBM,7.082146728352741,13.375937312011159,95.0,0,1171300113,1.2144267650326144,0.2,0.1,100000,99000,100,999,500,0.7602631152445626,0.9706581183138677,False,False
RR_OBM_RR,RR + OBM-RR,7.082146728352741,13.391317159142554,96.0,0,1171300113,1.2144267650326144,0.2,0.1,100000,99000,100,999,500,0.7602631152445626,0.9706581183138677,False,False
RR_MSB,RR + MSB,7.082146728352741,13.202097298098895,95.0,0,1171300113,1.2144267650326144,0.2,0.1,100000,99000,100,999,500,0.7602631152445626,0.9706581183138677,False,False
RR_BATCH,RR + batch means,8.583910341195198,12.347688154705251,99.0,0,1678403331,1.0130933577483543,0.2,0.1,100000,99000,100,999,500,0.8130787548824936,0.9704160595057733,False,False
RR_ORACLE,RR + oracle variance,8.581868155765193,12.539644470511515,99.0,0,1678403331,1.0130933577483543,0.2,0.1,100000,99000,100,999,500,0.8130787548824936,0.9704160595057733,False,False
RR_OBM,RR + OBM,8.581868155765193,12.310986132116128,99.0,0,1678403331,1.0130933577483543,0.2,0.1,100000,99000,100,999,500,0.8130787548824936,0.9704160595057733,False,False
RR_OBM_RR,RR + OBM-RR,8.581868155765193,12.302574475728363,99.0,0,1678403331,1.0130933577483543,0.2,0.1,100000,99000,100,999,500,0.8130787548824936,0.9704160595057733,False,False
RR_MSB,RR + MSB,8.581868155765193,12.213391558912805,98.0,0,1678403331,1.0130933577483543,0.2,0.1,100000,99000,100,999,500,0.8130787548824936,0.9704160595057733,False,False
RR_BATCH,RR + batch means,6.481909682301373,17.077960274290927,97.0,0,967354525,1.970912519537936,0.2,0.1,100000,99000,100,999,500,0.7755973481799772,0.9446797600389772,False,False
RR_ORACLE,RR + oracle variance,6.483463891328832,17.490175346644843,99.0,0,967354525,1.970912519537936,0.2,0.1,100000,99000,100,999,500,0.7755973481799772,0.9446797600389772,False,False
RR_OBM,RR + OBM,6.483463891328832,17.116110616671584,98.0,0,967354525,1.970912519537936,0.2,0.1,100000,99000,100,999,500,0.7755973481799772,0.9446797600389772,False,False
RR_OBM_RR,RR + OBM-RR,6.483463891328832,16.91479486820868,96.0,0,967354525,1.970912519537936,0.2,0.1,100000,99000,100,999,500,0.7755973481799772,0.9446797600389772,False,False
RR_MSB,RR + MSB,6.483463891328832,17.03143412208417,97.0,0,967354525,1.970912519537936,0.2,0.1,100000,99000,100,999,500,0.7755973481799772,0.9446797600389772,False,False
RR_BATCH,RR + batch means,9.521185839937257,19.056259325939067,92.0,0,1906728919,2.4702153729064475,0.2,0.1,100000,99000,100,999,500,0.840954022969886,0.9673394202974377,False,False
RR_ORACLE,RR + oracle variance,9.519588416628359,19.580685838594245,92.0,0,1906728919,2.4702153729064475,0.2,0.1,100000,99000,100,999,500,0.840954022969886,0.9673394202974377,False,False
RR_OBM,RR + OBM,9.519588416628359,19.227832610649042,93.0,0,1906728919,2.4702153729064475,0.2,0.1,100000,99000,100,999,500,0.840954022969886,0.9673394202974377,False,False
RR_OBM_RR,RR + OBM-RR,9.519588416628359,19.158802130413207,93.0,0,1906728919,2.4702153729064475,0.2,0.1,100000,99000,100,999,500,0.840954022969886,0.9673394202974377,False,False
RR_MSB,RR + MSB,9.519588416628359,19.0621701295506,92.0,0,1906728919,2.4702153729064475,0.2,0.1,100000,99000,100,999,500,0.840954022969886,0.9673394202974377,False,False
RR_BATCH,RR + batch means,8.281857066659164,6.741892369125476,92.0,0,1777324408,0.3029161727201015,0.2,0.1,100000,99000,100,999,500,0.8010976155873887,0.9654714672176318,False,False
RR_ORACLE,RR + oracle variance,8.27808145776458,6.856803754103248,94.0,0,1777324408,0.3029161727201015,0.2,0.1,100000,99000,100,999,500,0.8010976155873887,0.9654714672176318,False,False
RR_OBM,RR + OBM,8.27808145776458,6.791785096848375,92.0,0,1777324408,0.3029161727201015,0.2,0.1,100000,99000,100,999,500,0.8010976155873887,0.9654714672176318,False,False
RR_OBM_RR,RR + OBM-RR,8.27808145776458,6.809568304400945,91.0,0,1777324408,0.3029161727201015,0.2,0.1,100000,99000,100,999,500,0.8010976155873887,0.9654714672176318,False,False
RR_MSB,RR + MSB,8.27808145776458,6.755629110443643,91.0,0,1777324408,0.3029161727201015,0.2,0.1,100000,99000,100,999,500,0.8010976155873887,0.9654714672176318,False,False
RR_BATCH,RR + batch means,11.900837092572708,12.666666659228774,94.0,0,1190961761,1.0578529340808747,0.2,0.1,100000,99000,100,999,500,0.7727634973220407,0.9846966062055065,False,False
RR_ORACLE,RR + oracle variance,11.897481599969277,12.813658250574289,100.0,0,1190961761,1.0578529340808747,0.2,0.1,100000,99000,100,999,500,0.7727634973220407,0.9846966062055065,False,False
RR_OBM,RR + OBM,11.897481599969277,12.66867314652962,97.0,0,1190961761,1.0578529340808747,0.2,0.1,100000,99000,100,999,500,0.7727634973220407,0.9846966062055065,False,False
RR_OBM_RR,RR + OBM-RR,11.897481599969277,12.704468139037711,95.0,0,1190961761,1.0578529340808747,0.2,0.1,100000,99000,100,999,500,0.7727634973220407,0.9846966062055065,False,False
RR_MSB,RR + MSB,11.897481599969277,12.539659102012111,95.0,0,1190961761,1.0578529340808747,0.2,0.1,100000,99000,100,999,500,0.7727634973220407,0.9846966062055065,False,False
RR_BATCH,RR + batch means,9.500400246392791,20.490781342947933,92.0,0,1627981025,2.734181500222118,0.2,0.1,100000,99000,100,999,500,0.7706907675027578,0.9582762062789966,False,False
RR_ORACLE,RR + oracle variance,9.49585301161403,20.6003291543841,92.0,0,1627981025,2.734181500222118,0.2,0.1,100000,99000,100,999,500,0.7706907675027578,0.9582762062789966,False,False
RR_OBM,RR + OBM,9.49585301161403,20.410788743430356,92.0,0,1627981025,2.734181500222118,0.2,0.1,100000,99000,100,999,500,0.7706907675027578,0.9582762062789966,False,False
RR_OBM_RR,RR + OBM-RR,9.49585301161403,20.72595280762997,93.0,0,1627981025,2.734181500222118,0.2,0.1,100000,99000,100,999,500,0.7706907675027578,0.9582762062789966,False,False
RR_MSB,RR + MSB,9.49585301161403,20.261888346019024,92.0,0,1627981025,2.734181500222118,0.2,0.1,100000,99000,100,999,500,0.7706907675027578,0.9582762062789966,False,False
RR_BATCH,RR + batch means,9.972722599302308,18.88712291911165,93.0,0,1766867110,2.461885435521448,0.2,0.1,100000,99000,100,999,500,0.7862294349166898,0.966528381029845,False,False
RR_ORACLE,RR + oracle variance,9.972721291245042,19.547643451783934,96.0,0,1766867110,2.461885435521448,0.2,0.1,100000,99000,100,999,500,0.7862294349166898,0.966528381029845,False,False
RR_OBM,RR + OBM,9.972721291245042,19.113027659593115,94.0,0,1766867110,2.461885435521448,0.2,0.1,100000,99000,100,999,500,0.7862294349166898,0.966528381029845,False,False
RR_OBM_RR,RR + OBM-RR,9.972721291245042,19.100629798118568,95.0,0,1766867110,2.461885435521448,0.2,0.1,100000,99000,100,999,500,0.7862294349166898,0.966528381029845,False,False
RR_MSB,RR + MSB,9.972721291245042,18.970265362357516,93.0,0,1766867110,2.461885435521448,0.2,0.1,100000,99000,100,999,500,0.7862294349166898,0.966528381029845,False,False
RR_BATCH,RR + batch means,10.796477886978794,17.433057132101293,88.0,0,1356488968,2.0826256161997465,0.2,0.1,100000,99000,100,999,500,0.7032738151997727,0.9694387541389551,False,False
RR_ORACLE,RR + oracle variance,10.792208273888278,17.979023179445335,89.0,0,1356488968,2.0826256161997465,0.2,0.1,100000,99000,100,999,500,0.7032738151997727,0.9694387541389551,False,False
RR_OBM,RR + OBM,10.792208273888278,17.491953431475455,89.0,0,1356488968,2.0826256161997465,0.2,0.1,100000,99000,100,999,500,0.7032738151997727,0.9694387541389551,False,False
RR_OBM_RR,RR + OBM-RR,10.792208273888278,17.13443336994384,88.0,0,1356488968,2.0826256161997465,0.2,0.1,100000,99000,100,999,500,0.7032738151997727,0.9694387541389551,False,False
RR_MSB,RR + MSB,10.792208273888278,17.508721124158694,87.0,0,1356488968,2.0826256161997465,0.2,0.1,100000,99000,100,999,500,0.7032738151997727,0.9694387541389551,False,False
RR_BATCH,RR + batch means,7.389858139273788,8.409093455628506,96.0,0,594336918,0.4439071282822261,0.2,0.1,100000,99000,100,999,500,0.7276265850596422,0.9523667283337245,False,False
RR_ORACLE,RR + oracle variance,7.3918892093388635,8.300543863181268,95.0,0,594336918,0.4439071282822261,0.2,0.1,100000,99000,100,999,500,0.7276265850596422,0.9523667283337245,False,False
RR_OBM,RR + OBM,7.3918892093388635,8.210260117125816,95.0,0,594336918,0.4439071282822261,0.2,0.1,100000,99000,100,999,500,0.7276265850596422,0.9523667283337245,False,False
RR_OBM_RR,RR + OBM-RR,7.3918892093388635,8.25869201958336,95.0,0,594336918,0.4439071282822261,0.2,0.1,100000,99000,100,999,500,0.7276265850596422,0.9523667283337245,False,False
RR_MSB,RR + MSB,7.3918892093388635,8.12920623881185,96.0,0,594336918,0.4439071282822261,0.2,0.1,100000,99000,100,999,500,0.7276265850596422,0.9523667283337245,False,False
RR_BATCH,RR + batch means,8.329688179017369,11.533839101302197,93.0,0,1504361615,0.9098223959898789,0.2,0.1,100000,99000,100,999,500,0.8142058505260306,0.9621530203066779,False,False
RR_ORACLE,RR + oracle variance,8.32614200479679,11.883347602253124,95.0,0,1504361615,0.9098223959898789,0.2,0.1,100000,99000,100,999,500,0.8142058505260306,0.9621530203066779,False,False
RR_OBM,RR + OBM,8.32614200479679,11.648283430220017,95.0,0,1504361615,0.9098223959898789,0.2,0.1,100000,99000,100,999,500,0.8142058505260306,0.9621530203066779,False,False
RR_OBM_RR,RR + OBM-RR,8.32614200479679,11.659239949886524,94.0,0,1504361615,0.9098223959898789,0.2,0.1,100000,99000,100,999,500,0.8142058505260306,0.9621530203066779,False,False
RR_MSB,RR + MSB,8.32614200479679,11.521368379192493,95.0,0,1504361615,0.9098223959898789,0.2,0.1,100000,99000,100,999,500,0.8142058505260306,0.9621530203066779,False,False
RR_BATCH,RR + batch means,10.045296059374152,20.708303630267405,93.0,0,145857092,2.9101272309384143,0.2,0.1,100000,99000,100,999,500,0.7528959886832006,0.9939675814751682,False,False
RR_ORACLE,RR + oracle variance,10.042576028625172,21.25281578076973,94.0,0,145857092,2.9101272309384143,0.2,0.1,100000,99000,100,999,500,0.7528959886832006,0.9939675814751682,False,False
RR_OBM,RR + OBM,10.042576028625172,20.67676506446607,95.0,0,145857092,2.9101272309384143,0.2,0.1,100000,99000,100,999,500,0.7528959886832006,0.9939675814751682,False,False
RR_OBM_RR,RR + OBM-RR,10.042576028625172,20.73396467636992,93.0,0,145857092,2.9101272309384143,0.2,0.1,100000,99000,100,999,500,0.7528959886832006,0.9939675814751682,False,False
RR_MSB,RR + MSB,10.042576028625172,20.598143574136607,94.0,0,145857092,2.9101272309384143,0.2,0.1,100000,99000,100,999,500,0.7528959886832006,0.9939675814751682,False,False
RR_BATCH,RR + batch means,9.189832287388768,14.215544978069945,90.0,0,1843166519,1.3821944944951714,0.2,0.1,100000,99000,100,999,500,0.7978711813536549,0.9687988672836144,False,False
RR_ORACLE,RR + oracle variance,9.18922379451184,14.646878155730711,93.0,0,1843166519,1.3821944944951714,0.2,0.1,100000,99000,100,999,500,0.7978711813536549,0.9687988672836144,False,False
RR_OBM,RR + OBM,9.18922379451184,14.391425588807918,90.0,0,1843166519,1.3821944944951714,0.2,0.1,100000,99000,100,999,500,0.7978711813536549,0.9687988672836144,False,False
RR_OBM_RR,RR + OBM-RR,9.18922379451184,14.409890733174795,91.0,0,1843166519,1.3821944944951714,0.2,0.1,100000,99000,100,999,500,0.7978711813536549,0.9687988672836144,False,False
RR_MSB,RR + MSB,9.18922379451184,14.242709153269997,88.0,0,1843166519,1.3821944944951714,0.2,0.1,100000,99000,100,999,500,0.7978711813536549,0.9687988672836144,False,False
RR_BATCH,RR + batch means,10.578469767250924,15.770751765333358,87.0,0,137046513,1.731572060392841,0.2,0.1,100000,99000,100,999,500,0.7744613768105492,0.9840899487630653,False,False
RR_ORACLE,RR + oracle variance,10.581352135064662,16.393843097874285,90.0,0,137046513,1.731572060392841,0.2,0.1,100000,99000,100,999,500,0.7744613768105492,0.9840899487630653,False,False
RR_OBM,RR + OBM,10.581352135064662,15.950100073239566,89.0,0,137046513,1.731572060392841,0.2,0.1,100000,99000,100,999,500,0.7744613768105492,0.9840899487630653,False,False
RR_OBM_RR,RR + OBM-RR,10.581352135064662,15.86715274107128,87.0,0,137046513,1.731572060392841,0.2,0.1,100000,99000,100,999,500,0.7744613768105492,0.9840899487630653,False,False
RR_MSB,RR + MSB,10.581352135064662,15.864151307318393,91.0,0,137046513,1.731572060392841,0.2,0.1,100000,99000,100,999,500,0.7744613768105492,0.9840899487630653,False,False
RR_BATCH,RR + batch means,10.1691448038593,18.360437100893304,91.0,0,957106590,2.3313894499296532,0.2,0.1,100000,99000,100,999,500,0.7348882644495972,0.9754288061410912,False,False
RR_ORACLE,RR + oracle variance,10.165396114294078,19.022513580104818,94.0,0,957106590,2.3313894499296532,0.2,0.1,100000,99000,100,999,500,0.7348882644495972,0.9754288061410912,False,False
RR_OBM,RR + OBM,10.165396114294078,18.556494847841964,93.0,0,957106590,2.3313894499296532,0.2,0.1,100000,99000,100,999,500,0.7348882644495972,0.9754288061410912,False,False
RR_OBM_RR,RR + OBM-RR,10.165396114294078,18.39858755619436,90.0,0,957106590,2.3313894499296532,0.2,0.1,100000,99000,100,999,500,0.7348882644495972,0.9754288061410912,False,False
RR_MSB,RR + MSB,10.165396114294078,18.34365553030725,91.0,0,957106590,2.3313894499296532,0.2,0.1,100000,99000,100,999,500,0.7348882644495972,0.9754288061410912,False,False
RR_BATCH,RR + batch means,11.489111713118561,21.269123682980954,94.0,0,354826746,3.1441445040209923,0.2,0.1,100000,99000,100,999,500,0.6751285977489111,0.9896895517092816,False,False
RR_ORACLE,RR + oracle variance,11.484433031802459,22.0908149828475,97.0,0,354826746,3.1441445040209923,0.2,0.1,100000,99000,100,999,500,0.6751285977489111,0.9896895517092816,False,False
RR_OBM,RR + OBM,11.484433031802459,21.728856388168776,97.0,0,354826746,3.1441445040209923,0.2,0.1,100000,99000,100,999,500,0.6751285977489111,0.9896895517092816,False,False
RR_OBM_RR,RR + OBM-RR,11.484433031802459,21.52881398217937,95.0,0,354826746,3.1441445040209923,0.2,0.1,100000,99000,100,999,500,0.6751285977489111,0.9896895517092816,False,False
RR_MSB,RR + MSB,11.484433031802459,21.563204059981008,96.0,0,354826746,3.1441445040209923,0.2,0.1,100000,99000,100,999,500,0.6751285977489111,0.9896895517092816,False,False
RR_BATCH,RR + batch means,8.501012809132156,16.87188373063082,95.0,0,1917963003,1.9637654442760555,0.2,0.1,100000,99000,100,999,500,0.8229603265655668,0.9611764889274746,False,False
RR_ORACLE,RR + oracle variance,8.50314620622175,17.458434432557286,96.0,0,1917963003,1.9637654442760555,0.2,0.1,100000,99000,100,999,500,0.8229603265655668,0.9611764889274746,False,False
RR_OBM,RR + OBM,8.50314620622175,16.95684929690992,96.0,0,1917963003,1.9637654442760555,0.2,0.1,100000,99000,100,999,500,0.8229603265655668,0.9611764889274746,False,False
RR_OBM_RR,RR + OBM-RR,8.50314620622175,16.85221083389199,95.0,0,1917963003,1.9637654442760555,0.2,0.1,100000,99000,100,999,500,0.8229603265655668,0.9611764889274746,False,False
RR_MSB,RR + MSB,8.50314620622175,16.67548108301927,95.0,0,1917963003,1.9637654442760555,0.2,0.1,100000,99000,100,999,500,0.8229603265655668,0.9611764889274746,False,False
RR_BATCH,RR + batch means,9.742753353004582,23.656273560303706,98.0,0,2084558134,3.9084452161781185,0.2,0.1,100000,99000,100,999,500,0.812614119494143,0.9917058152267927,False,False
RR_ORACLE,RR + oracle variance,9.739765554504583,24.629891792957906,99.0,0,2084558134,3.9084452161781185,0.2,0.1,100000,99000,100,999,500,0.812614119494143,0.9917058152267927,False,False
RR_OBM,RR + OBM,9.739765554504583,24.115927948422407,99.0,0,2084558134,3.9084452161781185,0.2,0.1,100000,99000,100,999,500,0.812614119494143,0.9917058152267927,False,False
RR_OBM_RR,RR + OBM-RR,9.739765554504583,23.998319606908357,98.0,0,2084558134,3.9084452161781185,0.2,0.1,100000,99000,100,999,500,0.812614119494143,0.9917058152267927,False,False
RR_MSB,RR + MSB,9.739765554504583,23.67841088101914,99.0,0,2084558134,3.9084452161781185,0.2,0.1,100000,99000,100,999,500,0.812614119494143,0.9917058152267927,False,False
RR_BATCH,RR + batch means,8.544853653469058,13.832695392349077,95.0,0,761338719,1.238475455786897,0.2,0.1,100000,99000,100,999,500,0.7118095414239449,0.9776871575892329,False,False
