estimator,lam,x,ratio_mean,ratio_std,ratio_cv,ratio_min,ratio_max,log_ratio_slope,abs_log_ratio_slope
OBM,0.0,0.66,0.3159738254606767,0.045821437645563935,0.14501656135206195,0.27693995436481733,0.3894475009705213,-0.04628143244910839,0.04628143244910839
OBM,0.0,0.67,0.28208223771768254,0.04478081142576888,0.15875090820353968,0.24412620713023575,0.3551803422451866,-0.05628143244910842,0.05628143244910842
OBM,0.0,0.68,0.25189762253100756,0.043768266300340086,0.17375418577026225,0.21520045796384407,0.3239283220537519,-0.06628143244910846,0.06628143244910846
OBM,0.0,0.69,0.22500685073288426,0.04268562961510606,0.18970813322381944,0.18970203015992582,0.295426140887394,-0.07628143244910829,0.07628143244910829
OBM,0.0,0.7,0.20104364913893452,0.041490256314084185,0.20637436940577844,0.16722483115181624,0.2694318427183894,-0.08628143244910834,0.08628143244910834
OBM_RR,2.0,0.15,23.18338220818967,17.43018811083836,0.7518397425497751,8.79160251028353,51.11237171884319,0.3935765330913413,0.3935765330913413
OBM_RR,2.0,0.16,20.458351856482484,15.039933031748465,0.7351488104836204,8.018036784687204,44.51701476341331,0.38357653309134115,0.38357653309134115
OBM_RR,2.0,0.17,18.05758447762951,12.971195759080869,0.7183239693631298,7.312536457989137,38.77269899247029,0.37357653309134126,0.37357653309134126
OBM_RR,2.0,0.18,15.942083212383853,11.181258161118404,0.7013674444022957,6.669112512871366,33.76960910676845,0.36357653309134125,0.36357653309134125
OBM_RR,2.0,0.19,14.077583939037847,9.633032969064876,0.6842816928515689,6.082302900622814,29.412099979044594,0.3535765330913412,0.3535765330913412
OBM_RR,2.0,0.2,12.433976419164221,8.294325454793837,0.6670694213325008,5.547126173613896,25.616868185895843,0.34357653309134106,0.34357653309134106
OBM_RR,2.0,0.21,10.984796712807045,7.137191574603484,0.6497336055643449,5.059039197610747,22.311359478619558,0.3335765330913411,0.3335765330913411
OBM_RR,2.0,0.22,9.706782038563427,6.137380006572678,0.6322775129996625,4.6138985849474246,19.432381748299115,0.32357653309134127,0.32357653309134127
OBM_RR,2.0,0.23,8.579480351947543,5.273847144831138,0.6147047290147327,4.207925521160945,16.924896968895617,0.3135765330913412,0.3135765330913412
OBM_RR,2.0,0.24,7.584907876204073,4.528335537248969,0.5970191874650969,3.837673686501148,14.740969023666116,0.303576533091341,0.303576533091341
OBM_RR,2.0,0.25,6.70724866053852,3.885007491306033,0.5792252066280347,3.5,12.83884730028362,0.2935765330913412,0.2935765330913412
OBM_RR,2.0,0.26,5.932590976593149,3.3301266502318865,0.5613275318272903,3.192037937745684,11.182168535552954,0.2835765330913411,0.2835765330913411
OBM_RR,2.0,0.27,5.248696008065524,2.8517812788101344,0.5433313863915689,2.911173198859348,9.739261651219127,0.27357653309134106,0.27357653309134106
OBM_RR,2.0,0.28,4.644794852135978,2.439643813704915,0.5252425330653749,2.6550215126021426,8.482542291267398,0.2635765330913413,0.2635765330913413
OBM_RR,2.0,0.29,4.1114103448903165,2.0847619426219612,0.5070673486077387,2.421408398216278,7.387985485956534,0.25357653309134126,0.25357653309134126
OBM_RR,2.0,0.3,3.640200654982915,1.779377093840672,0.48881291513558706,2.208350705680677,6.434666361392122,0.24357653309134128,0.24357653309134128
OBM_RR,2.0,0.31,3.2238219680677567,1.5167667546406063,0.4704871328703371,2.0058039908217262,5.604360114287712,0.23357653309134124,0.23357653309134124
OBM_RR,2.0,0.32,2.8558079157515954,1.2911075043376934,0.4520988604368015,1.8093278933998025,4.881193604546696,0.22357653309134118,0.22357653309134118
OBM_RR,2.0,0.33,2.5304636928721367,1.0973560541351683,0.43365809089702567,1.632097373828352,4.251341905086651,0.21357653309134117,0.21357653309134117
OBM_RR,2.0,0.34,2.2427730609157357,0.931145939703212,0.4151761745002503,1.4722272548687245,3.7027640077849924,0.20357653309134122,0.20357653309134122
OBM_RR,2.0,0.35,1.9883166578605114,0.7886978202347249,0.3966661030156975,1.3280170195324714,3.224972632980584,0.19357653309134124,0.19357653309134124
OBM_RR,2.0,0.36,1.7632002295953868,0.6667416057074093,0.3781428759570947,1.1979327229104764,2.8088337419308824,0.18357653309134123,0.18357653309134123
OBM_RR,2.0,0.37,1.5639915687647117,0.5624488674782596,0.3596239766960502,1.080590675806938,2.4463919194618926,0.1735765330913412,0.1735765330913412
OBM_RR,2.0,0.38,1.3876650964320514,0.47337419075208226,0.34112999741019395,0.9747427266231852,2.1307182886140765,0.1635765330913412,0.1635765330913412
OBM_RR,2.0,0.39,1.231553152979778,0.39740430493770296,0.322685467514067,0.8792629849367254,1.8557780498363923,0.15357653309134123,0.15357653309134123
OBM_RR,2.0,0.4,1.0933031794677122,0.33271398296751054,0.3043199628574174,0.7931358455559994,1.6163151124471984,0.14357653309134127,0.14357653309134127
OBM_RR,2.0,0.41,0.970840071281188,0.27772783636890924,0.28606960567913137,0.7154451856643321,1.407751612837279,0.13357653309134127,0.13357653309134127
OBM_RR,2.0,0.42,0.8623330740713658,0.23108725178586598,0.2679791124035461,0.6453646201445455,1.2261003984832188,0.12357653309134128,0.12357653309134128
OBM_RR,2.0,0.43,0.7661666692730346,0.19162181858421537,0.2501046133552544,0.5821487114314333,1.0678888047095252,0.11357653309134132,0.11357653309134132
OBM_RR,2.0,0.44,0.6809149642293999,0.15832468669296107,0.2325175609441028,0.5251250403924742,0.9300922670237158,0.10357653309134135,0.10357653309134135
OBM_RR,2.0,0.45,0.6053191613428505,0.13033136689375333,0.215310162335889,0.47368705389580984,0.810076499877365,0.0935765330913413,0.0935765330913413
OBM_RR,2.0,0.46,0.538267732741226,0.10690153479374272,0.19860290389194848,0.4272876129860281,0.7055471364722463,0.08357653309134137,0.08357653309134137
OBM_RR,2.0,0.47,0.478778972607597,0.08740340561038676,0.18255481257741413,0.3854331730405623,0.6145058668651008,0.07357653309134134,0.07357653309134134
OBM_RR,2.0,0.48,0.4259856393619179,0.07130016861737727,0.16737693018050442,0.3476785340018122,0.5352122358539014,0.06357653309134133,0.06357653309134133
OBM_RR,2.0,0.49,0.37912143500037165,0.058137732951299016,0.1533485780123248,0.313622104843913,0.46615037032773443,0.05357653309134135,0.05357653309134135
OBM_RR,2.0,0.5,0.3375090997014671,0.04753254523707654,0.14083337391234765,0.2829016319029166,0.406,0.04357653309134135,0.04357653309134135
OBM_RR,2.0,0.51,0.30054992683015475,0.0391575120196179,0.1302862137835302,0.25519034563321114,0.35361121752216873,0.03357653309134132,0.03357653309134132
OBM_RR,2.0,0.52,0.2677145271792223,0.032723673758702415,0.12223346302307851,0.23019348480374166,0.3079824954618485,0.0235765330913414,0.0235765330913414
OBM_RR,2.0,0.53,0.23853469209000638,0.027957045518836585,0.11720326831238259,0.20764516116237552,0.2682415398910839,0.013576533091341365,0.013576533091341365
OBM_RR,2.0,0.54,0.21259622335021663,0.024576151205992786,0.11560013070179379,0.18730553121826704,0.2421408398216277,0.0035765330913412586,0.0035765330913412586
OBM_RR,2.0,0.55,0.18953261378922848,0.02228328759128206,0.11756967387186672,0.16895824505885076,0.22083507056806753,-0.006423466908658634,0.006423466908658634
