estimator,lam,x,ratio_mean,ratio_std,ratio_cv,ratio_min,ratio_max,log_ratio_slope,abs_log_ratio_slope
OBM_RR,4.0,0.27,3.7717185407639375,2.275081949639373,0.6031950489016525,1.99623305064641,7.4843587073408075,0.28884558887639467,0.28884558887639467
OBM_RR,4.0,0.28,3.335738243261377,1.950699892797632,0.5847880590565816,1.8205861800700407,6.518603928264601,0.27884558887639466,0.27884558887639466
OBM_RR,4.0,0.29,2.9509002857599542,1.6710557890733169,0.5662867692064236,1.660394330205448,5.67746667886315,0.2688455888763947,0.2688455888763947
OBM_RR,4.0,0.3,2.6111277981697114,1.4301120110985732,0.547698972107386,1.514297626752464,4.944866760478675,0.2588455888763948,0.2588455888763948
OBM_RR,4.0,0.31,2.3110740453548857,1.2226351246321994,0.5290332982145767,1.3810558496091767,4.306798905561,0.24884558887639477,0.24884558887639477
OBM_RR,4.0,0.32,2.046033863512002,1.0440897315046322,0.5102993406533654,1.2595379045994541,3.751065036006328,0.23884558887639468,0.23884558887639468
OBM_RR,4.0,0.33,1.8118659264026273,0.8905462509307484,0.49150780858210913,1.148712221574332,3.267041069918806,0.22884558887639475,0.22884558887639475
OBM_RR,4.0,0.34,1.604924507997199,0.7586008174586799,0.4726707167088783,1.047637997376398,2.8454738187904374,0.21884558887639463,0.21884558887639463
OBM_RR,4.0,0.35,1.4219995732295718,0.6453057115707296,0.4538016211250645,0.9554572093283936,2.478304092339759,0.20884558887639473,0.20884558887639473
OBM_RR,4.0,0.36,1.2602641731509552,0.5481089458097774,0.4349159148429784,0.8713873314482433,2.158512629267082,0.19884558887639475,0.19884558887639475
OBM_RR,4.0,0.37,1.1172282473756794,0.4648018092976216,0.4160312007769414,0.7939033536540767,1.8799859085519963,0.18884558887639472,0.18884558887639472
OBM_RR,4.0,0.38,0.99069804757666,0.3934733301440213,0.3971677658056295,0.7161375134374421,1.6373992759792904,0.1788455888763947,0.1788455888763947
OBM_RR,4.0,0.39,0.878740492880649,0.3324707515624742,0.3783491875656975,0.6459891317902473,1.4261151515984098,0.1688455888763948,0.1688455888763948
OBM_RR,4.0,0.4,0.7796518530510859,0.2803652361502798,0.35960311651040117,0.5827120497962445,1.242094372126911,0.15884558887639472,0.15884558887639472
OBM_RR,4.0,0.41,0.6919302298331711,0.2359221160268243,0.34096229049525223,0.5256331976309379,1.081818973411899,0.14884558887639482,0.14884558887639482
OBM_RR,4.0,0.42,0.6142513720868492,0.19807509627293635,0.3224658588877038,0.47414543520823754,0.9422249367654293,0.13884558887639478,0.13884558887639478
OBM_RR,4.0,0.43,0.545447417499371,0.16590389692356786,0.30416111911238297,0.42770109411288976,0.8206436134713592,0.12884558887639477,0.12884558887639477
OBM_RR,4.0,0.44,0.4844882037566425,0.1386148857405015,0.28610580126761453,0.38580615212508307,0.7147507076635452,0.11884558887639485,0.11884558887639485
OBM_RR,4.0,0.45,0.4304648359425539,0.11552431062140771,0.2683710746510885,0.3480149783724317,0.6225218422702904,0.10884558887639478,0.10884558887639478
OBM_RR,4.0,0.46,0.38257523539859034,0.09604378632904984,0.2510454871157186,0.31073608484890874,0.5421938585698051,0.09884558887639489,0.09884558887639489
OBM_RR,4.0,0.47,0.3401114289867942,0.07966772327494576,0.23424006512300732,0.2769438271335972,0.4722311095120971,0.08884558887639482,0.08884558887639482
OBM_RR,4.0,0.48,0.30244836724782914,0.06596240206622922,0.21809475338373702,0.24682644574316834,0.41129610242959913,0.07884558887639487,0.07884558887639487
OBM_RR,4.0,0.49,0.2690340858491392,0.05455638915786886,0.20278615992347285,0.2199843013248168,0.35822392990702745,0.06884558887639475,0.06884558887639475
OBM_RR,4.0,0.5,0.23938104742819558,0.045131947279338336,0.1885360088620886,0.19606121493043951,0.312,0.05884558887639481,0.05884558887639481
OBM_RR,4.0,0.51,0.2130585208484565,0.037417016943984145,0.17561849577749575,0.17473974173839613,0.27174064006629717,0.04884558887639482,0.04884558887639482
OBM_RR,4.0,0.52,0.1896858723474497,0.03117726244801495,0.16436259623440597,0.15573695875359395,0.23667620340910525,0.03884558887639483,0.03884558887639483
OBM_RR,4.0,0.53,0.16892665837075047,0.02620770330744548,0.155142495330289,0.13880071059123703,0.2061363557783699,0.028845588876394844,0.028845588876394844
OBM_RR,4.0,0.54,0.1504834233182138,0.022323839616642225,0.14834749984013856,0.12370626352807049,0.17953726044919288,0.01884558887639493,0.01884558887639493
OBM_RR,4.0,0.55,0.13409311721226583,0.019353187513465597,0.1443264793585939,0.11025332342241316,0.15637041689170886,0.008845588876394792,0.008845588876394792
OBM_RR,4.0,0.56,0.11952305863607966,0.017129505721055243,0.14331549005293334,0.09826337793258896,0.1381055849609176,-0.00115441112360519,0.00115441112360519
OBM_RR,4.0,0.57,0.10656737736048043,0.015492353289301472,0.14537613360696885,0.08757732776661081,0.12595379045994548,-0.011154411123605136,0.011154411123605136
OBM_RR,4.0,0.58,0.09504387903872427,0.014292470118700136,0.15037759678218598,0.0780533755312384,0.11487122215743324,-0.021154411123605048,0.021154411123605048
OBM_RR,4.0,0.59,0.08479128133477262,0.013399846058920329,0.15803330068825244,0.06956514416672176,0.10476379973763986,-0.031154411123605223,0.031154411123605223
OBM_RR,4.0,0.6,0.07566677698326071,0.012709788433182559,0.16797052735567508,0.06200000000000001,0.09554572093283935,-0.04115441112360499,0.04115441112360499
OBM_RR,4.0,0.61,0.06754388466312918,0.012144327369874556,0.17979906590276257,0.05525755816429224,0.08713873314482433,-0.05115441112360512,0.05115441112360512
OBM_RR,4.0,0.62,0.06031055329390245,0.011649449279535888,0.1931577251955617,0.04924835055290546,0.07947146915582186,-0.06115441112360495,0.06115441112360495
OBM_RR,4.0,0.63,0.053867489514554466,0.011190222696012836,0.2077361094206803,0.04389263863181655,0.07247884128964839,-0.07115441112360517,0.07115441112360517
OBM_RR,4.0,0.64,0.04812668175050395,0.010745674169873378,0.2232789334112123,0.03911935535777197,0.06610148888011598,-0.08115441112360494,0.08115441112360494
OBM_RR,4.0,0.65,0.043010097476510405,0.010304412159850715,0.23958123241823345,0.03486516216180163,0.06028527435622991,-0.09115441112360506,0.09115441112360506
OBM_RR,4.0,0.66,0.038448533096424195,0.009861289509172005,0.25648025334129404,0.031073608484890873,0.05498082366642654,-0.10115441112360504,0.10115441112360504
OBM_RR,4.0,0.67,0.034380598332509116,0.009415027029731347,0.2738470965128265,0.027694382713359698,0.05014310714049693,-0.11115441112360523,0.11115441112360523
OBM_RR,4.0,0.68,0.03075181918916491,0.008966596530879747,0.29157938513240983,0.024682644574316816,0.045731057231117915,-0.12115441112360524,0.12115441112360524
OBM_RR,4.0,0.69,0.027513845464945775,0.008518157245621197,0.3095953001725557,0.021946247135065912,0.041707219889985034,-0.13115441112360512,0.13115441112360512
OBM_RR,4.0,0.7,0.02462375046491381,0.008072377244586697,0.32782890876387677,0.019345905093812222,0.038037436619066736,-0.14115441112360483,0.14115441112360483
