scenario,lazy_prob,problem_seed,T,T_eff,sigma_true,rr_alpha_1,rr_alpha_2,eig_min,eig_max,noise_target,max_a_norm,max_rho,warn_unstable,warn_assumption,slem,spectral_gap,relaxation_time,eta,b_n,lam,estimator,l2_mean_x1e3,width_mean_x1e3,coverage_pct,diverged,sigma_mean_raw,rel_bias_raw,mse_raw,sigma_mean_used,rel_bias_used,mse_used,negative_rate,clamped_rate
baseline,0.0,275121931,100000,99000,3.0829958319904613,0.2,0.1,0.25,0.6,0.35,0.5797995358321507,0.9809040601384286,False,False,0.18829781923907868,0.8117021807609213,1.2319789495484181,0.5,316,0.0,OBM,10.924915787682197,20.811572827572785,89.0,0,2.7941216893188794,-0.09369916743775725,0.12299873273377081,2.7941216893188794,-0.09369916743775725,0.12299873273377081,0.0,0.0
baseline,0.0,275121931,100000,99000,3.0829958319904613,0.2,0.1,0.25,0.6,0.35,0.5797995358321507,0.9809040601384286,False,False,0.18829781923907868,0.8117021807609213,1.2319789495484181,0.5,316,2.0,OBM_RR,10.924915787682197,21.962079992329638,92.0,0,3.120655888944528,0.012215409623097771,0.1623564081961246,3.120655888944528,0.012215409623097771,0.1623564081961246,0.0,0.0
baseline,0.0,275121931,100000,99000,3.0829958319904613,0.2,0.1,0.25,0.6,0.35,0.5797995358321507,0.9809040601384286,False,False,0.18829781923907868,0.8117021807609213,1.2319789495484181,0.6,999,0.0,OBM,10.924915787682197,21.624318666397325,92.0,0,3.023625464130893,-0.019257362349801646,0.13350049805181666,3.023625464130893,-0.019257362349801646,0.13350049805181666,0.0,0.0
baseline,0.0,275121931,100000,99000,3.0829958319904613,0.2,0.1,0.25,0.6,0.35,0.5797995358321507,0.9809040601384286,False,False,0.18829781923907868,0.8117021807609213,1.2319789495484181,0.6,999,2.0,OBM_RR,10.924915787682197,21.707346553318647,91.0,0,3.0682124717213655,-0.004795128204747316,0.38641117055651975,3.0682124717213655,-0.004795128204747316,0.38641117055651975,0.0,0.0
baseline,0.0,929893138,100000,99000,0.9084848316243732,0.2,0.1,0.25,0.6,0.35,0.7969711608066093,0.9611676845272247,False,False,0.16938656991421533,0.8306134300857847,1.203929486062754,,0,2.0,ORACLE,8.5630556530249,11.874609309741546,88.0,0,0.9084848316243732,0.0,0.0,0.9084848316243732,0.0,0.0,0.0,0.0
baseline,0.0,929893138,100000,99000,0.9084848316243732,0.2,0.1,0.25,0.6,0.35,0.7969711608066093,0.9611676845272247,False,False,0.16938656991421533,0.8306134300857847,1.203929486062754,0.4,100,0.0,OBM,8.5630556530249,10.641368207587831,87.0,0,0.7299518995681027,-0.19651724040020918,0.03296081433465237,0.7299518995681027,-0.19651724040020918,0.03296081433465237,0.0,0.0
baseline,0.0,929893138,100000,99000,0.9084848316243732,0.2,0.1,0.25,0.6,0.35,0.7969711608066093,0.9611676845272247,False,False,0.16938656991421533,0.8306134300857847,1.203929486062754,0.4,100,2.0,OBM_RR,8.5630556530249,11.85861736406766,88.0,0,0.9074343005217349,-0.001156355137773688,0.005043629961565253,0.9074343005217349,-0.001156355137773688,0.005043629961565253,0.0,0.0
baseline,0.0,929893138,100000,99000,0.9084848316243732,0.2,0.1,0.25,0.6,0.35,0.7969711608066093,0.9611676845272247,False,False,0.16938656991421533,0.8306134300857847,1.203929486062754,0.5,316,0.0,OBM,8.5630556530249,11.487195992650747,87.0,0,0.851380453540973,-0.06285672153853952,0.00735803628240514,0.851380453540973,-0.06285672153853952,0.00735803628240514,0.0,0.0
baseline,0.0,929893138,100000,99000,0.9084848316243732,0.2,0.1,0.25,0.6,0.35,0.7969711608066093,0.9611676845272247,False,False,0.16938656991421533,0.8306134300857847,1.203929486062754,0.5,316,2.0,OBM_RR,8.5630556530249,11.802083464867305,88.0,0,0.9022361434248681,-0.00687814257540482,0.01712993139799848,0.9022361434248681,-0.00687814257540482,0.01712993139799848,0.0,0.0
baseline,0.0,929893138,100000,99000,0.9084848316243732,0.2,0.1,0.25,0.6,0.35,0.7969711608066093,0.9611676845272247,False,False,0.16938656991421533,0.8306134300857847,1.203929486062754,0.6,999,0.0,OBM,8.5630556530249,11.680834766358682,88.0,0,0.8829274019145673,-0.02813192782108332,0.014245327305298074,0.8829274019145673,-0.02813192782108332,0.014245327305298074,0.0,0.0
