problem_seed,T,T_eff,eta,b_n,lam,estimator,sigma_true,l2_mean_x1e3,width_mean_x1e3,coverage_pct,diverged,sigma_mean_raw,rel_bias_raw,mse_raw,sigma_mean_used,rel_bias_used,mse_used,negative_rate,clamped_rate,scenario,eig_min,eig_max,noise_target,max_a_norm,max_rho,warn_unstable,warn_assumption,rr_alpha_1,rr_alpha_2
1102145673,100000,99000,,0,2.0,ORACLE,3.154660057345609,12.792866628671733,22.1277253789843,95.0,0,3.154660057345609,0.0,0.0,3.154660057345609,0.0,0.0,0.0,0.0,baseline,0.25,0.6,0.35,0.7767013668421681,0.9865087667766611,False,False,,
1102145673,100000,99000,0.4,100,0.0,OBM,3.154660057345609,12.792866628671733,17.77795643542144,92.0,0,2.0371483662598306,-0.3542415571794046,1.2557253232034689,2.0371483662598306,-0.3542415571794046,1.2557253232034689,0.0,0.0,baseline,0.25,0.6,0.35,0.7767013668421681,0.9865087667766611,False,False,0.2,0.1
1102145673,100000,99000,0.4,100,2.0,OBM_RR,3.154660057345609,12.792866628671733,21.899782734068577,95.0,0,3.092968838296388,-0.019555583780120293,0.04063619486064733,3.092968838296388,-0.019555583780120293,0.04063619486064733,0.0,0.0,baseline,0.25,0.6,0.35,0.7767013668421681,0.9865087667766611,False,False,0.2,0.1
1102145673,100000,99000,0.5,316,0.0,OBM,3.154660057345609,12.792866628671733,20.73506763113664,95.0,0,2.772805005847433,-0.12104475428629095,0.17622796106119332,2.772805005847433,-0.12104475428629095,0.17622796106119332,0.0,0.0,baseline,0.25,0.6,0.35,0.7767013668421681,0.9865087667766611,False,False,0.2,0.1
1102145673,100000,99000,0.5,316,2.0,OBM_RR,3.154660057345609,12.792866628671733,21.98062563514179,95.0,0,3.123679212404724,-0.009820660349360334,0.13544544060750816,3.123679212404724,-0.009820660349360334,0.13544544060750816,0.0,0.0,baseline,0.25,0.6,0.35,0.7767013668421681,0.9865087667766611,False,False,0.2,0.1
1102145673,100000,99000,0.6,999,0.0,OBM,3.154660057345609,12.792866628671733,21.531102127409344,95.0,0,2.998322627094169,-0.04955761553052574,0.16218528153650769,2.998322627094169,-0.04955761553052574,0.16218528153650769,0.0,0.0,baseline,0.25,0.6,0.35,0.7767013668421681,0.9865087667766611,False,False,0.2,0.1
1102145673,100000,99000,0.6,999,2.0,OBM_RR,3.154660057345609,12.792866628671733,21.583876575439454,95.0,0,3.0519139321966713,-0.032569634534692214,0.6215421259479891,3.0519139321966713,-0.032569634534692214,0.6215421259479891,0.0,0.0,baseline,0.25,0.6,0.35,0.7767013668421681,0.9865087667766611,False,False,0.2,0.1
1580016184,100000,99000,,0,2.0,ORACLE,2.9767465568954146,8.853769791028443,21.494701548635646,95.0,0,2.9767465568954146,0.0,0.0,2.9767465568954146,0.0,0.0,0.0,0.0,baseline,0.25,0.6,0.35,0.693869447479337,0.9799992470541787,False,False,,
1580016184,100000,99000,0.4,100,0.0,OBM,2.9767465568954146,8.853769791028443,17.088717129328987,89.0,0,1.8826104066259888,-0.36756107023452833,1.2056866813079399,1.8826104066259888,-0.36756107023452833,1.2056866813079399,0.0,0.0,baseline,0.25,0.6,0.35,0.693869447479337,0.9799992470541787,False,False,0.2,0.1
1580016184,100000,99000,0.4,100,2.0,OBM_RR,2.9767465568954146,8.853769791028443,21.334996110206866,95.0,0,2.9365958273334223,-0.013488124969519514,0.04719642325673422,2.9365958273334223,-0.013488124969519514,0.04719642325673422,0.0,0.0,baseline,0.25,0.6,0.35,0.693869447479337,0.9799992470541787,False,False,0.2,0.1
1580016184,100000,99000,0.5,316,0.0,OBM,2.9767465568954146,8.853769791028443,20.223993888810384,93.0,0,2.6389849436419706,-0.11346670158097405,0.1537083414752549,2.6389849436419706,-0.11346670158097405,0.1537083414752549,0.0,0.0,baseline,0.25,0.6,0.35,0.693869447479337,0.9799992470541787,False,False,0.2,0.1
1580016184,100000,99000,0.5,316,2.0,OBM_RR,2.9767465568954146,8.853769791028443,21.729334076094265,96.0,0,3.0563668768831964,0.026747429942716228,0.18100127153440082,3.0563668768831964,0.026747429942716228,0.18100127153440082,0.0,0.0,baseline,0.25,0.6,0.35,0.693869447479337,0.9799992470541787,False,False,0.2,0.1
1580016184,100000,99000,0.6,999,0.0,OBM,2.9767465568954146,8.853769791028443,21.302689610040378,95.0,0,2.9360810095744356,-0.01366107142268467,0.14602871889599744,2.9360810095744356,-0.01366107142268467,0.14602871889599744,0.0,0.0,baseline,0.25,0.6,0.35,0.693869447479337,0.9799992470541787,False,False,0.2,0.1
1580016184,100000,99000,0.6,999,2.0,OBM_RR,2.9767465568954146,8.853769791028443,21.6460170897769,92.0,0,3.063498679550786,0.029143267993177464,0.5501087699795557,3.063498679550786,0.029143267993177464,0.5501087699795557,0.0,0.0,baseline,0.25,0.6,0.35,0.693869447479337,0.9799992470541787,False,False,0.2,0.1
1405681632,100000,99000,,0,2.0,ORACLE,1.0944420187069794,8.631396255957698,13.03337432606157,95.0,0,1.0944420187069794,0.0,0.0,1.0944420187069794,0.0,0.0,0.0,0.0,baseline,0.25,0.6,0.35,0.6723387524196869,0.9608867344989493,False,False,,
1405681632,100000,99000,0.4,100,0.0,OBM,1.0944420187069794,8.631396255957698,10.837712808941879,87.0,0,0.7573193417765895,-0.3080315550463614,0.11537070094453739,0.7573193417765895,-0.3080315550463614,0.11537070094453739,0.0,0.0,baseline,0.25,0.6,0.35,0.6723387524196869,0.9608867344989493,False,False,0.2,0.1
1405681632,100000,99000,0.4,100,2.0,OBM_RR,1.0944420187069794,8.631396255957698,12.945017128875529,94.0,0,1.0815391465140456,-0.011789452499436973,0.008404870500058906,1.0815391465140456,-0.011789452499436973,0.008404870500058906,0.0,0.0,baseline,0.25,0.6,0.35,0.6723387524196869,0.9608867344989493,False,False,0.2,0.1
1405681632,100000,99000,0.5,316,0.0,OBM,1.0944420187069794,8.631396255957698,12.336502833817217,93.0,0,0.9821934840301239,-0.10256234022289348,0.019155426472540468,0.9821934840301239,-0.10256234022289348,0.019155426472540468,0.0,0.0,baseline,0.25,0.6,0.35,0.6723387524196869,0.9608867344989493,False,False,0.2,0.1
1405681632,100000,99000,0.5,316,2.0,OBM_RR,1.0944420187069794,8.631396255957698,12.978501130379492,94.0,0,1.090536016057811,-0.0035689443409556987,0.023373519416283933,1.090536016057811,-0.0035689443409556987,0.023373519416283933,0.0,0.0,baseline,0.25,0.6,0.35,0.6723387524196869,0.9608867344989493,False,False,0.2,0.1
1405681632,100000,99000,0.6,999,0.0,OBM,1.0944420187069794,8.631396255957698,12.761180935255188,93.0,0,1.0535220667357568,-0.037388871472211246,0.020309666109956836,1.0535220667357568,-0.037388871472211246,0.020309666109956836,0.0,0.0,baseline,0.25,0.6,0.35,0.6723387524196869,0.9608867344989493,False,False,0.2,0.1
1405681632,100000,99000,0.6,999,2.0,OBM_RR,1.0944420187069794,8.631396255957698,12.850503315271194,94.0,0,1.0814036059921077,-0.01191329690564682,0.07830311472604638,1.0814036059921077,-0.01191329690564682,0.07830311472604638,0.0,0.0,baseline,0.25,0.6,0.35,0.6723387524196869,0.9608867344989493,False,False,0.2,0.1
432652533,100000,99000,,0,2.0,ORACLE,1.9611068538101502,8.740237566065238,17.446612616598234,92.0,0,1.9611068538101502,0.0,0.0,1.9611068538101502,0.0,0.0,0.0,0.0,baseline,0.25,0.6,0.35,0.7171510190072995,0.9811557567616923,False,False,,
432652533,100000,99000,0.4,100,0.0,OBM,1.9611068538101502,8.740237566065238,13.908598076149294,87.0,0,1.2472585117013528,-0.3640027776772551,0.5140404174202708,1.2472585117013528,-0.3640027776772551,0.5140404174202708,0.0,0.0,baseline,0.25,0.6,0.35,0.7171510190072995,0.9811557567616923,False,False,0.2,0.1
432652533,100000,99000,0.4,100,2.0,OBM_RR,1.9611068538101502,8.740237566065238,17.15726120176017,92.0,0,1.9000470983629263,-0.03113535365428635,0.03009386656621991,1.9000470983629263,-0.03113535365428635,0.03009386656621991,0.0,0.0,baseline,0.25,0.6,0.35,0.7171510190072995,0.9811557567616923,False,False,0.2,0.1
432652533,100000,99000,0.5,316,0.0,OBM,1.9611068538101502,8.740237566065238,16.25580471781723,92.0,0,1.7059099264183095,-0.13012902733781664,0.08828870351855966,1.7059099264183095,-0.13012902733781664,0.08828870351855966,0.0,0.0,baseline,0.25,0.6,0.35,0.7171510190072995,0.9811557567616923,False,False,0.2,0.1
432652533,100000,99000,0.5,316,2.0,OBM_RR,1.9611068538101502,8.740237566065238,17.24438955210261,93.0,0,1.92763798969772,-0.01706631336655873,0.09248039098432714,1.92763798969772,-0.01706631336655873,0.09248039098432714,0.0,0.0,baseline,0.25,0.6,0.35,0.7171510190072995,0.9811557567616923,False,False,0.2,0.1
432652533,100000,99000,0.6,999,0.0,OBM,1.9611068538101502,8.740237566065238,16.950568134708824,93.0,0,1.8598238634495556,-0.05164582958027817,0.07579890657961359,1.8598238634495556,-0.05164582958027817,0.07579890657961359,0.0,0.0,baseline,0.25,0.6,0.35,0.7171510190072995,0.9811557567616923,False,False,0.2,0.1
432652533,100000,99000,0.6,999,2.0,OBM_RR,1.9611068538101502,8.740237566065238,16.925953563835474,91.0,0,1.869828500565395,-0.04654430382893946,0.19348862948429033,1.869828500565395,-0.04654430382893946,0.19348862948429033,0.0,0.0,baseline,0.25,0.6,0.35,0.7171510190072995,0.9811557567616923,False,False,0.2,0.1
942484272,100000,99000,,0,2.0,ORACLE,2.1211773083799685,8.376246448084135,18.144665890115952,97.0,0,2.1211773083799685,0.0,0.0,2.1211773083799685,0.0,0.0,0.0,0.0,baseline,0.25,0.6,0.35,0.6856096098338498,0.9800598439929239,False,False,,
942484272,100000,99000,0.4,100,0.0,OBM,2.1211773083799685,8.376246448084135,14.83703602179044,92.0,0,1.419052741998462,-0.33100701370304036,0.49713979929485874,1.419052741998462,-0.33100701370304036,0.49713979929485874,0.0,0.0,baseline,0.25,0.6,0.35,0.6856096098338498,0.9800598439929239,False,False,0.2,0.1
942484272,100000,99000,0.4,100,2.0,OBM_RR,2.1211773083799685,8.376246448084135,17.995234459537784,96.0,0,2.0882608265867564,-0.015518024666382958,0.01672754018922644,2.0882608265867564,-0.015518024666382958,0.01672754018922644,0.0,0.0,baseline,0.25,0.6,0.35,0.6856096098338498,0.9800598439929239,False,False,0.2,0.1
942484272,100000,99000,0.5,316,0.0,OBM,2.1211773083799685,8.376246448084135,17.104736516868044,96.0,0,1.8867500272305788,-0.11051753204376469,0.0681407318315574,1.8867500272305788,-0.11051753204376469,0.0681407318315574,0.0,0.0,baseline,0.25,0.6,0.35,0.6856096098338498,0.9800598439929239,False,False,0.2,0.1
942484272,100000,99000,0.5,316,2.0,OBM_RR,2.1211773083799685,8.376246448084135,18.015909114550855,97.0,0,2.097954832818559,-0.010947918153596227,0.057413598447719885,2.097954832818559,-0.010947918153596227,0.057413598447719885,0.0,0.0,baseline,0.25,0.6,0.35,0.6856096098338498,0.9800598439929239,False,False,0.2,0.1
942484272,100000,99000,0.6,999,0.0,OBM,2.1211773083799685,8.376246448084135,17.728620301954056,97.0,0,2.0308796498045205,-0.04256959482770071,0.055790332331124265,2.0308796498045205,-0.04256959482770071,0.055790332331124265,0.0,0.0,baseline,0.25,0.6,0.35,0.6856096098338498,0.9800598439929239,False,False,0.2,0.1
942484272,100000,99000,0.6,999,2.0,OBM_RR,2.1211773083799685,8.376246448084135,17.848537001349708,96.0,0,2.0809035405235248,-0.0189865164488312,0.2458802213532615,2.0809035405235248,-0.0189865164488312,0.2458802213532615,0.0,0.0,baseline,0.25,0.6,0.35,0.6856096098338498,0.9800598439929239,False,False,0.2,0.1
1662057958,100000,99000,,0,2.0,ORACLE,1.6217304504020316,11.295300452082193,15.865356125511292,93.0,0,1.6217304504020316,0.0,0.0,1.6217304504020316,0.0,0.0,0.0,0.0,baseline,0.25,0.6,0.35,0.6790765424225903,0.9828583565537448,False,False,,
1662057958,100000,99000,0.4,100,0.0,OBM,1.6217304504020316,11.295300452082193,12.467244558791917,85.0,0,1.0019815147435671,-0.3821528636308376,0.38629980269808295,1.0019815147435671,-0.3821528636308376,0.38629980269808295,0.0,0.0,baseline,0.25,0.6,0.35,0.6790765424225903,0.9828583565537448,False,False,0.2,0.1
1662057958,100000,99000,0.4,100,2.0,OBM_RR,1.6217304504020316,11.295300452082193,15.706448169655506,92.0,0,1.5914721990196226,-0.018658002860406243,0.014002078340134966,1.5914721990196226,-0.018658002860406243,0.014002078340134966,0.0,0.0,baseline,0.25,0.6,0.35,0.6790765424225903,0.9828583565537448,False,False,0.2,0.1
1662057958,100000,99000,0.5,316,0.0,OBM,1.6217304504020316,11.295300452082193,14.824783406393465,89.0,0,1.4176864669653415,-0.12581867929168314,0.05129779535422814,1.4176864669653415,-0.12581867929168314,0.05129779535422814,0.0,0.0,baseline,0.25,0.6,0.35,0.6790765424225903,0.9828583565537448,False,False,0.2,0.1
1662057958,100000,99000,0.5,316,2.0,OBM_RR,1.6217304504020316,11.295300452082193,15.765452021917532,92.0,0,1.6066461909730436,-0.009301335758509385,0.034555344265774064,1.6066461909730436,-0.009301335758509385,0.034555344265774064,0.0,0.0,baseline,0.25,0.6,0.35,0.6790765424225903,0.9828583565537448,False,False,0.2,0.1
1662057958,100000,99000,0.6,999,0.0,OBM,1.6217304504020316,11.295300452082193,15.486419053345584,92.0,0,1.5499869035797147,-0.04423888495435937,0.035474623117178465,1.5499869035797147,-0.04423888495435937,0.035474623117178465,0.0,0.0,baseline,0.25,0.6,0.35,0.6790765424225903,0.9828583565537448,False,False,0.2,0.1
1662057958,100000,99000,0.6,999,2.0,OBM_RR,1.6217304504020316,11.295300452082193,15.678494117619069,92.0,0,1.600485141669627,-0.013100394536673906,0.10587336354779835,1.600485141669627,-0.013100394536673906,0.10587336354779835,0.0,0.0,baseline,0.25,0.6,0.35,0.6790765424225903,0.9828583565537448,False,False,0.2,0.1
191664964,100000,99000,,0,2.0,ORACLE,3.6494337442282094,9.894201438033985,23.7997958121317,94.0,0,3.6494337442282094,0.0,0.0,3.6494337442282094,0.0,0.0,0.0,0.0,baseline,0.25,0.6,0.35,0.6170130688482545,0.9783108365748661,False,False,,
191664964,100000,99000,0.4,100,0.0,OBM,3.6494337442282094,9.894201438033985,19.704495437842557,90.0,0,2.5026327925882446,-0.31424079241161645,1.3259785372679278,2.5026327925882446,-0.31424079241161645,1.3259785372679278,0.0,0.0,baseline,0.25,0.6,0.35,0.6170130688482545,0.9783108365748661,False,False,0.2,0.1
191664964,100000,99000,0.4,100,2.0,OBM_RR,3.6494337442282094,9.894201438033985,23.69930297673394,93.0,0,3.622600903922388,-0.0073526037699024535,0.05738364810576103,3.622600903922388,-0.0073526037699024535,0.05738364810576103,0.0,0.0,baseline,0.25,0.6,0.35,0.6170130688482545,0.9783108365748661,False,False,0.2,0.1
191664964,100000,99000,0.5,316,0.0,OBM,3.6494337442282094,9.894201438033985,22.557358543567158,93.0,0,3.2820380938813583,-0.10067196066455752,0.18329748818693242,3.2820380938813583,-0.10067196066455752,0.18329748818693242,0.0,0.0,baseline,0.25,0.6,0.35,0.6170130688482545,0.9783108365748661,False,False,0.2,0.1
191664964,100000,99000,0.5,316,2.0,OBM_RR,3.6494337442282094,9.894201438033985,23.71282468669219,94.0,0,3.640424459388464,-0.0024686802038793266,0.24714884869505635,3.640424459388464,-0.0024686802038793266,0.24714884869505635,0.0,0.0,baseline,0.25,0.6,0.35,0.6170130688482545,0.9783108365748661,False,False,0.2,0.1
191664964,100000,99000,0.6,999,0.0,OBM,3.6494337442282094,9.894201438033985,23.294749920990103,94.0,0,3.509491121828499,-0.038346393497631734,0.2018708902114873,3.509491121828499,-0.038346393497631734,0.2018708902114873,0.0,0.0,baseline,0.25,0.6,0.35,0.6170130688482545,0.9783108365748661,False,False,0.2,0.1
