problem,iterate,estimator,b,lam,T,sigma_true,mean,var,mse,rel_bias,bias
1843824993,const_0.02,OBM,7,0.0,20000,1.7001381961701998,0.05179079917776302,2.8778044263271106e-05,2.7170777273623767,-0.96953730038274,-1.6483473969924367
1843824993,const_0.02,OBM_RR,7,2.0,20000,1.7001381961701998,0.15069616751405077,0.000258108203948877,2.4010269876486716,-0.9113624010956786,-1.549442028656149
1843824993,const_0.02,OBM_RR,7,3.0,20000,1.7001381961701998,0.1968485460324614,0.0004571311420191737,2.260333855812316,-0.8842161499130539,-1.5032896501377384
1843824993,const_0.02,OBM,19,0.0,20000,1.7001381961701998,0.13521300878666223,0.0002109065917190463,2.4492003426551747,-0.9204694011985328,-1.5649251873835375
1843824993,const_0.02,OBM_RR,19,2.0,20000,1.7001381961701998,0.374328965810486,0.001862174303495467,1.7596198751151548,-0.7798243891857058,-1.3258092303597138
1843824993,const_0.02,OBM_RR,19,3.0,20000,1.7001381961701998,0.4735619122400597,0.003242448849554749,1.507710212823763,-0.7214568125656934,-1.22657628393014
1843824993,const_0.02,OBM,52,0.0,20000,1.7001381961701998,0.3340899517195204,0.001533597340418502,1.8676111795249324,-0.8034924734518024,-1.3660482444506794
1843824993,const_0.02,OBM_RR,52,2.0,20000,1.7001381961701998,0.8173926839107266,0.012597091082732487,0.7917527498897541,-0.5192198576844997,-0.8827455122594732
1843824993,const_0.02,OBM_RR,52,3.0,20000,1.7001381961701998,0.9649396805673496,0.02090199232614267,0.5612795030552695,-0.43243456164856964,-0.7351985156028502
1843824993,const_0.02,OBM,141,0.0,20000,1.7001381961701998,0.7082007859098777,0.009964525565537853,0.9938379212690556,-0.5834451649252987,-0.9919374102603221
1843824993,const_0.02,OBM_RR,141,2.0,20000,1.7001381961701998,1.3566008469520154,0.06906420428508339,0.1866216865643728,-0.20206436746850961,-0.34353734921818435
1843824993,const_0.02,OBM_RR,141,3.0,20000,1.7001381961701998,1.4498977043643222,0.10018141920095039,0.16213384681219153,-0.14718832408423002,-0.2502404918058776
1843824993,const_0.02,OBM,380,0.0,20000,1.7001381961701998,1.1610014774980342,0.050637955292447495,0.3409687703444211,-0.31711346753260816,-0.5391367186721656
1843824993,const_0.02,OBM_RR,380,2.0,20000,1.7001381961701998,1.5841314573577232,0.24444894444788065,0.2562768482681343,-0.0682337112793525,-0.11600673881247658
1843824993,const_0.02,OBM_RR,380,3.0,20000,1.7001381961701998,1.5589356133050898,0.3236271461555429,0.3414078012556176,-0.08305359128051394,-0.14120258286511
1843824993,const_0.02,OBM,1024,0.0,20000,1.7001381961701998,1.4162957745370977,0.17089389477546374,0.2503211224621711,-0.16695255848759652,-0.28384242163310214
1843824993,const_0.02,OBM_RR,1024,2.0,20000,1.7001381961701998,1.4373108954303597,0.6573467341701389,0.7220426126231949,-0.1545917275030321,-0.26282730073984006
1843824993,const_0.02,OBM_RR,1024,3.0,20000,1.7001381961701998,1.33909697791259,0.723623862292738,0.8491504644917255,-0.21235992407611676,-0.3610412182576097
1843824993,const_0.02,OBM,2759,0.0,20000,1.7001381961701998,1.3874170826401677,0.41357880359157584,0.5086161064150951,-0.18393864347879504,-0.31272111353003207
1843824993,const_0.02,OBM_RR,2759,2.0,20000,1.7001381961701998,0.9178075977138181,1.056715521799041,1.661711916934834,-0.46015706265448963,-0.7823305984563816
1843824993,const_0.02,OBM_RR,2759,3.0,20000,1.7001381961701998,0.7334636532473303,0.8382711117401249,1.767142309596996,-0.5685858626671877,-0.9666745429228695
1843824993,RR_iterate,OBM,7,0.0,20000,1.7001381961701998,0.04797694743734297,2.8355463616494057e-05,2.729664958241705,-0.9717805602242112,-1.6521612487328567
1843824993,RR_iterate,OBM_RR,7,2.0,20000,1.7001381961701998,0.14219289270942473,0.0002545919585211493,2.4274464632542845,-0.9163639208684716,-1.557945303460775
1843824993,RR_iterate,OBM_RR,7,3.0,20000,1.7001381961701998,0.18730581601150698,0.00045131241886037866,2.289110114126017,-0.8898290642293435,-1.512832380158693
1843824993,RR_iterate,OBM,19,0.0,20000,1.7001381961701998,0.12793501782763272,0.00020812383910607054,2.472029570337315,-0.9247502243548057,-1.572203178342567
1843824993,RR_iterate,OBM_RR,19,2.0,20000,1.7001381961701998,0.36293580535296305,0.001843228786080952,1.7899411746015077,-0.7865257035160278,-1.3372023908172368
1843824993,RR_iterate,OBM_RR,19,3.0,20000,1.7001381961701998,0.46243509367967894,0.0032167983753666066,1.535104322967525,-0.7280014679269138,-1.2377031024905207
1843824993,RR_iterate,OBM,52,0.0,20000,1.7001381961701998,0.324303997752509,0.0015196859900339437,1.8944292962857503,-0.8092484490478189,-1.3758341984176907
1843824993,RR_iterate,OBM_RR,52,2.0,20000,1.7001381961701998,0.8084898695464492,0.012558868665051853,0.8075118812448862,-0.5244563816237491,-0.8916483266237506
1843824993,RR_iterate,OBM_RR,52,3.0,20000,1.7001381961701998,0.957418297378334,0.02086117782419537,0.5723549513667672,-0.4368585450670697,-0.7427198987918658
