T,b,estimator,lam,sigma_true,mean,bias,var,mse,mean_clamped,mse_clamped,n_traj_used
10000,6,OBM,0.0,5.53004328700711,0.8291360722499703,-4.700907214757139,0.0032508552733772605,22.10177624617383,0.8291360722499703,22.10177624617383,1000
10000,6,OBM_RR,2.0,5.53004328700711,2.1564438606438014,-3.3735994263633082,0.02786955948470714,11.409014779484064,2.1564438606438014,11.409014779484064,1000
10000,6,OBM_RR,3.0,5.53004328700711,2.6318410763398044,-2.8982022106673053,0.04719429913238832,8.446723158750116,2.6318410763398044,8.446723158750116,1000
10000,8,OBM,0.0,5.53004328700711,1.066340027370982,-4.4637032596361275,0.0057186098621943415,19.930359681338526,1.066340027370982,19.930359681338526,1000
10000,8,OBM_RR,2.0,5.53004328700711,2.660954009501259,-2.8690892775058505,0.047657435861715745,8.279283060724898,2.660954009501259,8.279283060724898,1000
10000,8,OBM_RR,3.0,5.53004328700711,3.1732844151013695,-2.35675887190574,0.0787527723876359,5.632986399921667,3.1732844151013695,5.632986399921667,1000
10000,10,OBM,0.0,5.53004328700711,1.2871113627914739,-4.242931924215636,0.008824826011070694,18.01128731471326,1.2871113627914739,18.01128731471326,1000
10000,10,OBM_RR,2.0,5.53004328700711,3.0876457417973855,-2.442397545209724,0.07128205414479775,6.036516540937138,3.0876457417973855,6.036516540937138,1000
10000,10,OBM_RR,3.0,5.53004328700711,3.6069117822209673,-1.9231315047861424,0.1149887578804492,3.8133085538235805,3.6069117822209673,3.8133085538235805,1000
10000,14,OBM,0.0,5.53004328700711,1.6845985435278412,-3.8454447434792685,0.01679036772675328,14.804218852511363,1.6845985435278412,14.804218852511363,1000
10000,14,OBM_RR,2.0,5.53004328700711,3.75596206651986,-1.7740812204872496,0.12700564329370295,3.2742428145359392,3.75596206651986,3.2742428145359392,1000
10000,14,OBM_RR,3.0,5.53004328700711,4.238697146206389,-1.2913461408007203,0.1969406976978359,1.8643186123610527,4.238697146206389,1.8643186123610527,1000
