T,b,estimator,lam,sigma_true,mean,bias,var,mse,mean_clamped,mse_clamped,n_traj_used
10000,13,OBM_RR,4.0,5.530043287007115,4.4166824091934815,-1.1133608778136335,0.23131405550249626,1.4705973571790623,4.4166824091934815,1.4705973571790623,800
10000,14,OBM,0.0,5.530043287007115,1.679043040385635,-3.85100024662148,0.016116769684069193,14.846299523200663,,,800
10000,14,OBM_RR,2.0,5.530043287007115,3.7418454662043406,-1.7881978208027745,0.12136435418138972,3.3188640950624544,3.7418454662043406,3.3188640950624544,800
10000,14,OBM_RR,3.0,5.530043287007115,4.2220504577578994,-1.3079928292492156,0.18853585828972477,1.8991454298342307,4.2220504577578994,1.8991454298342307,800
10000,14,OBM_RR,4.0,5.530043287007115,4.532742330816626,-0.9973009561904886,0.2577105656570284,1.2519976246684197,4.532742330816626,1.2519976246684197,800
10000,16,OBM,0.0,5.530043287007115,1.857398451176136,-3.672644835830979,0.020665867425989175,13.508960125247663,,,800
10000,16,OBM_RR,2.0,5.530043287007115,4.001520401269961,-1.5285228857371544,0.15117830670880406,2.4873715460476538,4.001520401269961,2.4873715460476538,800
10000,16,OBM_RR,3.0,5.530043287007115,4.450187016478737,-1.0798562705283778,0.2306172945380695,1.3964185879193542,4.450187016478737,1.3964185879193542,800
10000,16,OBM_RR,4.0,5.530043287007115,4.726516265653841,-0.8035270213532737,0.31167076496222695,0.9569368505508876,4.726516265653841,0.9569368505508876,800
10000,17,OBM,0.0,5.530043287007115,1.942112907360019,-3.587930379647096,0.02310901768157013,12.896324540604024,,,800
10000,17,OBM_RR,2.0,5.530043287007115,4.116512509476187,-1.4135307775309283,0.16666095573969414,2.164521888572209,4.116512509476187,2.164521888572209,800
10000,17,OBM_RR,3.0,5.530043287007115,4.547900963148137,-0.9821423238589784,0.2521818609416359,1.2164701779305722,4.547900963148137,1.2164701779305722,800
10000,17,OBM_RR,4.0,5.530043287007115,4.80740978812023,-0.7226334988868848,0.33901469631095593,0.8607901016540679,4.80740978812023,0.8607901016540679,800
10000,18,OBM,0.0,5.530043287007115,2.024010389980687,-3.506032897026428,0.025658797558013882,12.31789339909259,,,800
10000,18,OBM_RR,2.0,5.530043287007115,4.222668330846804,-1.3073749561603112,0.18245762977292418,1.8914588337308837,4.222668330846804,1.8914588337308837,800
10000,18,OBM_RR,3.0,5.530043287007115,4.636248097105543,-0.8937951899015717,0.274064791948736,1.0725920524499872,4.636248097105543,1.0725920524499872,800
10000,18,OBM_RR,4.0,5.530043287007115,4.879373444270951,-0.6506698427361641,0.3664439790703353,0.7893571683428016,4.879373444270951,0.7893571683428016,800
10000,20,OBM,0.0,5.530043287007115,2.179799172094117,-3.350244114912998,0.031062501970878918,11.255159303352592,,,800
10000,20,OBM_RR,2.0,5.530043287007115,4.411224714212966,-1.118818572794149,0.21483072667368514,1.4663171870944793,4.411224714212966,1.4663171870944793,800
10000,20,OBM_RR,3.0,5.530043287007115,4.788635576336223,-0.7414077106708916,0.3186184320643197,0.8679055524664918,4.788635576336223,0.8679055524664918,800
10000,20,OBM_RR,4.0,5.530043287007115,5.00074486436897,-0.5292984226381447,0.42117806912135314,0.7008084167421798,5.00074486436897,0.7008084167421798,800
10000,21,OBM,0.0,5.530043287007115,2.2539001163213146,-3.2761431706858004,0.03390758805474857,10.766979278400889,,,800
10000,21,OBM_RR,2.0,5.530043287007115,4.494862520946308,-1.0351807660608072,0.23133987420366237,1.3026499177831476,4.494862520946308,1.3026499177831476,800
10000,21,OBM_RR,3.0,5.530043287007115,4.854311985123233,-0.6757313018838822,0.341198681871566,0.7973849758649123,4.854311985123233,0.7973849758649123,800
10000,21,OBM_RR,4.0,5.530043287007115,5.051926364991371,-0.47811692201574374,0.4483690268969566,0.6764043567311446,5.051926364991371,0.6764043567311446,800
10000,23,OBM,0.0,5.530043287007115,2.3950035264529053,-3.1350397605542097,0.03986370729868121,9.868288177920354,,,800
10000,23,OBM_RR,2.0,5.530043287007115,4.643596014460266,-0.8864472725468486,0.2648816980003577,1.0503393628836044,4.643596014460266,1.0503393628836044,800
10000,23,OBM_RR,3.0,5.530043287007115,4.96803174497253,-0.5620115420345853,0.38668393365841697,0.7020575521214367,4.96803174497253,0.7020575521214367,800
10000,23,OBM_RR,4.0,5.530043287007115,5.1387133688850835,-0.39132991812203155,0.5023041132077887,0.6548153378836745,5.1387133688850835,0.6548153378836745,800
10000,25,OBM,0.0,5.530043287007115,2.5272470173365993,-3.0027962696705157,0.046150278559135297,9.062878027858101,,,800
10000,25,OBM_RR,2.0,5.530043287007115,4.770775570224288,-0.7592677167828272,0.29907252125151995,0.8751861463485635,4.770775570224288,0.8751861463485635,800
10000,25,OBM_RR,3.0,5.530043287007115,5.061914109399732,-0.46812917760738326,0.4322364243373157,0.6508410557342588,5.061914109399732,0.6508410557342588,800
10000,25,OBM_RR,4.0,5.530043287007115,5.208329308604236,-0.32171397840287863,0.5555043102913294,0.6583098138032727,5.208329308604236,0.6583098138032727,800
10000,27,OBM,0.0,5.530043287007115,2.6512980647128304,-2.8787452222942846,0.05273772637743645,8.339845859101635,,,800
10000,27,OBM_RR,2.0,5.530043287007115,4.879706324748351,-0.6503369622587636,0.3338878411030022,0.7564086457815794,4.879706324748351,0.7564086457815794,800
10000,27,OBM_RR,3.0,5.530043287007115,5.139648898104861,-0.3903943889022541,0.47750932853317896,0.6293202207588774,5.139648898104861,0.6293202207588774,800
10000,27,OBM_RR,4.0,5.530043287007115,5.264317297644012,-0.2657259893631032,0.6078318774122878,0.6776823889885222,5.264317297644012,0.6776823889885222,800
10000,29,OBM,0.0,5.530043287007115,2.7677661901627193,-2.7622770968443957,0.059598337765328684,7.689698599594226,,,800
10000,29,OBM_RR,2.0,5.530043287007115,4.973102232735028,-0.5569410542720874,0.3692324194637157,0.67895421687309,4.973102232735028,0.67895421687309,800
10000,29,OBM_RR,3.0,5.530043287007115,5.204169553963959,-0.3258737330431556,0.5223673336212872,0.6279080643417433,5.204169553963959,0.6279080643417433,800
10000,29,OBM_RR,4.0,5.530043287007115,5.309398676054584,-0.2206446109525313,0.6592612068690388,0.7071211747028464,5.309398676054584,0.7071211747028464,800
10000,32,OBM,0.0,5.530043287007115,2.929459426223049,-2.600583860784066,0.0703383365172275,6.8332868305671415,,,800
10000,32,OBM_RR,2.0,5.530043287007115,5.089014197845782,-0.4410290891613329,0.4229798746958967,0.6169578073390015,5.089014197845782,0.6169578073390015,800
10000,32,OBM_RR,3.0,5.530043287007115,5.280938141665322,-0.24910514534179296,0.5887825954825372,0.6500999906739396,5.280938141665322,0.6500999906739396,800
10000,32,OBM_RR,4.0,5.530043287007115,5.3610524634808,-0.16899082352631467,0.7349352793179326,0.7625745086548871,5.3610524634808,0.7625745086548871,800
10000,34,OBM,0.0,5.530043287007115,3.0293127084181033,-2.5007305785890117,0.07776323628821852,6.331319458932993,,,800
10000,34,OBM_RR,2.0,5.530043287007115,5.152858427442253,-0.3771848595648617,0.45904979255636663,0.6007443986006359,5.152858427442253,0.6007443986006359,800
10000,34,OBM_RR,3.0,5.530043287007115,5.321396369303616,-0.20864691770349886,0.6323737466408815,0.6751168157247514,5.321396369303616,0.6751168157247514,800
10000,34,OBM_RR,4.0,5.530043287007115,5.387057142807273,-0.1429861441998419,0.7846625997394763,0.8041268089229398,5.387057142807273,0.8041268089229398,800
10000,37,OBM,0.0,5.530043287007115,3.168296988309312,-2.361746298697803,0.08924085586839592,5.666974884211331,,,800
10000,37,OBM_RR,2.0,5.530043287007115,5.232203256687772,-0.29784003031934336,0.5130774847373203,0.6011448215420261,5.232203256687772,0.6011448215420261,800
10000,37,OBM_RR,3.0,5.530043287007115,5.369456156854492,-0.16058713015262338,0.6966409107312258,0.7215583359634671,5.369456156854492,0.7215583359634671,800
10000,37,OBM_RR,4.0,5.530043287007115,5.416262469018961,-0.11378081798815387,0.8591099561214272,0.8709821432183287,5.416262469018961,0.8709821432183287,800
10000,40,OBM,0.0,5.530043287007115,3.295511943153542,-2.234531343853573,0.10107056627245382,5.094074554728669,,,800
10000,40,OBM_RR,2.0,5.530043287007115,5.295504939446972,-0.23453834756014302,0.5666139997290152,0.6209139687055961,5.295504939446972,0.6209139687055961,800
10000,40,OBM_RR,3.0,5.530043287007115,5.405603470459099,-0.12443981654801561,0.7597262556303339,0.7742618657532999,5.405603470459099,0.7742618657532999,800
10000,40,OBM_RR,4.0,5.530043287007115,5.436362646764178,-0.09368064024293687,0.9334828234312876,0.9410920322583253,5.436362646764178,0.9410920322583253,800
10000,44,OBM,0.0,5.530043287007115,3.448878419322425,-2.08116486768469,0.11729949355760362,4.44840007567569,,,800
10000,44,OBM_RR,2.0,5.530043287007115,5.3605109652262275,-0.1695323217808875,0.6369671350486565,0.6649121342582643,5.3605109652262275,0.6649121342582643,800
10000,44,OBM_RR,3.0,5.530043287007115,5.439748828096972,-0.09029445891014287,0.8422824207619422,0.8493826570458651,5.439748828096972,0.8493826570458651,800
10000,44,OBM_RR,4.0,5.530043287007115,5.453292956404421,-0.0767503306026942,1.0317652575798155,1.0363661642554636,5.453292956404421,1.0363661642554636,800
10000,47,OBM,0.0,5.530043287007115,3.5530702250151585,-1.9769730619919565,0.12976632937434135,4.038026609304476,,,800
10000,47,OBM_RR,2.0,5.530043287007115,5.3977192682323745,-0.13232401877474054,0.6889355777491701,0.7055840542216817,5.3977192682323745,0.7055840542216817,800
10000,47,OBM_RR,3.0,5.530043287007115,5.457326939766112,-0.07271634724100284,0.9037529688351317,0.9079109447801619,5.457326939766112,0.9079109447801619,800
10000,47,OBM_RR,4.0,5.530043287007115,5.460814982055424,-0.0692283049516913,1.1051598817440094,1.1085709900983134,5.460814982055424,1.1085709900983134,800
10000,51,OBM,0.0,5.530043287007115,3.679304944552098,-1.850738342455017,0.1467511723740453,3.5718001456417223,,,800
10000,51,OBM_RR,2.0,5.530043287007115,5.435432020131458,-0.09461126687565713,0.7569837810493082,0.7649888431428132,5.435432020131458,0.7649888431428132,800
10000,51,OBM_RR,3.0,5.530043287007115,5.472626916114214,-0.05741637089290119,0.9859335097556231,0.9879977325149397,5.472626916114214,0.9879977325149397,800
10000,51,OBM_RR,4.0,5.530043287007115,5.466317951655535,-0.06372533535158009,1.2032569710285455,1.2058138181804312,5.466317951655535,1.2058138181804312,800
10000,55,OBM,0.0,5.530043287007115,3.792758271054654,-1.737285015952461,0.16411284490620576,3.1820669305030145,,,800
10000,55,OBM_RR,2.0,5.530043287007115,5.462565681546097,-0.06747760546101844,0.823578227571087,0.8271019820253759,5.462565681546097,0.8271019820253759,800
10000,55,OBM_RR,3.0,5.530043287007115,5.481149713709626,-0.04889357329748911,1.0680042021026497,1.0690597783598184,5.481149713709626,1.0690597783598184,800
10000,55,OBM_RR,4.0,5.530043287007115,5.467940964275161,-0.062102322731954374,1.3027678508136233,1.3049960894888102,5.467940964275161,1.3049960894888102,800
10000,60,OBM,0.0,5.530043287007115,3.9190234415888545,-1.6110198454182605,0.18625760776233014,2.7814097280841024,,,800
10000,60,OBM_RR,2.0,5.530043287007115,5.485455814458971,-0.04458747254814366,0.9051826857793952,0.9060392501304024,5.485455814458971,0.9060392501304024,800
10000,60,OBM_RR,3.0,5.530043287007115,5.485423490217945,-0.04461979678916972,1.1698797877692049,1.1704083643000003,5.485423490217945,1.1704083643000003,800
10000,60,OBM_RR,4.0,5.530043287007115,5.466655108994679,-0.06338817801243568,1.4297501006940143,1.4319809741798832,5.466655108994679,1.4319809741798832,800
10000,65,OBM,0.0,5.530043287007115,4.030443849244947,-1.4995994377621678,0.2087766644572302,2.4573141673632675,,,800
10000,65,OBM_RR,2.0,5.530043287007115,5.499219108533897,-0.03082417847321839,0.9855014423083057,0.9852196954839689,5.499219108533897,0.9852196954839689,800
10000,65,OBM_RR,3.0,5.530043287007115,5.48527803186289,-0.0447652551442248,1.2719297857101504,1.2723438015461401,5.48527803186289,1.2723438015461401,800
10000,65,OBM_RR,4.0,5.530043287007115,5.463038560324585,-0.06700472668252999,1.5571893228033553,1.5597324695476515,5.463038560324585,1.5597324695476515,800
10000,70,OBM,0.0,5.530043287007115,4.129178206923998,-1.4008650800831166,0.23152393728648993,2.1936575049611595,,,800
10000,70,OBM_RR,2.0,5.530043287007115,5.5063135622246735,-0.023729724782441508,1.0658215756946012,1.0650523985632332,5.5063135622246735,1.0650523985632332,800
10000,70,OBM_RR,3.0,5.530043287007115,5.482347481710142,-0.04769580529697315,1.3750807898818835,1.3756368287374583,5.482347481710142,1.3756368287374583,800
10000,70,OBM_RR,4.0,5.530043287007115,5.457825484150675,-0.0722178028564402,1.6849238898119732,1.6880331459991198,5.457825484150675,1.6880331459991198,800
10000,76,OBM,0.0,5.530043287007115,4.23342573372504,-1.2966175532820747,0.2589341691571169,1.9398275809248633,,,800
10000,76,OBM_RR,2.0,5.530043287007115,5.508301911371476,-0.021741375635638605,1.1638241182817302,1.162842025548408,5.508301911371476,1.162842025548408,800
10000,76,OBM_RR,3.0,5.530043287007115,5.476472581359773,-0.05357070564734201,1.502004124008583,1.5029964393571265,5.476472581359773,1.5029964393571265,800
10000,76,OBM_RR,4.0,5.530043287007115,5.4503772731659295,-0.07966601384118555,1.8399653906300342,1.8440121076530906,5.4503772731659295,1.8440121076530906,800
10000,82,OBM,0.0,5.530043287007115,4.324574848625247,-1.2054684383818683,0.2862950345287796,1.7390913216704391,,,800
10000,82,OBM_RR,2.0,5.530043287007115,5.505443503012157,-0.024599783994958102,1.2631597455717565,1.2621859452623905,5.505443503012157,1.2621859452623905,800
10000,82,OBM_RR,3.0,5.530043287007115,5.469429127303913,-0.06061415970320194,1.6311942437804265,1.6328293273322265,5.469429127303913,1.6328293273322265,800
10000,82,OBM_RR,4.0,5.530043287007115,5.442235529049089,-0.08780775795802587,1.9948251117953975,2.0000417827632684,5.442235529049089,2.0000417827632684,800
10000,88,OBM,0.0,5.530043287007115,4.404694692274326,-1.125348594732789,0.3135352876099503,1.5795528281675006,,,800
10000,88,OBM_RR,2.0,5.530043287007115,5.499683951993518,-0.03035933501359711,1.362742666952193,1.3619609278409703,5.499683951993518,1.3619609278409703,800
10000,88,OBM_RR,3.0,5.530043287007115,5.461699246051123,-0.06834404095599211,1.7604298237854994,1.7629001944399618,5.461699246051123,1.7629001944399618,800
10000,88,OBM_RR,4.0,5.530043287007115,5.432488462756778,-0.09755482425033701,2.1491894327348833,2.1560198896784786,5.432488462756778,2.1560198896784786,800
10000,95,OBM,0.0,5.530043287007115,4.486361832751721,-1.0436814542553936,0.345110918008592,1.4339505073177352,,,800
10000,95,OBM_RR,2.0,5.530043287007115,5.491079211458913,-0.03896407554820236,1.4798001565383252,1.4794686055259783,5.491079211458913,1.4794686055259783,800
10000,95,OBM_RR,3.0,5.530043287007115,5.452229984640152,-0.07781330236696338,1.9117402650888178,1.9154054997827092,5.452229984640152,1.9154054997827092,800
10000,95,OBM_RR,4.0,5.530043287007115,5.420358687630126,-0.1096845993769886,2.325971986835305,2.335095233192251,5.420358687630126,2.335095233192251,800
10000,103,OBM,0.0,5.530043287007115,4.566747914175198,-0.9632953728319169,0.38081004794373663,1.3082720107031884,,,800
10000,103,OBM_RR,2.0,5.530043287007115,5.48038059366791,-0.049662693339205255,1.6151672593495416,1.6156146833850584,5.48038059366791,1.6156146833850584,800
10000,103,OBM_RR,3.0,5.530043287007115,5.4414948024011185,-0.08854848460599651,2.085809385204396,2.091042957598909,5.4414948024011185,2.091042957598909,800
10000,103,OBM_RR,4.0,5.530043287007115,5.406300871995615,-0.12374241501149985,2.5240268100957937,2.5361839618560515,5.406300871995615,2.5361839618560515,800
10000,112,OBM,0.0,5.530043287007115,4.643665317599794,-0.886377969407321,0.42035709731943754,1.2054975555984349,,,800
10000,112,OBM_RR,2.0,5.530043287007115,5.467862986008103,-0.06218030099901206,1.771192883859966,1.7728452825874685,5.467862986008103,1.7728452825874685,800
10000,112,OBM_RR,3.0,5.530043287007115,5.4294035627774475,-0.1006397242296675,2.280375662661715,2.2876535471764115,5.4294035627774475,2.2876535471764115,800
10000,112,OBM_RR,4.0,5.530043287007115,5.389396014751083,-0.14064727225603235,2.7375047776035357,2.7538645518245937,5.389396014751083,2.7538645518245937,800
10000,121,OBM,0.0,5.530043287007115,4.708997366516887,-0.8210459204902278,0.4592851442366264,1.1328274413599764,,,800
10000,121,OBM_RR,2.0,5.530043287007115,5.4559781353006,-0.07406515170651495,1.9303153739727854,1.9333881264526287,5.4559781353006,1.9333881264526287,800
10000,121,OBM_RR,3.0,5.530043287007115,5.416019767850587,-0.11402351915652797,2.4721523387548303,2.4820635112522256,5.416019767850587,2.4820635112522256,800
10000,121,OBM_RR,4.0,5.530043287007115,5.372058768785888,-0.15798451822122672,2.9441668262572662,2.965445725722038,5.372058768785888,2.965445725722038,800
10000,130,OBM,0.0,5.530043287007115,4.764831478889422,-0.7652118081176926,0.49759332636103665,1.0825204459858337,,,800
10000,130,OBM_RR,2.0,5.530043287007115,5.44494828621993,-0.08509500078718535,2.088645317500611,2.093275670012707,5.44494828621993,2.093275670012707,800
10000,130,OBM_RR,3.0,5.530043287007115,5.402930922847747,-0.12711236415936789,2.659937237782501,2.6727698693574564,5.402930922847747,2.6727698693574564,800
10000,130,OBM_RR,4.0,5.530043287007115,5.351666253941465,-0.17837703306565,3.142167154948204,3.1700578119298224,5.351666253941465,3.1700578119298224,800
10000,141,OBM,0.0,5.530043287007115,4.822574701515794,-0.7074685854913207,0.5439462804560982,1.0437781470626186,,,800
10000,141,OBM_RR,2.0,5.530043287007115,5.432491483873773,-0.09755180313334222,2.280834214663703,2.2874995261899396,5.432491483873773,2.2874995261899396,800
10000,141,OBM_RR,3.0,5.530043287007115,5.386939627749834,-0.14310365925728075,2.8831751517188136,2.900049840071989,5.386939627749834,2.900049840071989,800
10000,141,OBM_RR,4.0,5.530043287007115,5.323435034766505,-0.20660825224060986,3.369990443757783,3.4084649255970056,5.323435034766505,3.4084649255970056,800
10000,152,OBM,0.0,5.530043287007115,4.870863822548258,-0.6591794644588571,0.5901800231487114,1.0239598644840406,,,800
10000,152,OBM_RR,2.0,5.530043287007115,5.421414954063157,-0.10862833294395813,2.4730461284836585,2.481754935541238,5.421414954063157,2.481754935541238,800
10000,152,OBM_RR,3.0,5.530043287007115,5.370695974454452,-0.1593473125526632,3.09664607728748,3.118166835708627,5.370695974454452,3.118166835708627,800
10000,152,OBM_RR,4.0,5.530043287007115,5.292176188768185,-0.23786709823893037,3.587355884260621,3.639452445829903,5.292176188768185,3.639452445829903,800
10000,165,OBM,0.0,5.530043287007115,4.918352566157968,-0.6116907208491469,0.644504383752643,1.0178642912459008,,,800
10000,165,OBM_RR,2.0,5.530043287007115,5.409715241805811,-0.1203280452013038,2.6979326947907434,2.7090391173842225,5.409715241805811,2.7090391173842225,800
10000,165,OBM_RR,3.0,5.530043287007115,5.350355486136404,-0.17968780087071057,3.341736078988199,3.3698466146712156,5.350355486136404,3.3698466146712156,800
10000,165,OBM_RR,4.0,5.530043287007115,5.2554404446509455,-0.2746028423561695,3.8295104258407258,3.9001302588385114,5.2554404446509455,3.9001302588385114,800
10000,178,OBM,0.0,5.530043287007115,4.957812434027159,-0.5722308529799562,0.6982512106065503,1.0248265456954604,,,800
10000,178,OBM_RR,2.0,5.530043287007115,5.396881687909825,-0.1331615990972903,2.9206841686643155,2.9347653249276324,5.396881687909825,2.9347653249276324,800
10000,178,OBM_RR,3.0,5.530043287007115,5.326176251621946,-0.20386703538516926,3.574609195476439,3.6117027020988304,5.326176251621946,3.6117027020988304,800
10000,178,OBM_RR,4.0,5.530043287007115,5.219160749529435,-0.3108825374776796,4.070099542020014,4.16165986970105,5.219160749529435,4.16165986970105,800
10000,192,OBM,0.0,5.530043287007115,4.993448641057298,-0.5365946459498172,0.7558594028144178,1.0428483926229095,,,800
10000,192,OBM_RR,2.0,5.530043287007115,5.383050647561511,-0.14699263944560403,3.1543046619953703,3.1719686172190613,5.383050647561511,3.1719686172190613,800
10000,192,OBM_RR,3.0,5.530043287007115,5.29644925287651,-0.2335940341306051,3.8106427140365864,3.860445583425451,5.29644925287651,3.860445583425451,800
10000,192,OBM_RR,4.0,5.530043287007115,5.1779040177927325,-0.35213926921438254,4.329437684242359,4.4480279520598955,5.1779040177927325,4.4480279520598955,800
10000,208,OBM,0.0,5.530043287007115,5.027471654884875,-0.5025716321222404,0.821777745220612,1.0733287684530988,,,800
10000,208,OBM_RR,2.0,5.530043287007115,5.367211445058988,-0.16283184194812694,3.415076921735446,3.4373222843354965,5.367211445058988,3.4373222843354965,800
10000,208,OBM_RR,3.0,5.530043287007115,5.2595746175109435,-0.27046866949617154,4.0659795231889895,4.134050349964033,5.2595746175109435,4.134050349964033,800
10000,208,OBM_RR,4.0,5.530043287007115,5.127174775075487,-0.4028685119316284,4.609124573400004,4.765666205589259,5.127174775075487,4.765666205589259,800
10000,225,OBM,0.0,5.530043287007115,5.057378005318409,-0.47266528168870625,0.8928215980759877,1.1151180395922566,,,800
10000,225,OBM_RR,2.0,5.530043287007115,5.349133239809948,-0.18091004719716697,3.6774045820675547,3.705536271516852,5.349133239809948,3.705536271516852,800
10000,225,OBM_RR,3.0,5.530043287007115,5.220836840385732,-0.3092064466213831,4.323336301789638,4.413540758044623,5.220836840385732,4.413540758044623,800
10000,225,OBM_RR,4.0,5.530043287007115,5.0712740680964465,-0.45876921891066846,4.9044451103577416,5.108783750189699,5.0712740680964465,5.108783750189699,800
10000,243,OBM,0.0,5.530043287007115,5.0838381279455085,-0.4462051590616065,0.96906548748825,1.1669531996020837,,,800
10000,243,OBM_RR,2.0,5.530043287007115,5.3288345147426455,-0.20120877226446954,3.944186209770912,3.979740947044874,5.3288345147426455,3.979740947044874,800
10000,243,OBM_RR,3.0,5.530043287007115,5.17939811139404,-0.3506451756130753,4.595002952891098,4.712211238380707,5.17939811139404,4.712211238380707,800
10000,243,OBM_RR,4.0,5.530043287007115,5.011944504792913,-0.518098782214202,5.226570196250735,5.48846333163726,5.011944504792913,5.48846333163726,800
10000,263,OBM,0.0,5.530043287007115,5.108261769751093,-0.4217815172560222,1.0537902295800183,1.2303726400918356,,,800
10000,263,OBM_RR,2.0,5.530043287007115,5.300430789467165,-0.22961249753995006,4.220899679513994,4.2683454539411345,5.300430789467165,4.2683454539411345,800
10000,263,OBM_RR,3.0,5.530043287007115,5.129780736207746,-0.40026255079936934,4.894150865572684,5.048243286563136,5.129780736207746,5.048243286563136,800
