problem,iterate,estimator,b,lam,T,sigma_true,mean,var,mse,rel_bias,bias
957106590,const_0.02,OBM,10,0.0,100000,6.676896802164429,0.1305558618090034,7.829775465895863e-05,42.85465784853271,-0.9804466257788077,-6.546340940355426
957106590,const_0.02,OBM_RR,10,2.0,100000,6.676896802164429,0.3821138017606231,0.0007033171571761352,39.624994932695614,-0.9427707491844484,-6.294783000403807
957106590,const_0.02,OBM_RR,10,3.0,100000,6.676896802164429,0.5011680498362894,0.001247435644611818,38.14087056310581,-0.9249399736605443,-6.17572875232814
957106590,const_0.02,OBM,31,0.0,100000,6.676896802164429,0.38952336557198763,0.0007493805693971828,39.53181261297651,-0.9416610175185399,-6.287373436592442
957106590,const_0.02,OBM_RR,31,2.0,100000,6.676896802164429,1.0873267773011435,0.006645325683621955,31.249925097882414,-0.8371508786913304,-5.589570024863286
957106590,const_0.02,OBM_RR,31,3.0,100000,6.676896802164429,1.3848786211857245,0.011655172425934428,28.017088289890243,-0.7925864870733373,-5.292018180978705
957106590,const_0.02,OBM,100,0.0,100000,6.676896802164429,1.1199545837110558,0.007576584350595083,30.887168250411392,-0.832264206427752,-5.556942218453374
957106590,const_0.02,OBM_RR,100,2.0,100000,6.676896802164429,2.7591164564624697,0.0635678633745467,15.41244356481636,-0.5867666465103886,-3.9177803457019595
957106590,const_0.02,OBM_RR,100,3.0,100000,6.676896802164429,3.293550196595726,0.10683169438306155,11.553652284407562,-0.5067244119262011,-3.383346605568703
957106590,const_0.02,OBM,316,0.0,100000,6.676896802164429,2.6565019875523705,0.0668114368688129,16.23025227935461,-0.6021352334379019,-4.020394814612059
957106590,const_0.02,OBM_RR,316,2.0,100000,6.676896802164429,5.140009451375687,0.4756115339430918,2.836683039889641,-0.23017988690352892,-1.5368873507887422
957106590,const_0.02,OBM_RR,316,3.0,100000,6.676896802164429,5.563501005402986,0.7034431785423875,1.9416864924313522,-0.16675348290548941,-1.1133957967614432
957106590,const_0.02,OBM,999,0.0,100000,6.676896802164429,4.677704665277585,0.4401947407451098,4.436083551453808,-0.299419355446496,-1.999192136886844
957106590,const_0.02,OBM_RR,999,2.0,100000,6.676896802164429,6.429309733969608,2.0929708825231006,2.150084297095361,-0.03708115843793812,-0.24758706819482157
957106590,const_0.02,OBM_RR,999,3.0,100000,6.676896802164429,6.450805541616983,2.809969563451793,2.855466882420822,-0.03386172757292801,-0.2260912605474461
957106590,const_0.02,OBM,3162,0.0,100000,6.676896802164429,5.888193031958166,1.7823615947733031,2.4008505087213305,-0.11812430138962032,-0.7887037702062631
957106590,const_0.02,OBM_RR,3162,2.0,100000,6.676896802164429,6.068192968940663,7.492359063967752,7.847894702421127,-0.09116567939562058,-0.6087038332237666
957106590,const_0.02,OBM_RR,3162,3.0,100000,6.676896802164429,5.877622765320522,8.84252724907167,9.463681180546281,-0.11970741206975205,-0.7992740368439071
957106590,const_0.02,OBM,10000,0.0,100000,6.676896802164429,5.854741192629142,5.525419169216434,6.190308177168341,-0.12313438920738926,-0.8221556095352875
957106590,const_0.02,OBM_RR,10000,2.0,100000,6.676896802164429,4.624130940480621,17.746227320504357,21.924582548757815,-0.30744310156454263,-2.0527658616838087
957106590,const_0.02,OBM_RR,10000,3.0,100000,6.676896802164429,3.9651152946948134,17.507448074484163,24.826192122589376,-0.4061439899131803,-2.711781507469616
957106590,RR_iterate,OBM,10,0.0,100000,6.676896802164429,0.11670002023676498,7.480754830344883e-05,43.03625647554728,-0.9825218175906306,-6.560196781927664
957106590,RR_iterate,OBM_RR,10,2.0,100000,6.676896802164429,0.3469515779918426,0.0006723704513247041,40.068877566735765,-0.948037001578432,-6.329945224172587
957106590,RR_iterate,OBM_RR,10,3.0,100000,6.676896802164429,0.458603863653993,0.0011933810223012126,38.668358063389014,-0.9313148192577533,-6.218292938510436
957106590,RR_iterate,OBM,31,0.0,100000,6.676896802164429,0.3557747233280264,0.0007168686751210593,39.95729977049082,-0.9467155575607076,-6.321122078836403
957106590,RR_iterate,OBM_RR,31,2.0,100000,6.676896802164429,1.0188515108349363,0.006382626212116132,32.019846379695544,-0.8474064313073316,-5.658045291329493
957106590,RR_iterate,OBM_RR,31,3.0,100000,6.676896802164429,1.3103346596154088,0.011226649071084486,28.811193425613276,-0.8037509492148147,-5.366562142549021
957106590,RR_iterate,OBM,100,0.0,100000,6.676896802164429,1.0574446065478447,0.007297865089422664,31.585526248179296,-0.8416263366231667,-5.619452195616585
957106590,RR_iterate,OBM_RR,100,2.0,100000,6.676896802164429,2.6780917215886437,0.061819147572076336,16.05213758171565,-0.5989017352012248,-3.9988050805757855
957106590,RR_iterate,OBM_RR,100,3.0,100000,6.676896802164429,3.2185748644268233,0.10435339275414197,12.064135311005822,-0.5179534805175561,-3.458321937737606
957106590,RR_iterate,OBM,316,0.0,100000,6.676896802164429,2.586172161290243,0.06522633652605866,16.799123971308248,-0.6126685437983868,-4.090724640874186
957106590,RR_iterate,OBM_RR,316,2.0,100000,6.676896802164429,5.0962787427049605,0.46720787642286277,2.9646269105594336,-0.23672944277753172,-1.5806180594594688
957106590,RR_iterate,OBM_RR,316,3.0,100000,6.676896802164429,5.530019012309442,0.6928033137644575,2.0067463719995895,-0.17176808685783607,-1.1468777898549876
957106590,RR_iterate,OBM,999,0.0,100000,6.676896802164429,4.6333756458526265,0.43366136233801517,4.608772755907267,-0.306058520426639,-2.0435211563118028
957106590,RR_iterate,OBM_RR,999,2.0,100000,6.676896802164429,6.417381501602255,2.0779546523713406,2.141146934292475,-0.03886765188254046,-0.25951530056217464
957106590,RR_iterate,OBM_RR,999,3.0,100000,6.676896802164429,6.440213734296096,2.7931332163652267,2.843565824548062,-0.035448064404950595,-0.23668306786833337
957106590,RR_iterate,OBM,3162,0.0,100000,6.676896802164429,5.866996140209736,1.7706287974507,2.4230266220904495,-0.12129896356824783,-0.8099006619546936
957106590,RR_iterate,OBM_RR,3162,2.0,100000,6.676896802164429,6.057199102769928,7.458533413312629,7.8276415851208405,-0.09281223265179347,-0.6196976993945009
