T,iterate,estimator,b,lam,sigma_true,mean_mean,bias_mean,rel_bias_median,var_mean,mse_mean,n_probs
50000,PR,OBM_RR,10000,3.0,4.78603910126729,1.1769946389687609,-3.6090444622985296,-0.7522887643801371,4.770248461899543,27.50964095463534,80
50000,PR,OBM_RR,10000,4.0,4.78603910126729,0.4182930068130922,-4.367746094454199,-0.9107272886655029,1.173472912296956,34.50858964687671,80
100000,PR,OBM,10,0.0,5.079293105023906,0.8126313680872868,-4.266661736936619,-0.7997727988732876,0.0007024201049628129,35.89013941433282,80
100000,PR,OBM,31,0.0,5.079293105023906,1.91798023768008,-3.1613128673438258,-0.5497450826780481,0.006030205945274834,21.770980475373968,80
100000,PR,OBM,100,0.0,5.079293105023906,3.464607241801219,-1.6146858632226873,-0.23825004496606547,0.04218592641678138,6.665460057233,80
100000,PR,OBM,316,0.0,5.079293105023906,4.5198661126409965,-0.5594269923829093,-0.07561304357955682,0.18908698452807315,1.0433219537590903,80
100000,PR,OBM,999,0.0,5.079293105023906,4.902390553705478,-0.17690255131842822,-0.024906259298083246,0.6407357731596576,0.7204340264447366,80
100000,PR,OBM,3162,0.0,5.079293105023906,4.935161279222144,-0.14413182580176193,-0.028448628598803427,2.0491455198566086,2.0891873885978987,80
100000,PR,OBM,10000,0.0,5.079293105023906,4.641967894961896,-0.43732521006201014,-0.09109228873787359,6.06702282928613,6.404371308461779,80
100000,PR,OBM,20000,0.0,5.079293105023906,4.129349111987326,-0.9499439930365797,-0.19087270322317512,10.385047304703429,12.06983265156145,80
100000,PR,OBM_RR,10,2.0,5.079293105023906,2.0146738510043445,-3.064619254019562,-0.5221879887269241,0.005937563462835077,21.036212303588787,80
100000,PR,OBM_RR,10,3.0,5.079293105023906,2.4097376013464826,-2.6695555036774232,-0.43675123857660314,0.009991346206004743,16.73333807646319,80
100000,PR,OBM_RR,10,4.0,5.079293105023906,2.723715469573542,-2.355577635450364,-0.37178083458904354,0.014715370632864896,13.552385699480334,80
100000,PR,OBM_RR,31,2.0,5.079293105023906,3.7587583762392915,-1.3205347287846143,-0.1634577544343072,0.042799668908959324,5.245651364415326,80
100000,PR,OBM_RR,31,3.0,5.079293105023906,4.101879028707752,-0.9774140763161542,-0.11202874730262524,0.06514371491881385,3.1217849925365364,80
100000,PR,OBM_RR,31,4.0,5.079293105023906,4.320287642393932,-0.7590054626299738,-0.08020846618557809,0.08811842073336336,2.015364604657302,80
100000,PR,OBM_RR,100,2.0,5.079293105023906,4.92606165576979,-0.15323144925411564,-0.0067412334007947074,0.22285932056931962,0.34320990053088696,80
100000,PR,OBM_RR,100,3.0,5.079293105023906,5.001461258033333,-0.07783184699057252,-0.0030465170583815855,0.2993736983913547,0.335321348465202,80
100000,PR,OBM_RR,100,4.0,5.079293105023906,5.033322529494792,-0.04597057552911384,-0.002637079308897952,0.37130640850744456,0.38615898117240083,80
100000,PR,OBM_RR,316,2.0,5.079293105023906,5.091521712264058,0.012228607240151578,0.0010059163265814341,0.7967321967604218,0.8026737350607644,80
100000,PR,OBM_RR,316,3.0,5.079293105023906,5.081504780135046,0.0022116751111400795,-0.00043914024918444166,1.0080655152841405,1.0133503615306692,80
100000,PR,OBM_RR,316,4.0,5.079293105023906,5.067465792176898,-0.011827312847008704,-0.002318249423890594,1.2184714314620384,1.2233390523004157,80
100000,PR,OBM_RR,999,2.0,5.079293105023906,5.002594517649605,-0.07669858737430058,-0.01605934299053708,2.5848271378645458,2.5987220167755956,80
100000,PR,OBM_RR,999,3.0,5.079293105023906,4.957913723456978,-0.1213793815669276,-0.027012938048847725,3.2473605607313374,3.2735916300238257,80
100000,PR,OBM_RR,999,4.0,5.079293105023906,4.912091036667459,-0.16720206835644735,-0.034931001055008445,3.8798662586064716,3.9264929078044424,80
100000,PR,OBM_RR,3162,2.0,5.079293105023906,4.699709016519741,-0.3795840885041652,-0.07948394541215545,7.9980820281258715,8.239588950946219,80
100000,PR,OBM_RR,3162,3.0,5.079293105023906,4.5335414745575795,-0.5457516304663259,-0.11510313384227322,9.674946012835315,10.196020473328392,80
100000,PR,OBM_RR,3162,4.0,5.079293105023906,4.368199826517681,-0.711093278506225,-0.14429252120420755,11.056288318662418,11.962867089947737,80
100000,PR,OBM_RR,10000,2.0,5.079293105023906,3.6579594292826996,-1.421333675741206,-0.28674176109994476,20.030750802685823,23.868945808386208,80
100000,PR,OBM_RR,10000,3.0,5.079293105023906,3.1338878548140827,-1.9454052502098231,-0.38406429251986063,19.417813317502006,26.573723183148964,80
100000,PR,OBM_RR,10000,4.0,5.079293105023906,2.621434436660715,-2.457858668363191,-0.4839878787321963,15.765907581883548,27.040246129025313,80
100000,PR,OBM_RR,20000,2.0,5.079293105023906,2.326486459060043,-2.752806645963863,-0.5421672405092535,16.20744308646945,30.30680315635949,80
100000,PR,OBM_RR,20000,3.0,5.079293105023906,1.2648413166681327,-3.814451788355773,-0.7539472476575046,5.975539520999183,32.82947455602458,80
100000,PR,OBM_RR,20000,4.0,5.079293105023906,0.45568506978717027,-4.623608035236736,-0.9108578607470758,1.6234698282341273,41.049317361116756,80
