problem_seed,T,T_eff,eta,b_n,lam,estimator,sigma_true,l2_mean_x1e3,width_mean_x1e3,coverage_pct,diverged,sigma_mean_raw,rel_bias_raw,mse_raw,sigma_mean_used,rel_bias_used,mse_used,negative_rate,clamped_rate,rr_alpha_1,rr_alpha_2,max_a_norm,max_rho,warn_unstable,warn_assumption
1634535063,20000,19000,0.8,2759,0.0,OBM,1.4231973693020514,26.54029772894482,30.849544515223943,94.0,0,1.2442966817850418,-0.12570335736690133,0.399331144566248,1.2442966817850418,-0.12570335736690133,0.399331144566248,0.0,0.0,0.2,0.1,0.6945541001652723,0.9748787957217653,False,False
1634535063,20000,19000,0.8,2759,2.0,OBM_RR,1.4231973693020514,26.54029772894482,21.985621583019597,65.0,0,0.863174663699427,-0.3934961641176055,1.2533390908616233,0.8910583032493038,-0.37390391349143187,1.1657224851219978,0.19,0.19,0.2,0.1,0.6945541001652723,0.9748787957217653,False,False
432652533,20000,19000,,0,2.0,ORACLE,1.9611068538101502,18.760340359074878,39.82464516481882,97.0,0,1.9611068538101502,0.0,0.0,1.9611068538101502,0.0,0.0,0.0,0.0,,,,,,
432652533,20000,19000,0.3,19,0.0,OBM,1.9611068538101502,18.760340359074878,17.37811400183904,65.0,0,0.3741012600169041,-0.8092397365854498,2.5196086644863676,0.3741012600169041,-0.8092397365854498,2.5196086644863676,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.3,19,2.0,OBM_RR,1.9611068538101502,18.760340359074878,28.10582254050148,88.0,0,0.9789085969403711,-0.5008387253155065,0.9731949973334103,0.9789085969403711,-0.5008387253155065,0.9731949973334103,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.4,52,0.0,OBM,1.9611068538101502,18.760340359074878,26.21951478943338,86.0,0,0.852025323896004,-0.5655385517415124,1.2368515211514368,0.852025323896004,-0.5655385517415124,1.2368515211514368,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.4,52,2.0,OBM_RR,1.9611068538101502,18.760340359074878,36.646850672209226,95.0,0,1.6671786659087606,-0.14987872146299885,0.13051742769251568,1.6671786659087606,-0.14987872146299885,0.13051742769251568,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.5,141,0.0,OBM,1.9611068538101502,18.760340359074878,33.725536295036456,93.0,0,1.4121294233374633,-0.2799324419299755,0.3339454819265957,1.4121294233374633,-0.2799324419299755,0.3339454819265957,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.5,141,2.0,OBM_RR,1.9611068538101502,18.760340359074878,38.5133160752738,96.0,0,1.855938186642303,-0.05362719882576487,0.174461197820673,1.855938186642303,-0.05362719882576487,0.174461197820673,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.6,380,0.0,OBM,1.9611068538101502,18.760340359074878,36.727168225015355,96.0,0,1.6847957318764564,-0.14089549551920683,0.1917258270868482,1.6847957318764564,-0.14089549551920683,0.1917258270868482,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.6,380,2.0,OBM_RR,1.9611068538101502,18.760340359074878,37.22956377654997,95.0,0,1.783707610437166,-0.09045873407067173,0.5146092421959746,1.783707610437166,-0.09045873407067173,0.5146092421959746,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.7,1024,0.0,OBM,1.9611068538101502,18.760340359074878,37.078502905025644,95.0,0,1.7449090163287027,-0.1102427626834336,0.3751456493624996,1.7449090163287027,-0.1102427626834336,0.3751456493624996,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.7,1024,2.0,OBM_RR,1.9611068538101502,18.760340359074878,35.56590048637738,90.0,0,1.7372445282386364,-0.11415100872070345,1.3974824465464228,1.7372445282386364,-0.11415100872070345,1.3974824465464228,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.8,2759,0.0,OBM,1.9611068538101502,18.760340359074878,36.10605891223277,91.0,0,1.7243783739685314,-0.12071166819986842,0.9425457394260642,1.7243783739685314,-0.12071166819986842,0.9425457394260642,0.0,0.0,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
432652533,20000,19000,0.8,2759,2.0,OBM_RR,1.9611068538101502,18.760340359074878,26.473266752958295,70.0,0,1.2937848639844314,-0.3402782405911272,3.3632042741209682,1.330175338790736,-0.32172215083212036,3.2034271279800213,0.14,0.14,0.2,0.1,0.7171510190072995,0.9811557567616923,False,False
184566854,20000,19000,,0,2.0,ORACLE,2.1112269925914977,22.04570270107187,41.32080284841406,99.0,0,2.1112269925914977,0.0,0.0,2.1112269925914977,0.0,0.0,0.0,0.0,,,,,,
184566854,20000,19000,0.3,19,0.0,OBM,2.1112269925914977,22.04570270107187,20.784399596458453,76.0,0,0.5347008572479197,-0.7467345486182976,2.4865867942142628,0.5347008572479197,-0.7467345486182976,2.4865867942142628,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.3,19,2.0,OBM_RR,2.1112269925914977,22.04570270107187,32.49111697591856,91.0,0,1.307100160016303,-0.3808812768105725,0.6557318638468747,1.307100160016303,-0.3808812768105725,0.6557318638468747,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.4,52,0.0,OBM,2.1112269925914977,22.04570270107187,30.122194829920275,88.0,0,1.1235519960362153,-0.4678203717653908,0.982695351274226,1.1235519960362153,-0.4678203717653908,0.982695351274226,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.4,52,2.0,OBM_RR,2.1112269925914977,22.04570270107187,39.62512579261969,98.0,0,1.9475286851933737,-0.07753704740066196,0.07301955327877904,1.9475286851933737,-0.07753704740066196,0.07301955327877904,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.5,141,0.0,OBM,2.1112269925914977,22.04570270107187,36.690666396145275,98.0,0,1.6696250680595914,-0.2091683774797929,0.22820991832714072,1.6696250680595914,-0.2091683774797929,0.22820991832714072,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.5,141,2.0,OBM_RR,2.1112269925914977,22.04570270107187,40.43770230886199,98.0,0,2.040900592703055,-0.03331067674637788,0.16177996585356225,2.040900592703055,-0.03331067674637788,0.16177996585356225,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.6,380,0.0,OBM,2.1112269925914977,22.04570270107187,39.09146133762738,98.0,0,1.9032943966309803,-0.09848898137915688,0.1486985105187534,1.9032943966309803,-0.09848898137915688,0.1486985105187534,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.6,380,2.0,OBM_RR,2.1112269925914977,22.04570270107187,38.81460822125168,97.0,0,1.917177124754997,-0.09191331321427813,0.4453791916949651,1.917177124754997,-0.09191331321427813,0.4453791916949651,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.7,1024,0.0,OBM,2.1112269925914977,22.04570270107187,38.76664938697172,97.0,0,1.893033157540243,-0.10334930152793527,0.30975370979798095,1.893033157540243,-0.10334930152793527,0.30975370979798095,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.7,1024,2.0,OBM_RR,2.1112269925914977,22.04570270107187,35.91414209701183,89.0,0,1.7441737471783134,-0.17385778350751013,1.1298613396560346,1.7441737471783134,-0.17385778350751013,1.1298613396560346,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.8,2759,0.0,OBM,2.1112269925914977,22.04570270107187,36.95283041564318,93.0,0,1.7700392329849788,-0.16160638377767061,0.7170721909729656,1.7700392329849788,-0.16160638377767061,0.7170721909729656,0.0,0.0,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
184566854,20000,19000,0.8,2759,2.0,OBM_RR,2.1112269925914977,22.04570270107187,24.60617440888844,67.0,0,1.0536331613340737,-0.5009380019148222,2.6878534004509924,1.105099435050729,-0.4765605787872971,2.4457756745436465,0.17,0.17,0.2,0.1,0.7491233564398936,0.9591915905840974,False,False
1803345591,20000,19000,,0,2.0,ORACLE,1.560769649441434,17.013053023822227,35.52799440891195,97.0,0,1.560769649441434,0.0,0.0,1.560769649441434,0.0,0.0,0.0,0.0,,,,,,
1803345591,20000,19000,0.3,19,0.0,OBM,1.560769649441434,17.013053023822227,18.346576511817034,62.0,0,0.41664257564029056,-0.7330531281221428,1.3097535875206778,0.41664257564029056,-0.7330531281221428,1.3097535875206778,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.3,19,2.0,OBM_RR,1.560769649441434,17.013053023822227,28.367782544448374,85.0,0,0.9965145392759348,-0.36152363058022946,0.32415357204550543,0.9965145392759348,-0.36152363058022946,0.32415357204550543,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.4,52,0.0,OBM,1.560769649441434,17.013053023822227,26.263391112522655,82.0,0,0.8542439100690767,-0.4526777795975259,0.5037299658122266,0.8542439100690767,-0.4526777795975259,0.5037299658122266,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.4,52,2.0,OBM_RR,1.560769649441434,17.013053023822227,34.002087339613084,97.0,0,1.4344432737779858,-0.0809385137061435,0.04342101450262612,1.4344432737779858,-0.0809385137061435,0.04342101450262612,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.5,141,0.0,OBM,1.560769649441434,17.013053023822227,31.587150497411454,92.0,0,1.2377452683159078,-0.20696480178297272,0.12404589926788134,1.2377452683159078,-0.20696480178297272,0.12404589926788134,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.5,141,2.0,OBM_RR,1.560769649441434,17.013053023822227,34.72931923208127,98.0,0,1.5079918041416758,-0.033815268844218184,0.10394170305779582,1.5079918041416758,-0.033815268844218184,0.10394170305779582,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.6,380,0.0,OBM,1.560769649441434,17.013053023822227,33.612923857471856,96.0,0,1.4088256126554577,-0.09735199351188938,0.09133082189279836,1.4088256126554577,-0.09735199351188938,0.09133082189279836,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.6,380,2.0,OBM_RR,1.560769649441434,17.013053023822227,34.68989370335743,94.0,0,1.5371435960885285,-0.015137437713092916,0.31066585375848804,1.5371435960885285,-0.015137437713092916,0.31066585375848804,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.7,1024,0.0,OBM,1.560769649441434,17.013053023822227,34.319678084449514,95.0,0,1.4916198918790766,-0.04430490917548572,0.22565056913645287,1.4916198918790766,-0.04430490917548572,0.22565056913645287,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.7,1024,2.0,OBM_RR,1.560769649441434,17.013053023822227,32.557975578665825,87.0,0,1.4637219557843295,-0.062179382903707676,0.9384664561174014,1.4637219557843295,-0.062179382903707676,0.9384664561174014,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.8,2759,0.0,OBM,1.560769649441434,17.013053023822227,33.01629284711111,89.0,0,1.4401636762042331,-0.0772733973141797,0.5862167274391468,1.4401636762042331,-0.0772733973141797,0.5862167274391468,0.0,0.0,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
1803345591,20000,19000,0.8,2759,2.0,OBM_RR,1.560769649441434,17.013053023822227,22.37997935770144,67.0,0,0.8857182203970224,-0.43251188878896896,1.790660061657544,0.95427918144162,-0.3885842271579691,1.5345558657879643,0.19,0.19,0.2,0.1,0.7700944482408887,0.9718405574716356,False,False
942484272,20000,19000,,0,2.0,ORACLE,2.1211773083799685,19.688886566944436,41.41806186609501,97.0,0,2.1211773083799685,0.0,0.0,2.1211773083799685,0.0,0.0,0.0,0.0,,,,,,
942484272,20000,19000,0.3,19,0.0,OBM,2.1211773083799685,19.688886566944436,18.750304014477337,66.0,0,0.43537347298027973,-0.7947491370663434,2.8430893540270152,0.43537347298027973,-0.7947491370663434,2.8430893540270152,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.3,19,2.0,OBM_RR,2.1211773083799685,19.688886566944436,30.259593062721688,85.0,0,1.1343026669924776,-0.4652485379174682,0.9836830571751233,1.1343026669924776,-0.4652485379174682,0.9836830571751233,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.4,52,0.0,OBM,2.1211773083799685,19.688886566944436,28.182549872915065,83.0,0,0.9840587549800417,-0.5360789731756991,1.3009163823349903,0.9840587549800417,-0.5360789731756991,1.3009163823349903,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.4,52,2.0,OBM_RR,2.1211773083799685,19.688886566944436,38.770257740798435,97.0,0,1.865526972465878,-0.1205228506377627,0.1182441068807436,1.865526972465878,-0.1205228506377627,0.1182441068807436,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.5,141,0.0,OBM,2.1211773083799685,19.688886566944436,35.68156946896706,93.0,0,1.5801962097232254,-0.255038132135174,0.33099259149415355,1.5801962097232254,-0.255038132135174,0.33099259149415355,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.5,141,2.0,OBM_RR,2.1211773083799685,19.688886566944436,40.34360718922273,96.0,0,2.0328388694639203,-0.04164594754387409,0.17344466260059796,2.0328388694639203,-0.04164594754387409,0.17344466260059796,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.6,380,0.0,OBM,2.1211773083799685,19.688886566944436,38.58338040883016,96.0,0,1.8553022653099753,-0.12534314883514056,0.1804430404638472,1.8553022653099753,-0.12534314883514056,0.1804430404638472,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.6,380,2.0,OBM_RR,2.1211773083799685,19.688886566944436,39.00592876139757,94.0,0,1.9314633793267755,-0.08943803438953696,0.4041724616120888,1.9314633793267755,-0.08943803438953696,0.4041724616120888,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.7,1024,0.0,OBM,2.1211773083799685,19.688886566944436,38.804219689180094,93.0,0,1.8965789550518657,-0.10588381859489057,0.313015548300592,1.8965789550518657,-0.10588381859489057,0.313015548300592,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.7,1024,2.0,OBM_RR,2.1211773083799685,19.688886566944436,37.60324139856676,90.0,0,1.9068361902518765,-0.10104818549647475,1.240321299226041,1.9068361902518765,-0.10104818549647475,1.240321299226041,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.8,2759,0.0,OBM,2.1211773083799685,19.688886566944436,37.979000831953456,91.0,0,1.8861961197921093,-0.110778664121824,0.8916696900856366,1.8861961197921093,-0.110778664121824,0.8916696900856366,0.0,0.0,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
942484272,20000,19000,0.8,2759,2.0,OBM_RR,2.1211773083799685,19.688886566944436,27.885027634024716,66.0,0,1.3860831241359222,-0.346550088641797,3.401613635893392,1.456184218826201,-0.31350188733710826,3.062185975228453,0.2,0.2,0.2,0.1,0.6856096098338498,0.9800598439929239,False,False
1540770720,20000,19000,,0,2.0,ORACLE,2.0848593466381438,18.26023115824378,41.06195915814535,94.0,0,2.0848593466381438,0.0,0.0,2.0848593466381438,0.0,0.0,0.0,0.0,,,,,,
1540770720,20000,19000,0.3,19,0.0,OBM,2.0848593466381438,18.26023115824378,18.335167533868752,61.0,0,0.4161680577251819,-0.8003855471611278,2.785333235202492,0.4161680577251819,-0.8003855471611278,2.785333235202492,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.3,19,2.0,OBM_RR,2.0848593466381438,18.26023115824378,29.202704820062106,85.0,0,1.0561334272121592,-0.49342701275499246,1.0652392112555253,1.0561334272121592,-0.49342701275499246,1.0652392112555253,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.4,52,0.0,OBM,2.0848593466381438,18.26023115824378,27.203907759085528,81.0,0,0.916613729172832,-0.5603474495049843,1.3704387544324967,0.916613729172832,-0.5603474495049843,1.3704387544324967,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.4,52,2.0,OBM_RR,2.0848593466381438,18.26023115824378,37.50241843477125,93.0,0,1.7449190951426576,-0.16305188743002885,0.15672603302098356,1.7449190951426576,-0.16305188743002885,0.15672603302098356,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.5,141,0.0,OBM,2.0848593466381438,18.26023115824378,34.65091032084261,90.0,0,1.4896353407895169,-0.2854983991166749,0.38422827646022234,1.4896353407895169,-0.2854983991166749,0.38422827646022234,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.5,141,2.0,OBM_RR,2.0848593466381438,18.26023115824378,40.00691563022493,94.0,0,1.997494377160179,-0.04190449088032805,0.1521333116134952,1.997494377160179,-0.04190449088032805,0.1521333116134952,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.6,380,0.0,OBM,2.0848593466381438,18.26023115824378,38.07417340991566,92.0,0,1.8061906664633114,-0.13366306011203508,0.17533392052902105,1.8061906664633114,-0.13366306011203508,0.17533392052902105,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.6,380,2.0,OBM_RR,2.0848593466381438,18.26023115824378,39.16044583652934,91.0,0,1.9464344261944984,-0.06639532813897348,0.38940746241575097,1.9464344261944984,-0.06639532813897348,0.38940746241575097,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.7,1024,0.0,OBM,2.0848593466381438,18.26023115824378,38.556608162276774,91.0,0,1.8723817811572427,-0.1019145803881318,0.2916157730923413,1.8723817811572427,-0.1019145803881318,0.2916157730923413,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.7,1024,2.0,OBM_RR,2.0848593466381438,18.26023115824378,35.310967411573884,84.0,0,1.7110513939336185,-0.17929648506374987,1.1402995235470887,1.7121009848813835,-0.17879305016803018,1.1358565924944564,0.02,0.02,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.8,2759,0.0,OBM,2.0848593466381438,18.26023115824378,35.936145238836914,88.0,0,1.6865165468374708,-0.19106459169200296,0.7867353384270919,1.6865165468374708,-0.19106459169200296,0.7867353384270919,0.0,0.0,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
1540770720,20000,19000,0.8,2759,2.0,OBM_RR,2.0848593466381438,18.26023115824378,25.781329239375808,61.0,0,1.2018402013318497,-0.42353895322970886,2.7315520667167097,1.2495764705143408,-0.40064231549754414,2.5094971290068226,0.2,0.2,0.2,0.1,0.8102771343106778,0.9821970848719925,False,False
202244314,20000,19000,,0,2.0,ORACLE,4.321050774280965,23.61738130747902,59.1147654749975,95.0,0,4.321050774280965,0.0,0.0,4.321050774280965,0.0,0.0,0.0,0.0,,,,,,
202244314,20000,19000,0.3,19,0.0,OBM,4.321050774280965,23.61738130747902,25.77758706984012,54.0,0,0.8229343065239041,-0.80955227107674,12.241107937258288,0.8229343065239041,-0.80955227107674,12.241107937258288,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.3,19,2.0,OBM_RR,4.321050774280965,23.61738130747902,41.82757263398442,83.0,0,2.16746839837947,-0.49839321229912126,4.674078904903483,2.16746839837947,-0.49839321229912126,4.674078904903483,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.4,52,0.0,OBM,4.321050774280965,23.61738130747902,39.039105108804854,76.0,0,1.8883357669209815,-0.5629915347997257,5.947274346190948,1.8883357669209815,-0.5629915347997257,5.947274346190948,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.4,52,2.0,OBM_RR,4.321050774280965,23.61738130747902,54.85893327821951,91.0,0,3.7344721317673075,-0.13574907427725516,0.5424582827754572,3.7344721317673075,-0.13574907427725516,0.5424582827754572,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.5,141,0.0,OBM,4.321050774280965,23.61738130747902,50.51301751976925,88.0,0,3.1664212407065495,-0.26721036013897553,1.478426769736749,3.1664212407065495,-0.26721036013897553,1.478426769736749,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.5,141,2.0,OBM_RR,4.321050774280965,23.61738130747902,58.649684789445004,93.0,0,4.293215704190318,-0.006441736407339345,0.69650009469674,4.293215704190318,-0.006441736407339345,0.69650009469674,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.6,380,0.0,OBM,4.321050774280965,23.61738130747902,55.75753527508774,92.0,0,3.874861326957317,-0.10325947799071986,0.6874058685956729,3.874861326957317,-0.10325947799071986,0.6874058685956729,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.6,380,2.0,OBM_RR,4.321050774280965,23.61738130747902,57.404384598240064,92.0,0,4.193485189966733,-0.029521889692550426,2.078975629140084,4.193485189966733,-0.029521889692550426,2.078975629140084,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.7,1024,0.0,OBM,4.321050774280965,23.61738130747902,56.41070260099589,92.0,0,4.017800739551941,-0.07017969715467784,1.5495330496662252,4.017800739551941,-0.07017969715467784,1.5495330496662252,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.7,1024,2.0,OBM_RR,4.321050774280965,23.61738130747902,52.004640849762055,84.0,0,3.6214484324734464,-0.16190560545401936,5.067812656410935,3.6214484324734464,-0.16190560545401936,5.067812656410935,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.8,2759,0.0,OBM,4.321050774280965,23.61738130747902,53.13664861905071,86.0,0,3.6633823286056515,-0.1522010455396122,3.284389631283961,3.6633823286056515,-0.1522010455396122,3.284389631283961,0.0,0.0,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
202244314,20000,19000,0.8,2759,2.0,OBM_RR,4.321050774280965,23.61738130747902,38.264408539127054,64.0,0,2.484806512035464,-0.4249531787904198,10.861752591722814,2.5542592978515253,-0.40888005457965,10.19195889643806,0.11,0.11,0.2,0.1,0.7861785897410013,0.9698795742731564,False,False
1130604998,20000,19000,,0,2.0,ORACLE,2.1629023445129523,19.523086267702354,41.82343913375115,97.0,0,2.1629023445129523,0.0,0.0,2.1629023445129523,0.0,0.0,0.0,0.0,,,,,,
1130604998,20000,19000,0.3,19,0.0,OBM,2.1629023445129523,19.523086267702354,19.616195035877222,67.0,0,0.4765479495241511,-0.7796719991852146,2.8452427631691006,0.4765479495241511,-0.7796719991852146,2.8452427631691006,0.0,0.0,0.2,0.1,0.8180013399446049,0.9648496803828693,False,False
