estimator,lam,eta,label,n_T,T_min,T_max,theory_abs_bias_rate,theory_bias_sq_rate,theory_var_rate,mean_abs_log_b_error,max_abs_log_b_error,abs_bias_kappa,abs_bias_rate,abs_bias_C,abs_bias_r2,bias_sq_kappa,bias_sq_rate,bias_sq_C,bias_sq_r2,var_kappa,var_rate,var_C,var_r2,mse_kappa,mse_rate,mse_C,mse_r2,bias_sq_plus_var_kappa,bias_sq_plus_var_rate,bias_sq_plus_var_C,bias_sq_plus_var_r2,abs_bias_rate_minus_theory,bias_sq_rate_minus_theory,var_rate_minus_theory
OBM_RR,2.0,0.175,OBM-LW(lambda=2),9,10000,1000000,0.35,0.7,0.825,0.04176448561861887,0.09918901370953807,0.06433620207353737,-0.06433620207353737,1.9161334637017893,0.9156384283379001,0.12867240414707473,-0.12867240414707473,3.6715674507178164,0.9156384283379003,-1.054059863478114,1.054059863478114,389.39444774857503,0.9917918480707771,0.12839174252756272,-0.12839174252756272,3.684877280588361,0.9148660535399955,0.12839139146530368,-0.12839139146530368,3.6848939594135963,0.9148650835150935,-0.41433620207353733,-0.8286724041470747,0.22905986347811402
OBM_RR,2.0,0.2,OBM-LW(lambda=2),9,10000,1000000,0.4,0.8,0.8,0.036812364709060026,0.05952331801932924,0.0705827138291932,-0.0705827138291932,1.633176480443215,0.8725179332411197,0.14116542765838644,-0.14116542765838644,2.6672654162728864,0.8725179332411197,-0.9837921421499314,0.9837921421499314,288.2629558573597,0.9911730915553087,0.14068829031006957,-0.14068829031006957,2.683807522943239,0.871023180908002,0.14068769371487214,-0.14068769371487214,2.6838282711367905,0.8710213029809286,-0.47058271382919326,-0.9411654276583865,0.18379214214993134
OBM_RR,2.0,0.225,OBM-LW(lambda=2),9,10000,1000000,0.45,0.9,0.775,0.020595227395433426,0.03831614414207903,0.08074484390329702,-0.08074484390329702,1.2813497986099618,0.9231311313647401,0.1614896878065941,-0.1614896878065941,1.6418573063977886,0.9231311313647402,-0.9178870322984084,0.9178870322984084,234.39043064871404,0.9959229849050472,0.16043939513923955,-0.16043939513923955,1.664296299945788,0.9206034452938862,0.16043808356212644,-0.16043808356212644,1.6643245135242315,0.9206002517146752,-0.530744843903297,-1.061489687806594,0.14288703229840838
OBM_RR,2.0,0.25,OBM-LW(lambda=2),9,10000,1000000,0.5,1.0,0.75,0.010589789642729443,0.02249430632960012,0.09581636150137655,-0.09581636150137655,0.9045360208558353,0.8543064037190209,0.19163272300275308,-0.19163272300275308,0.8181854130257088,0.8543064037190209,-0.8713858878839867,0.8713858878839867,238.13383569696478,0.9949345099736828,0.18929432029910503,-0.18929432029910503,0.8434252600857999,0.8483438763447813,0.18929140742851286,-0.18929140742851286,0.8434571848773903,0.8483363341338196,-0.5958163615013765,-1.191632723002753,0.12138588788398674
OBM_RR,2.0,0.275,OBM-LW(lambda=2),9,10000,1000000,0.55,1.1,0.725,0.012776727474051924,0.032105755168086385,0.10915888419129925,-0.10915888419129925,0.6247167875970204,0.8368762991753278,0.2183177683825985,-0.2183177683825985,0.39027106470554074,0.8368762991753278,-0.8202034086305752,0.8202034086305752,219.4936173441599,0.9952803524316819,0.21263600768395707,-0.21263600768395707,0.42020761417636004,0.8228753779538378,0.21262897927264754,-0.21262897927264754,0.42024604502109736,0.8228575287140146,-0.6591588841912993,-1.3183177683825986,0.09520340863057519
OBM_RR,2.0,0.3,OBM-LW(lambda=2),9,10000,1000000,0.6,1.2,0.7,0.01033237107902495,0.02660728659439795,0.12029115307325393,-0.12029115307325393,0.415500969642899,0.7228928265538886,0.24058230614650794,-0.24058230614650794,0.17264105577418912,0.7228928265538886,-0.7682689200663995,0.7682689200663995,194.96280022999576,0.9956912982498649,0.22679945505599072,-0.22679945505599072,0.2068699238593422,0.6887843726155038,0.22678266349492332,-0.22678266349492332,0.20691554820756186,0.6887409814123006,-0.7202911530732539,-1.440582306146508,0.06826892006639951
OBM_RR,2.0,0.325,OBM-LW(lambda=2),9,10000,1000000,0.65,1.3,0.675,0.01439740107467672,0.025691343491984212,0.13567347617056813,-0.13567347617056813,0.2395219823942423,0.6267555052690428,0.2713469523411362,-0.2713469523411362,0.05737078005006772,0.6267555052690426,-0.7248597840971392,0.7248597840971392,187.67480993036347,0.9958541778468339,0.23123532335811295,-0.23123532335811295,0.09758505951917001,0.5400144528339518,0.2311887819237471,-0.2311887819237471,0.09764534474910917,0.5399047782442601,-0.7856734761705682,-1.5713469523411363,0.049859784097139204
OBM_RR,2.0,0.35,OBM-LW(lambda=2),9,10000,1000000,0.7,1.4,0.65,0.013674401862049138,0.024383709074176592,0.14773789125812825,-0.14773789125812825,0.13084177813084516,0.5161246058840461,0.2954757825162565,-0.2954757825162565,0.01711957090444131,0.5161246058840461,-0.6831566353227079,0.6831566353227079,175.68258335792933,0.9965472742577937,0.17662434603281787,-0.17662434603281787,0.0844863322328516,0.28980293659115186,0.176505284168239,-0.176505284168239,0.08462240096442514,0.2895417961951193,-0.8477378912581282,-1.6954757825162563,0.03315663532270785
OBM_RR,2.0,0.375,OBM-LW(lambda=2),9,10000,1000000,0.75,1.5,0.625,0.024712384347988694,0.0341192983723828,0.1750151843056068,-0.1750151843056068,0.04976140060760892,0.4381113725954153,0.3500303686112136,-0.3500303686112136,0.002476196990430941,0.4381113725954151,-0.6535605136347366,0.6535605136347366,186.97935253965056,0.9970269887440295,-0.01088260254496744,0.01088260254496744,0.3530790812467408,0.001322123763598193,-0.011111045093810216,0.011111045093810216,0.3542186024661385,0.0013787217225232906,-0.9250151843056068,-1.8500303686112136,0.02856051363473655
OBM_RR,2.0,0.4,OBM-LW(lambda=2),9,10000,1000000,0.8,1.6,0.6,0.027066823487759743,0.03831618413698343,0.19896650214762268,-0.19896650214762268,0.015524873335779761,0.2992048143714723,0.39793300429524536,-0.39793300429524536,0.0002410216920920054,0.2992048143714724,-0.6180579603571316,0.6180579603571316,177.9503660368847,0.9979253558934829,-0.324546864973429,0.324546864973429,8.886039945672112,0.7118226345281651,-0.3247425706353204,0.3247425706353204,8.91458230814442,0.712304252922322,-0.9989665021476227,-1.9979330042952455,0.018057960357131586
