estimator,lam,T,b,bias,var,mse_selected,eta,target_b,eta_actual,log_b_error,abs_bias,bias_sq,bias_sq_plus_var
OBM,0.0,20000,32,-2.792152339778481,0.0320745106978061,7.828149106089879,0.35,32.01551545899593,0.34995105354701095,0.0004847405879181659,2.792152339778481,7.796114688530446,7.828189199228253
OBM,0.0,20000,42,-2.34688830506224,0.0504965626108074,5.558318158345457,0.375,41.00966752495598,0.377409432632266,0.023861786082320192,2.34688830506224,5.507884716437915,5.558381279048723
OBM,0.0,20000,54,-1.945194992850415,0.0747590956006745,3.858449206941502,0.4,52.53055608807536,0.4027857888853264,0.02758902554982295,1.945194992850415,3.7837835602103262,3.8585426558110005
OBM,0.0,20000,69,-1.5806221626664572,0.1067281084292474,2.604961119406099,0.425,67.28801986124834,0.4275369138534406,0.025124294769405104,1.5806221626664572,2.4983664211123884,2.6050945295416357
OBM,0.0,20000,89,-1.2461674077261815,0.1497411442538007,1.7024871759024751,0.45,86.19131328547948,0.4532379473312581,0.0320669710908821,1.2461674077261815,1.552933208078991,1.7026743523327919
OBM,0.0,20000,114,-0.9738795527418452,0.201060812158522,1.1492508693919816,0.475,110.40512859784792,0.4782354118455604,0.032041860939834806,0.9738795527418452,0.9484413832486566,1.1495021954071785
OBM,0.0,20000,147,-0.7492110105147134,0.2669162538531774,0.8278997468123389,0.5,141.4213562373095,0.5039065844537528,0.038688810510672314,0.7492110105147134,0.561317138276478,0.8282333921296554
OBM,0.0,20000,188,-0.5810423145109027,0.3464967737066607,0.6836738239917143,0.525,181.15100497595773,0.5287472655518185,0.0371109977484818,0.5810423145109027,0.3376101712521868,0.6841069449588475
OBM,0.0,20000,223,-0.4872280076576247,0.4122806273018623,0.6491564079637528,0.55,232.04194526839143,0.5459866277183766,0.03974638243475211,0.4872280076576247,0.2373911314460184,0.6496717587478807
OBM,0.0,20000,286,-0.379216524270741,0.5251407340841863,0.6682894804465633,0.575,297.22973036271696,0.5711111142227308,0.03851353188842065,0.379216524270741,0.1438051722799815,0.6689459063641677
OBM,0.0,20000,368,-0.298336943579752,0.6730221836990594,0.7611858378739433,0.6,380.7307877431756,0.5965658972990746,0.03400959335274568,0.298336943579752,0.08900493190450812,0.7620271156035675
OBM,0.0,20000,472,-0.2398531912023642,0.8650692599382015,0.921517476693236,0.625,487.6898840457368,0.6216980586812421,0.03270073474952464,0.2398531912023642,0.05752955332995788,0.9225988132681594
OBM,0.0,20000,607,-0.2024099323325456,1.126548784321954,1.1661103790484173,0.65,624.6971105498872,0.6470981820357188,0.028738118088985083,0.2024099323325456,0.04096978070686568,1.1675185650288196
OBM,0.0,20000,780,-0.1975112935926741,1.462245574116711,1.4994284782457166,0.675,800.1939197344099,0.6724190730141623,0.025560178278249395,0.1975112935926741,0.03901071109665151,1.5012562852133626
OBM,0.0,20000,1002,-0.2244739082033602,1.879046831401812,1.9270865583266503,0.7,1024.993230105207,0.6977090893475533,0.022688005130478982,0.2244739082033602,0.05038853546409058,1.9294353668659026
OBM,0.0,20000,1287,-0.2832090698770626,2.44185133024821,2.5190063933460305,0.725,1312.9456446135114,0.7229846222972781,0.019959267992566036,0.2832090698770626,0.08020737726063094,2.5220587075088408
OBM,0.0,20000,1653,-0.3698370220105396,3.129897466919532,3.262764517935507,0.75,1681.792830507429,0.7482563146074083,0.01726856658107176,0.3698370220105396,0.13677942284962435,3.2666768897691565
OBM,0.0,30000,5,-4.94989418513074,0.0005820144739657,24.502033730946987,0.15,4.694271328870265,0.15612040964921,0.06309501333745664,4.94989418513074,24.50145244399111,24.502034458465076
OBM,0.0,30000,6,-4.844579994829868,0.0008352768927358,23.47078955910238,0.175,6.074299753156561,0.17380615938497024,0.012307246384696045,4.844579994829868,23.46995532630576,23.4707906031985
OBM,0.0,30000,8,-4.643263130748848,0.0014730349383466,21.561363695016272,0.2,7.860030855966229,0.2017122020181897,0.01765100955097741,4.643263130748848,21.559892501371596,21.561365536309943
OBM,0.0,30000,10,-4.453645323945069,0.0022793684627358,19.83723319074993,0.225,10.170733675867188,0.22335781032193994,0.016929255650920155,4.453645323945069,19.83495667149778,19.837236039960516
OBM,0.0,30000,13,-4.18940995998779,0.0037862013784735,17.554937281471652,0.25,13.160740129524925,0.24880794799393632,0.012288807699536324,4.18940995998779,17.551155812844897,17.55494201422337
OBM,0.0,30000,17,-3.8710314785758495,0.0063054854269863,14.99118231169533,0.275,17.029752845447483,0.2748303767920441,0.0017486376209645733,3.8710314785758495,14.984884708125128,14.991190193552114
OBM,0.0,30000,22,-3.520580131159129,0.0101747270083229,12.404646468511991,0.3,22.036183309053403,0.29984059051495643,0.0016433448349718553,3.520580131159129,12.39448445991243,12.404659186920753
OBM,0.0,30000,29,-3.104046153447236,0.0167016545239238,9.651783300186352,0.325,28.514411174206582,0.3266380146298997,0.016886215277078766,3.104046153447236,9.635102522730582,9.651804177254506
OBM,0.0,30000,37,-2.7129947894705944,0.0254177878311895,7.385726743290997,0.35,36.89711749119786,0.350270103230695,0.00278448141872228,2.7129947894705944,7.360340727694594,7.385758515525784
OBM,0.0,30000,49,-2.254507170848828,0.0402955718512166,5.12304778579519,0.375,47.74418348819862,0.37751849544989513,0.02596305036901687,2.254507170848828,5.082802583408785,5.123098155260002
OBM,0.0,30000,63,-1.8581421582140052,0.0594061317250219,3.5120241541925656,0.4,61.78008505674121,0.40189676514942824,0.019553662133815528,1.8581421582140052,3.4526922801322013,3.5120984118572234
OBM,0.0,30000,82,-1.4774488649034572,0.0872652489751,2.270011315818395,0.425,79.94228052013091,0.4274652714322233,0.025414366490428865,1.4774488649034572,2.182855148404514,2.270120397379614
OBM,0.0,30000,107,-1.145760057594618,0.1263913630521188,1.4389994834275257,0.45,103.44382350541889,0.4532787168866349,0.03380013717197439,1.145760057594618,1.3127661095792225,1.4391574726313412
OBM,0.0,30000,138,-0.8853033165655484,0.1759374743294547,0.9594795148085024,0.475,133.85438283469583,0.4779587070922935,0.03050117135116586,0.8853033165655484,0.7837619623219596,0.9596994366514143
OBM,0.0,30000,180,-0.6716077995623682,0.2400338415921995,0.6907908357232151,0.5,173.20508075688772,0.5037327284191505,0.03848052056806427,0.6716077995623682,0.4510570364330061,0.6910908780252056
OBM,0.0,30000,234,-0.5146330881216112,0.3199407459462932,0.5843880354034461,0.525,224.12415166897196,0.529182866091147,0.043120968519447564,0.5146330881216112,0.26484721538958605,0.5847879613358793
OBM,0.0,30000,278,-0.4366589300719621,0.3819344942177452,0.5721280973115639,0.55,290.0124819770266,0.545896493944994,0.042302849663724225,0.4366589300719621,0.19067102121159069,0.5726055154293359
OBM,0.0,30000,361,-0.352522476957656,0.4966355281582378,0.6202868305084006,0.575,375.27075541015427,0.5712392085002391,0.03876982153758678,0.352522476957656,0.12427209676036109,0.6209076249185989
OBM,0.0,30000,469,-0.3020633682569791,0.6392892936219756,0.7297324604476988,0.6,485.59337483020374,0.5966273171402726,0.03476882794029588,0.3020633682569791,0.09124227844275137,0.730531572064727
OBM,0.0,30000,608,-0.2709163082719357,0.8214685370087129,0.8938373474251466,0.625,628.3487915845369,0.6218066076137692,0.03292053093651589,0.2709163082719357,0.07339564608769449,0.8948641830964074
OBM,0.0,30000,789,-0.2537288505648005,1.046808225795261,1.1098780451219514,0.65,813.0716446117171,0.6470847757709037,0.030052908572916048,0.2537288505648005,0.06437832960893486,1.1111865554041958
OBM,0.0,30000,1025,-0.2609817593905239,1.3226939237635988,1.389152035093468,0.675,1052.099579287026,0.6724686900579134,0.02609515436238934,0.2609817593905239,0.06811147873457332,1.3908054024981722
OBM,0.0,30000,1330,-0.2845491486073452,1.6947504419168715,1.7736002218376403,0.7,1361.3972791592591,0.697736662297007,0.02333264123520476,0.2845491486073452,0.08096821797316503,1.7757186598900365
OBM,0.0,30000,1726,-0.3401221875305156,2.189087246038543,2.3020339894315383,0.725,1761.6227476853735,0.7230183430852556,0.02042880732373851,0.3401221875305156,0.11568310245054322,2.3047703484890865
OBM,0.0,30000,2240,-0.4286560013586298,2.809601908150206,2.9898358732657875,0.75,2279.5070569547775,0.748304061410537,0.017483350634133744,0.4286560013586298,0.18374596750076963,2.9933478756509757
OBM,0.0,50000,5,-5.022560445579304,0.0002910208208898,25.226404086542637,0.15,5.068103794729894,0.14874962038298556,0.013528830227442057,5.022560445579304,25.226113429497772,25.22640445031866
OBM,0.0,50000,7,-4.838753932942444,0.0005673914851436,23.414106305811757,0.175,6.6423193338963555,0.17984750684393275,0.052448949283514026,4.838753932942444,23.413539623565967,23.414107015051112
OBM,0.0,50000,9,-4.6645069212716574,0.0009318309542492,21.75855548475675,0.2,8.705505632961243,0.20307482460172946,0.033268920454162604,4.6645069212716574,21.757624818591196,21.758556649545447
OBM,0.0,50000,11,-4.4992227287556,0.001381595592085,20.24438503154857,0.225,11.409543040000797,0.22162147964283027,0.03655484119394312,4.4992227287556,20.24300516295099,20.244386758543076
OBM,0.0,50000,15,-4.193356876737093,0.0025234724526905,17.586762213790397,0.25,14.953487812212206,0.2502870326838503,0.003105629999639262,4.193356876737093,17.584241895678268,17.58676536813096
OBM,0.0,50000,19,-3.9171483975719306,0.0039621513670937,15.348008767278229,0.275,19.598225535066074,0.27213487206192993,0.031000049046387677,3.9171483975719306,15.344051568600344,15.348013719967438
OBM,0.0,50000,26,-3.4949589694451384,0.0070956102970943,12.221824938889243,0.3,25.685676074155552,0.3011241499020292,0.012163052698397134,3.4949589694451384,12.214738198105024,12.221833808402119
OBM,0.0,50000,34,-3.091333913567318,0.0114498982220519,9.567780951020705,0.325,33.66396382192787,0.3259180023769185,0.009932582182819337,3.091333913567318,9.55634536517143,9.567795263393482
OBM,0.0,50000,45,-2.643283704773348,0.0184306233372415,7.005356328978385,0.35,44.12040613345333,0.351824444984715,0.019740090226720956,2.643283704773348,6.9869487439203155,7.005379367257557
OBM,0.0,50000,59,-2.205513966012879,0.0284490613087446,4.892705354259967,0.375,57.824748377162095,0.37685961178898225,0.020120587251863165,2.205513966012879,4.864291854277858,4.892740915586603
OBM,0.0,50000,78,-1.7746732496243798,0.0433052407480683,3.1927162521294883,0.4,75.78582832551992,0.4026615622028939,0.028797512925478264,1.7746732496243798,3.1494651429323564,3.1927703836804247
OBM,0.0,50000,102,-1.4027518471158418,0.0631728142906314,2.030806592859674,0.425,99.32584120424065,0.42745541467778314,0.02656704240990083,1.4027518471158418,1.967712744586906,2.0308855588775376
OBM,0.0,50000,135,-1.0740908263689564,0.091598084415326,1.2451546900997543,0.45,130.17767238163063,0.45336185728557976,0.03637455045380198,1.0740908263689564,1.1536711032899476,1.2452691877052735
OBM,0.0,50000,177,-0.8191305951426884,0.1285314162309712,0.799345683859497,0.475,170.61246279156248,0.4783970240898469,0.03675504747894491,0.8191305951426884,0.6709749318988149,0.799506348129786
OBM,0.0,50000,233,-0.61783312926074,0.1773942963951257,0.5588903291367499,0.5,223.60679774997897,0.5038031566154964,0.0411493113605591,0.61783312926074,0.3817177756121182,0.5591120720072439
OBM,0.0,50000,306,-0.4662157351540603,0.2380659015553484,0.4551254308836452,0.525,293.06182667959655,0.5289928269786479,0.043201502636982046,0.4662157351540603,0.21735711170524089,0.4554230132605893
OBM,0.0,50000,368,-0.3859520183758098,0.2877958625713882,0.4363950782315355,0.55,384.09044412331593,0.5460447324213301,0.042795118256725266,0.3859520183758098,0.1489589604883614,0.43675482305974955
OBM,0.0,50000,483,-0.2948863853804884,0.378156489143195,0.4646417738145362,0.575,503.39367272195074,0.5711777534810553,0.04135585988333955,0.2948863853804884,0.08695798028276992,0.4651144694259649
OBM,0.0,50000,636,-0.2340704811258307,0.5044378542872223,0.5585962971038412,0.6,659.7539553864469,0.5966109834839332,0.03666840730604748,0.2340704811258307,0.05478899013447787,0.5592268444217002
OBM,0.0,50000,836,-0.2051157479406704,0.6656332126081281,0.7068736411456286,0.625,864.6816701021309,0.6218823007472963,0.033732814671725286,0.2051157479406704,0.04207247005326063,0.7077056826613888
OBM,0.0,50000,1099,-0.2003857782036826,0.8796322105870785,0.9186871304301404,0.65,1133.2624602040687,0.6471626100224903,0.030699930463062935,0.2003857782036826,0.04015446010629548,0.919786670693374
OBM,0.0,50000,1445,-0.2168140058876844,1.1411685126235724,1.1867503651318578,0.675,1485.2677558853384,0.6724596760942864,0.027485741430409077,0.2168140058876844,0.04700831314906485,1.1881768257726373
OBM,0.0,50000,1899,-0.2676487389429507,1.4779659422671565,1.5477543322970746,0.7,1946.610237380866,0.6977114052040613,0.024762088274911827,0.2676487389429507,0.07163584745775178,1.5496017897249084
OBM,0.0,50000,2497,-0.3472558258275393,1.9208114753080383,2.038997069535069,0.725,2551.251382965138,0.7230134559736172,0.02149396591768188,0.3472558258275393,0.12058660857116629,2.0413980838792045
OBM,0.0,50000,3283,-0.45507719097158,2.4559772924656995,2.660002570592702,0.75,3343.7015248821103,0.7483067309399014,0.018320795806119707,0.45507719097158,0.2070952497425839,2.6630725422082833
OBM,0.0,100000,6,-5.05097770727908,0.0001692925260299,25.51254488034061,0.15,5.62341325190349,0.15563025007672873,0.06482064948252075,5.05097770727908,25.512375799430234,25.512545091956266
OBM,0.0,100000,8,-4.905460853215627,0.0002996812602372,24.063845489089644,0.175,7.498942093324557,0.18061799739838869,0.06467958531004617,4.905460853215627,24.063546182430986,24.063845863691224
OBM,0.0,100000,10,-4.766205212276136,0.0004658938871553,22.717177437048,0.2,10.000000000000002,0.2,2.2204460492503136e-16,4.766205212276136,22.716712125528204,22.71717801941536
OBM,0.0,100000,13,-4.568318103665479,0.0007800915056185,20.870309412668988,0.225,13.335214321633241,0.22278867046136736,0.02545887215676478,4.568318103665479,20.869530296277762,20.87031038778338
OBM,0.0,100000,18,-4.265248357337121,0.0014662411197248,18.193807958085337,0.25,17.78279410038923,0.2510545010206612,0.012140391653607661,4.265248357337121,18.192343549767013,18.19380979088674
OBM,0.0,100000,24,-3.9404671034382472,0.0025310639663365,15.529808893415389,0.275,23.71373705661656,0.2760422483423212,0.011999327481132619,3.9404671034382472,15.52728099327901,15.529812057245346
OBM,0.0,100000,32,-3.563417593411419,0.0043030440973157,12.70224261032622,0.3,31.62277660168379,0.3010299956639812,0.011858263308658178,3.563417593411419,12.69794494503403,12.702247989131346
OBM,0.0,100000,43,-3.1299385527276518,0.0072781255429329,9.80378437173687,0.325,42.16965034285823,0.3266936911159173,0.019499339578238004,3.1299385527276518,9.796515343850867,9.803793469393801
OBM,0.0,100000,57,-2.6879703850370733,0.0117619472131658,7.2369320356155,0.35,56.234132519034894,0.3511749711344983,0.013527355094970562,2.6879703850370733,7.2251847908363525,7.236946738049518
OBM,0.0,100000,77,-2.209834465829383,0.0190892601956572,4.902433764987844,0.375,74.98942093324558,0.3772981450344964,0.026458372489848083,2.209834465829383,4.883368366367434,4.902457626563091
OBM,0.0,100000,103,-1.7679491619568577,0.0296203111656197,3.1552275250406154,0.4,100.00000000000003,0.40256744494103447,0.029558802241544214,1.7679491619568577,3.1256442392639556,3.1552645504295755
OBM,0.0,100000,138,-1.369473981966857,0.0445900123971087,1.9199932621657736,0.425,133.3521432163324,0.4279758172802473,0.034260362544857766,1.369473981966857,1.8754589872841596,1.9200489996812684
OBM,0.0,100000,184,-1.038898736408889,0.064152158514896,1.143382552828739,0.45,177.8279410038923,0.4529635646019073,0.03411929837238258,1.038898736408889,1.0793105845119864,1.1434627430268824
OBM,0.0,100000,247,-0.7678055167227482,0.0895475746065115,0.6789609516481394,0.475,237.13737056616546,0.4785393906519332,0.04074874076711888,0.7678055167227482,0.5895253115098864,0.6790728861163979
OBM,0.0,100000,330,-0.5656426775828134,0.1211472365920658,0.4409474412493807,0.5,316.22776601683796,0.5037027879755774,0.04262992197541153,0.5656426775828134,0.3199516387030546,0.4410988752951204
OBM,0.0,100000,442,-0.4168538994683555,0.163826879797053,0.337389269699281,0.525,421.69650342858233,0.5290844538698184,0.04702401296832797,0.4168538994683555,0.17376717350197382,0.3375940532990268
OBM,0.0,100000,537,-0.3417479629561777,0.1987644680491986,0.3153076826488344,0.55,562.3413251903494,0.5459948571399111,0.04611091122476142,0.3417479629561777,0.11679167018469701,0.3155561382338956
OBM,0.0,100000,719,-0.2636890753407872,0.269189171029806,0.3383846130200978,0.575,749.8942093324555,0.5713457780765765,0.04207078463683416,0.2636890753407872,0.06953192845407936,0.33872109948388535
OBM,0.0,100000,961,-0.2142740619349545,0.3673980640976932,0.4128521901356753,0.6,999.9999999999998,0.5965446775337091,0.03978087001184436,0.2142740619349545,0.045913373618104714,0.4133114377157979
OBM,0.0,100000,1286,-0.1941854363209332,0.4986627751744863,0.5357474303846697,0.625,1333.521432163324,0.6218481937176407,0.036286510808828144,0.1941854363209332,0.03770798367915121,0.5363707588536375
OBM,0.0,100000,1721,-0.1967242395526591,0.6610629975602701,0.6989370952408914,0.65,1778.2794100389233,0.6471561740655121,0.03274075601910928,0.1967242395526591,0.03870042642757201,0.6997634239878421
OBM,0.0,100000,2303,-0.2082452273646087,0.8773719918863448,0.9196413516166244,0.675,2371.3737056616565,0.6724587875928463,0.02925678903421948,0.2082452273646087,0.04336607472013758,0.9207380666064824
OBM,0.0,100000,3081,-0.2476192793216993,1.2151749451268183,1.2749712839372078,0.7,3162.2776601683777,0.697738339663388,0.026038326882491435,0.2476192793216993,0.06131530749179774,1.2764902526186162
OBM,0.0,100000,4122,-0.3115386315512296,1.6669967009769908,1.7619692740495816,0.725,4216.965034285821,0.7230215974886388,0.022777200653010976,0.3115386315512296,0.09705631894881277,1.7640530199258035
OBM,0.0,100000,5515,-0.4032366616182283,2.2172127052136767,2.377040994605173,0.75,5623.413251903491,0.7483091033552419,0.019467167040068557,0.4032366616182283,0.16259980527301354,2.3798125104866905
OBM,0.0,200000,6,-5.167153670799983,6.949429047445648e-05,26.69954646508435,0.15,6.239567673133879,0.1467924631666183,0.039151427601471,5.167153670799983,26.699477057661735,26.69954655195221
OBM,0.0,200000,8,-5.054972547556713,0.0001231701970363,25.5528704727863,0.175,8.466038697065802,0.17036122937063797,0.05662117128794421,5.054972547556713,25.552747456552005,25.55287062674904
OBM,0.0,200000,11,-4.893996904773848,0.000231490651346,23.95143690522405,0.2,11.486983549970352,0.19645100782490202,0.04331925630766445,4.893996904773848,23.951205703936008,23.951437194587353
OBM,0.0,200000,15,-4.692014976205624,0.0004260508085657,22.015430055182915,0.225,15.585895103813016,0.22186089496148376,0.03831614414207903,4.692014976205624,22.015004536937866,22.015430587746433
OBM,0.0,200000,21,-4.413499361745281,0.0008186759183984,19.479794268699504,0.25,21.147425268811283,0.24942686531022062,0.006995723659120484,4.413499361745281,19.478976616126,19.4797952920444
OBM,0.0,200000,29,-4.081920344335974,0.0015118402672358,16.663583647970817,0.275,28.69348167180654,0.2758705381963762,0.010625852465675911,4.081920344335974,16.662073697503917,16.66358553777115
OBM,0.0,200000,39,-3.7210580103788127,0.0026111806625345,13.848880633291037,0.3,38.932204747617334,0.30014253990789014,0.0017398524705943795,3.7210580103788127,13.846272716604329,13.848883897266862
OBM,0.0,200000,54,-3.268885162980991,0.0046441453142324,10.690248548889851,0.325,52.82442137371227,0.32680323658609617,0.022010436766967692,3.268885162980991,10.685610208757259,10.690254354071492
OBM,0.0,200000,73,-2.812469216664147,0.0077095148296477,7.917682972619552,0.35,71.67381122021563,0.3515020404797889,0.0183340152128306,2.812469216664147,7.909983094683442,7.9176926095130895
OBM,0.0,200000,100,-2.3215584922036694,0.0127033961985925,5.40232134967632,0.375,97.2492472466073,0.3772851694172483,0.027892943914276245,2.3215584922036694,5.389633832722975,5.402337228921567
OBM,0.0,200000,136,-1.8561674280432587,0.0201299094577618,3.4654622679996634,0.4,131.95079107728947,0.40247629425137427,0.030225827523982264,1.8561674280432587,3.445357520928726,3.4654874303864878
OBM,0.0,200000,185,-1.432952894295532,0.030921823282662,2.084237168273501,0.425,179.0349206690635,0.4276851348242633,0.03277495072800116,1.432952894295532,2.053353997269942,2.084275820552604
OBM,0.0,200000,253,-1.0681802470583737,0.0454278729698999,1.1863801283343762,0.45,242.92012618706255,0.45333086648094223,0.04065679823894197,1.0681802470583737,1.1410090402056883,1.186436913175588
OBM,0.0,200000,344,-0.7825247210781452,0.0634162729792614,0.6756819417364665,0.475,329.6015519554173,0.47850294087117556,0.04275715074656621,0.7825247210781452,0.6123449390984289,0.6757612120776904
OBM,0.0,200000,469,-0.5657271956931034,0.088365596392933,0.4083023993442246,0.5,447.21359549995793,0.5038969492532565,0.04756644568119249,0.5657271956931034,0.32004725994678285,0.40841285633971586
OBM,0.0,200000,638,-0.409659576851145,0.1221089541447019,0.2897772868578804,0.525,606.793259356535,0.5291086224781575,0.05015014444144839,0.409659576851145,0.16782096890585918,0.2899299230505611
OBM,0.0,200000,784,-0.3319228680510075,0.1520458888562882,0.2620286218304251,0.55,823.315890450298,0.5459912630284807,0.048930934691188276,0.3319228680510075,0.11017279033520655,0.2622186791914948
OBM,0.0,200000,1068,-0.2471653369895214,0.2119777311849055,0.2728034628300684,0.575,1117.1005033687768,0.571317509082156,0.04494875165970911,0.2471653369895214,0.06109070380914367,0.2730684349940492
OBM,0.0,200000,1454,-0.1926025155584803,0.2930478418101682,0.3297772610073604,0.6,1515.7165665103976,0.5965943239539983,0.0415699292246392,0.1926025155584803,0.037095728999454645,0.3301435708096228
