estimator,lam,T,b,bias,var,mse_selected,eta,target_b,eta_actual,log_b_error,abs_bias,bias_sq,bias_sq_plus_var
OBM,0.0,200000,1980,-0.1557355782566842,0.4026844472408981,0.4264346620167906,0.625,2056.5711885957794,0.6218914424098834,0.0379432797677777,0.1557355782566842,0.024253570334943804,0.4269380175758419
OBM,0.0,200000,2696,-0.1277218240627045,0.5428784794045637,0.5585127456472125,0.65,2790.4194934675093,0.6471798670578107,0.03442274756241545,0.1277218240627045,0.01631286434190444,0.5591913437464682
OBM,0.0,200000,3671,-0.1053944346099751,0.7419514538351075,0.75213200136457,0.675,3786.1276053565794,0.6724701402217739,0.0308796522360335,0.1053944346099751,0.011107986846756316,0.7530594406818638
OBM,0.0,200000,4998,-0.0952274095282312,1.0286856557742348,1.0364680582299746,0.7,5137.135214831108,0.697750485248318,0.027457740476223298,0.0952274095282312,0.009068259525457457,1.0377539152996922
OBM,0.0,200000,6804,-0.1096903705389342,1.462168324528178,1.4723725915114867,0.725,6970.224188461407,0.723022565062935,0.024136714493623312,0.1096903705389342,0.012031977388968683,1.4742003019171468
OBM,0.0,200000,9264,-0.1595122979166028,1.9760355230515096,1.9990096518343308,0.75,9457.416090031758,0.7483071308081702,0.02066328433485381,0.1595122979166028,0.025444173186635045,2.0014796962381447
OBM,0.0,300000,7,-5.180535286399376,4.9746711397500615e-05,26.837995538157077,0.15,6.630834496675398,0.15429602535931292,0.054179486009562565,5.180535286399376,26.837945853629066,26.837995600340463
OBM,0.0,300000,9,-5.087788120701332,8.202703281755105e-05,25.88566988564862,0.175,9.088583876478463,0.17422336754313217,0.009794529550489707,5.087788120701332,25.885587961149593,25.88566998818241
OBM,0.0,300000,12,-4.953948538863767,0.0001451082663171,24.541751052591422,0.2,12.457309396155175,0.1970343901219439,0.0374009009396674,4.953948538863767,24.541606125710455,24.541751233976772
OBM,0.0,300000,17,-4.743951383237617,0.000288183659905,22.505362549952423,0.225,17.074668562300275,0.22465248880842104,0.004382650512410136,4.743951383237617,22.505074726522096,22.505362910182
OBM,0.0,300000,23,-4.511435927838817,0.000519554021095,20.353573035573454,0.25,23.40347319320716,0.24862108627669788,0.017390222480434793,4.511435927838817,20.353054130994888,20.353573685015984
OBM,0.0,300000,32,-4.197322467543017,0.0009784485781516,17.618493122058837,0.275,32.07807844156349,0.27480676587594455,0.0024369794508166966,4.197322467543017,17.617515896541406,17.618494345119558
OBM,0.0,300000,44,-3.832696673363236,0.0017718594298726,14.691333434615196,0.3,43.967966122300474,0.3000577493277178,0.0007283078267599157,3.832696673363236,14.689563790009617,14.69133564943949
OBM,0.0,300000,61,-3.4001469445027004,0.0031812082098415,11.564176475910626,0.325,60.26489549408122,0.3259613493990734,0.012124094240851247,3.4001469445027004,11.56099924421105,11.564180452420892
OBM,0.0,300000,84,-2.9323814722442862,0.0054726884260152,8.60432694632705,0.35,82.60235687978427,0.3513304154812568,0.01677858506989557,2.9323814722442862,8.598861098761567,8.604333787187583
OBM,0.0,300000,116,-2.439006204793268,0.0091339568802144,5.957873806454172,0.375,113.21930132219957,0.37692391554194,0.02426353349198794,2.439006204793268,5.948751267020062,5.957885223900276
OBM,0.0,300000,160,-1.9554537558590388,0.0146916983583008,3.8384727250385744,0.4,155.184557391536,0.40242307594644244,0.03055871377849144,1.9554537558590388,3.823799391303221,3.838491089661522
OBM,0.0,300000,221,-1.5081315285829184,0.0229785775021983,2.29741056178617,0.425,212.7044291173785,0.4280336630606701,0.038259156221459326,1.5081315285829184,2.2744607075058503,2.2974392850080485
OBM,0.0,300000,304,-1.1280704881935266,0.0345616444150843,1.3070614686927473,0.45,291.5443065124053,0.45331725702973064,0.041835712268969476,1.1280704881935266,1.2725430263331814,1.3071046707482656
OBM,0.0,300000,418,-0.8209707357221925,0.0507156425551089,0.7246451969141519,0.475,399.60654798069135,0.4785682404815038,0.045000999546545954,0.8209707357221925,0.673992948912238,0.7247085914673469
OBM,0.0,300000,575,-0.5823875855351632,0.0728775855598781,0.4119617883634051,0.5,547.7225575051662,0.5038537064176937,0.04860116397818126,0.5823875855351632,0.33917529978547706,0.41205288534535517
OBM,0.0,300000,791,-0.4012541587230744,0.1025466882231857,0.2634234047554689,0.525,750.7384488967276,0.5291422900306075,0.05224064710752604,0.4012541587230744,0.1610048998925622,0.2635515881157479
OBM,0.0,300000,979,-0.308612609919412,0.1273164595703869,0.2223990569971947,0.55,1029.0031165031005,0.546050115145062,0.0498141219705762,0.308612609919412,0.09524174300127114,0.22255820257165804
OBM,0.0,300000,1346,-0.2037690869338471,0.1751127526062952,0.2164157024553911,0.575,1410.4078661871597,0.5712937352248034,0.04674169813737074,0.2037690869338471,0.041521840789853735,0.21663459339614893
OBM,0.0,300000,1852,-0.1296492391569437,0.2436486693682875,0.2601530337455516,0.6,1933.1820449317622,0.5965982548825578,0.04290123697687787,0.1296492391569437,0.016808925213974386,0.26045759458226186
OBM,0.0,300000,2548,-0.0781572840468625,0.3393627648744755,0.3450471224679645,0.625,2649.7248834477414,0.6218959313212528,0.03914707933190723,0.0781572840468625,0.006108561049581946,0.34547132592405744
OBM,0.0,300000,3505,-0.0428105938552807,0.4750959002993482,0.4763347773702158,0.65,3631.857628912531,0.6471808560469977,0.03555374039622957,0.0428105938552807,0.0018327469462417977,0.47692864724559
OBM,0.0,300000,4821,-0.0282632671541023,0.6615497306440935,0.6615216057510126,0.675,4978.022404925004,0.6724585708795893,0.03205132930025654,0.0282632671541023,0.0007988122702241578,0.6623485429143177
OBM,0.0,300000,6632,-0.0310603759806422,0.9221632436173812,0.9219752865189184,0.7,6823.149362095244,0.697746925768548,0.028414730731705265,0.0310603759806422,0.000964746956058855,0.9231279905734401
OBM,0.0,300000,9123,-0.0448358515026567,1.28598224583648,1.286385021609153,0.725,9352.18113349616,0.723032682807839,0.02481089504232051,0.0448358515026567,0.0020102535799682826,1.2879924994164482
OBM,0.0,300000,12549,-0.0706057412136056,1.7886169050297616,1.791366304590797,0.75,12818.610191887023,0.7483144755593097,0.021257055118445577,0.0706057412136056,0.004985170692322645,1.7936020757220843
OBM,0.0,500000,7,-5.256715602816575,2.1781221947146456e-05,27.63308068289065,0.15,7.158886890101028,0.1482896101174897,0.022444357555335966,5.256715602816575,27.633058928895228,27.633080710117174
OBM,0.0,500000,9,-5.183353826240925,3.593383994538754e-05,26.86719277692908,0.175,9.938475026541154,0.16744122336374762,0.09918901370953807,5.183353826240925,26.867156888006438,26.867192821846384
OBM,0.0,500000,13,-5.042252818125991,7.45898797438399e-05,25.424387978541905,0.2,13.79729661461215,0.1954639788346493,0.05952331801932924,5.042252818125991,25.424313481899503,25.424388071779248
OBM,0.0,500000,19,-4.843545094327897,0.0001577169773188,23.460086600618936,0.225,19.154386700495632,0.2243832832915244,0.008092780749533634,4.843545094327897,23.459929080787838,23.460086797765157
OBM,0.0,500000,26,-4.629253650534336,0.0002908304187482,21.4302798278662,0.25,26.591479484724942,0.24828580373194561,0.02249430632960012,4.629253650534336,21.429989360985477,21.430280191404226
OBM,0.0,500000,37,-4.32534605235835,0.0005718862519026,18.709189644046056,0.275,36.91617968474297,0.27517283348988336,0.002267983858033839,4.32534605235835,18.708618472651963,18.709190358903864
OBM,0.0,500000,52,-3.964415831587692,0.0010808774852909,15.717672412131565,0.3,51.24966150526037,0.30110762862924195,0.014534705360128823,3.964415831587692,15.71659288574313,15.717673763228422
OBM,0.0,500000,73,-3.5402830049817884,0.0020012937953421,12.53560254754098,0.325,71.14841857510196,0.32695782899414466,0.025691343491984212,3.5402830049817884,12.533603755362881,12.535605049158223
OBM,0.0,500000,101,-3.084368813696711,0.0035148815811697,9.51684146688405,0.35,98.77328585318219,0.351698881071083,0.022293334749744584,3.084368813696711,9.513330978904856,9.516845860486026
OBM,0.0,500000,141,-2.5851985001942523,0.006039400147338,6.689283136303768,0.375,137.12408783810366,0.3771241313816642,0.027873623851545,2.5851985001942523,6.6832512854066115,6.689290685553949
OBM,0.0,500000,197,-2.083250659217696,0.0099940753297172,4.349914891866516,0.4,190.3653938715879,0.4026106865654435,0.03425837777625657,2.083250659217696,4.339933309130965,4.349927384460682
OBM,0.0,500000,275,-1.6152475406915694,0.0159509417638795,2.6249556207968374,0.425,264.2787547777203,0.42803044970833587,0.03976666226973165,1.6152475406915694,2.6090246177101633,2.6249755594740427
OBM,0.0,500000,383,-1.2114509111549392,0.0247737939419029,1.492356136837608,0.45,366.8905298721239,0.4532746745470173,0.04297146934869776,1.2114509111549392,1.4676133101381323,1.4923871040800352
OBM,0.0,500000,534,-0.8842716149672185,0.0379546824932426,0.819843528176859,0.475,509.34348098871766,0.4786024939512451,0.047273234693139,0.8842716149672185,0.7819362890367327,0.8198909715299754
OBM,0.0,500000,744,-0.6340545642196531,0.0567400146543857,0.4586942800438423,0.5,707.1067811865476,0.5038757763878497,0.05085934613092751,0.6340545642196531,0.40202519040777424,0.45876520506215995
OBM,0.0,500000,1037,-0.4496264032652544,0.0830262700353189,0.2850863897110241,0.525,981.6558347412624,0.5291796156313349,0.054846435092254495,0.4496264032652544,0.20216390251324914,0.28519017254856804
OBM,0.0,500000,1294,-0.3571209328412292,0.1040942587514538,0.2314995016014043,0.55,1362.8043225162298,0.5460520539615035,0.05180638251153561,0.3571209328412292,0.12753536067338975,0.23162961942484356
OBM,0.0,500000,1803,-0.2533114912151513,0.1431481986338655,0.2071359749672173,0.575,1891.9417129104454,0.571330560477613,0.048151718804171274,0.2533114912151513,0.06416671158164367,0.20731491021550916
OBM,0.0,500000,2512,-0.1833321272765449,0.1949828110491139,0.228349751427046,0.6,2626.5278044037664,0.5966024794793233,0.04458349885450761,0.1833321272765449,0.03361066889174326,0.22859347994085716
OBM,0.0,500000,3501,-0.1401183380692243,0.2616603621901769,0.2809664354007206,0.625,3646.3323686085546,0.6219004676403737,0.040673189923039824,0.1401183380692243,0.019633148663281433,0.28129351085345833
OBM,0.0,500000,4878,-0.1248912830752759,0.3585646811679058,0.3737143079046348,0.65,5062.097465737913,0.6471769097172895,0.03704561653694836,0.1248912830752759,0.015597832588188696,0.3741625137560945
OBM,0.0,500000,6798,-0.1238057832708561,0.4788590574635172,0.4935883556129981,0.675,7027.5630859204075,0.6724690878055513,0.033211549491861156,0.1238057832708561,0.015327871971310194,0.4941869294348274
OBM,0.0,500000,9472,-0.1347140318228774,0.6557667740312945,0.6730949359337305,0.7,9756.16199823444,0.6977474326682539,0.029559007059242668,0.1347140318228774,0.01814787036997522,0.6739146444012697
OBM,0.0,500000,13199,-0.1643536943879198,0.9282941866139952,0.9541459557396852,0.725,13544.196725389875,0.7230325875951858,0.025817100489183478,0.1643536943879198,0.02701213685895774,0.955306323472953
OBM,0.0,500000,18391,-0.2265978509968382,1.2748794085139676,1.32463239532971,0.75,18803.015465431967,0.7483115968581989,0.02215583955426555,0.2265978509968382,0.051346586076385294,1.326225994590353
OBM,0.0,1000000,8,-5.312842004160938,1.002976669327287e-05,28.2263001784063,0.15,7.943282347242814,0.1505149978319906,0.007114957985194869,5.312842004160938,28.226290161176813,28.226300190943505
OBM,0.0,1000000,11,-5.236108397533927,1.8880266853987345e-05,27.41685000739183,0.175,11.220184543019633,0.17356544752637085,0.01981907484537731,5.236108397533927,27.41683115072531,27.416850030992165
OBM,0.0,1000000,15,-5.137367686308633,3.485544463369252e-05,26.39258155620345,0.2,15.848931924611136,0.19601520984261356,0.055051910490644874,5.137367686308633,26.39254674432812,26.392581599772754
OBM,0.0,1000000,22,-4.973581625677412,7.385366759454282e-05,24.73658794862648,0.225,22.387211385683397,0.22373711347036773,0.017447422183645853,4.973581625677412,24.736514187275972,24.736588040943566
OBM,0.0,1000000,32,-4.757222620070558,0.0001525573577948,22.63131942357208,0.25,31.622776601683793,0.25085832971998434,0.011858263308657958,4.757222620070558,22.631167056910986,22.63131961426878
OBM,0.0,1000000,45,-4.502351380642867,0.000291832576405,20.27145942256242,0.275,44.668359215096324,0.2755354189625573,0.0073970863301441436,4.502351380642867,20.271167954776736,20.27145978735314
OBM,0.0,1000000,64,-4.1737150706386,0.0005621394122498,17.42045892761376,0.3,63.095734448019314,0.3010299956639812,0.01422991597038981,4.1737150706386,17.419897490875776,17.420459630288025
OBM,0.0,1000000,91,-3.776640857815793,0.0010638091400882,14.26407864830227,0.325,89.12509381337456,0.32650689872018224,0.020818575178460825,3.776640857815793,14.26301616892361,14.264079978063698
OBM,0.0,1000000,129,-3.3206637957830134,0.0019592037280442,11.028764799347432,0.35,125.89254117941668,0.3517649517165415,0.024383709074176592,3.3206637957830134,11.026808044624051,11.028767248352095
OBM,0.0,1000000,184,-2.8094341057050447,0.0035478089916429,7.896463368529109,0.375,177.82794100389228,0.3774696371682561,0.0341192983723828,2.8094341057050447,7.892919994298705,7.8964678032903475
OBM,0.0,1000000,261,-2.287344803139408,0.0061458620644798,5.238084428185757,0.4,251.1886431509581,0.40277341788971355,0.03831618413698343,2.287344803139408,5.231946248448857,5.238092110513336
OBM,0.0,1000000,370,-1.7831143661355129,0.0101365426711226,3.189620714711637,0.425,354.8133892335754,0.4280336206778325,0.041911018503453766,1.7831143661355129,3.179496842718852,3.1896333853899743
OBM,0.0,1000000,525,-1.3312923815274091,0.016218656041037,1.7885377878339062,0.45,501.18723362727235,0.4533598839009928,0.04641851150770025,1.3312923815274091,1.7723394051129207,1.7885580611539575
OBM,0.0,1000000,744,-0.9609715401410864,0.0251144471308734,0.948549355033092,0.475,707.9457843841377,0.47859548925764644,0.04967351980006198,0.9609715401410864,0.9234663009611317,0.9485807480920051
OBM,0.0,1000000,1055,-0.6757482265933481,0.0378006009904173,0.4943890159832337,0.5,1000.0,0.503875409938952,0.05354076692802976,0.6757482265933481,0.45663566574405495,0.4944362667344723
OBM,0.0,1000000,1497,-0.4693716369961533,0.0558091599359147,0.2760491321024431,0.525,1412.5375446227547,0.5292036333905088,0.058075341488384086,0.4693716369961533,0.2203097336164487,0.2761188935523634
OBM,0.0,1000000,1889,-0.3663224038886312,0.0715132119735216,0.2056159240492996,0.55,1995.262314968881,0.546038659653639,0.05472793937884181,0.3663224038886312,0.13419210359074543,0.20570531556426702
OBM,0.0,1000000,2679,-0.2504939765761147,0.1074464772821289,0.1700594014864417,0.575,2818.382931264452,0.5713287856013681,0.050719701284848255,0.2504939765761147,0.06274723230091511,0.17019370958304403
OBM,0.0,1000000,3799,-0.1722564111992426,0.1613054013608616,0.190776040808403,0.6,3981.0717055349714,0.5966115489257867,0.04681318159093857,0.1722564111992426,0.02967227119924255,0.19097767256010414
OBM,0.0,1000000,5388,-0.1189679695313996,0.2327827702651715,0.2466451695767637,0.625,5623.413251903491,0.6219045978418247,0.042764561197416714,0.1189679695313996,0.014153377774424023,0.24693614803959552
OBM,0.0,1000000,7640,-0.0874176737900604,0.3244861001339958,0.3317223421996938,0.65,7943.282347242817,0.6471822264292817,0.03892898051621227,0.0874176737900604,0.007641849690865412,0.3321279498248612
OBM,0.0,1000000,10835,-0.0751042082562287,0.4534072134594599,0.4584810965404304,0.675,11220.18454301964,0.6724714859426395,0.03493271265542623,0.0751042082562287,0.0056406420977949704,0.45904785555725486
OBM,0.0,1000000,15364,-0.0764297821199369,0.6327716680861517,0.637822215095945,0.7,15848.931924611124,0.6977507164155231,0.031075001109195748,0.0764297821199369,0.005841511594901026,0.6386131796810527
OBM,0.0,1000000,21787,-0.0952934938777518,0.8897534563510836,0.8977221145060742,0.725,22387.21138568339,0.7230329055677136,0.027176413897764564,0.0952934938777518,0.00908084997542912,0.8988343063265127
OBM,0.0,1000000,30894,-0.1438036165568128,1.2243481909284175,1.243497235824576,0.75,31622.776601683792,0.7483123570351464,0.023315649199009168,0.1438036165568128,0.020679480134818847,1.2450276710632364
OBM_RR,2.0,10000,5,-3.6658300629648624,0.0189372166194519,13.457223595635645,0.15,3.9810717055349722,0.1747425010840047,0.22788685663767297,3.6658300629648624,13.438310050536966,13.457247267156419
OBM_RR,2.0,10000,5,-3.6658300629648624,0.0189372166194519,13.457223595635645,0.175,5.011872336272722,0.1747425010840047,0.002371652661731426,3.6658300629648624,13.438310050536966,13.457247267156419
OBM_RR,2.0,10000,6,-3.3807529629971755,0.0267410931641311,11.45619826361186,0.2,6.309573444801933,0.19453781259591088,0.050308605167181636,3.3807529629971755,11.429490596814182,11.456231689978313
OBM_RR,2.0,10000,8,-2.878251940785078,0.0455553298001811,8.329832620270995,0.225,7.943282347242816,0.22577249674798586,0.007114957985194649,2.878251940785078,8.284334234633068,8.329889564433248
OBM_RR,2.0,10000,10,-2.453451114772609,0.0680127597326585,6.087350116361949,0.25,10.0,0.25,0.0,2.453451114772609,6.0194223725789575,6.087435132311616
OBM_RR,2.0,10000,13,-1.9346842069463597,0.1071445046089971,3.8500135545859,0.275,12.589254117941675,0.2784858380767092,0.032105755168086385,1.9346842069463597,3.7430029806076646,3.8501474852166617
OBM_RR,2.0,10000,16,-1.5285228857371544,0.151178306708804,2.4873715460476538,0.3,15.848931924611133,0.30102999566398114,0.009486610646926505,1.5285228857371544,2.336382212222238,2.487560518931042
OBM_RR,2.0,10000,20,-1.118818572794149,0.2148307266736851,1.4663171870944791,0.325,19.952623149688797,0.32525749891599526,0.002371652661731522,1.118818572794149,1.2517549988291368,1.4665857255028218
OBM_RR,2.0,10000,25,-0.7592677167828272,0.2990725212515199,0.8751861463485635,0.35,25.118864315095795,0.3494850021680094,0.0047433053234629385,0.7592677167828272,0.5764874657486075,0.8755599870001274
OBM_RR,2.0,10000,32,-0.4410290891613329,0.4229798746958967,0.6169578073390015,0.375,31.622776601683793,0.37628749457997646,0.011858263308657958,0.4410290891613329,0.19450665748647492,0.6174865321823716
OBM_RR,2.0,10000,40,-0.234538347560143,0.5666139997290152,0.6209139687055961,0.4,39.810717055349734,0.40051499783199057,0.004743305323462996,0.234538347560143,0.055008236476242436,0.6216222362052576
OBM_RR,2.0,10000,51,-0.0946112668756571,0.7569837810493082,0.7649888431428132,0.425,50.11872336272722,0.42689254402448407,0.017430974634448308,0.0946112668756571,0.00895129181981681,0.765935072869125
OBM_RR,2.0,10000,65,-0.0308241784732183,0.9855014423083056,0.9852196954839688,0.45,63.09573444801933,0.4532283391607138,0.02973410250635483,0.0308241784732183,0.0009501299785488143,0.9864515722868544
OBM_RR,2.0,10000,82,-0.0245997839949581,1.2631597455717565,1.2621859452623905,0.475,79.43282347242814,0.4784534630959292,0.03180757057556654,0.0245997839949581,0.0006051493725985966,1.2637648949443552
OBM_RR,2.0,10000,103,-0.0496626933392052,1.6151672593495416,1.6156146833850584,0.5,100.0,0.503209306176293,0.02955880224154443,0.0496626933392052,0.0024663831097039364,1.6176336424592457
OBM_RR,2.0,10000,130,-0.0850950007871853,2.088645317500611,2.093275670012707,0.525,125.89254117941675,0.5284858380767091,0.03210575516808617,0.0850950007871853,0.007241159158971066,2.095886476659582
OBM_RR,2.0,10000,165,-0.1203280452013038,2.6979326947907434,2.7090391173842225,0.55,158.48931924611142,0.5543709860534765,0.040258269313679595,0.1203280452013038,0.01447883846196701,2.7124115332527103
OBM_RR,2.0,10000,192,-0.146992639445604,3.1543046619953703,3.1719686172190613,0.575,199.52623149688787,0.5708253071758873,0.03845034185852311,0.146992639445604,0.021606836051185338,3.1759114980465557
OBM_RR,2.0,10000,243,-0.2012087722644695,3.944186209770912,3.979740947044874,0.6,251.18864315095797,0.5964015683995779,0.03314277984516098,0.2012087722644695,0.040484970036175155,3.984671179807087
OBM_RR,2.0,10000,307,-0.3082248868562844,4.765915216763156,4.854960403619772,0.625,316.22776601683796,0.6217845938692965,0.02961498489791709,0.3082248868562844,0.09500258087756933,4.860917797640726
OBM_RR,2.0,10000,387,-0.4608668455899956,5.718200396595002,5.923450895463333,0.65,398.1071705534973,0.6469277412547279,0.02829654875473716,0.4608668455899956,0.21239824936407284,5.9305986459590745
OBM_RR,2.0,10000,489,-0.6832251007778218,6.977950566050668,7.43602466617597,0.675,501.18723362727246,0.6723272147809051,0.02461726160905168,0.6832251007778218,0.46679653833286483,7.444747104383533
OBM_RR,2.0,10000,618,-0.9686542280409478,8.871854109688947,9.79905530555344,0.7,630.957344480193,0.6977471187722039,0.02074980292563674,0.9686542280409478,0.9382910135016045,9.810145123190551
OBM_RR,2.0,10000,780,-1.344827377498229,11.233417906483671,13.02793680936933,0.725,794.3282347242813,0.7230236506726201,0.01820284999909485,1.344827377498229,1.8085606752687637,13.041978581752435
OBM_RR,2.0,10000,984,-1.768510616730233,13.18872764664764,16.299871538576877,0.75,1000.0,0.7482487746078353,0.016129381929883644,1.768510616730233,3.1276298014875485,16.31635744813519
OBM_RR,2.0,20000,5,-3.831356707558923,0.0082933083355735,14.687577162256908,0.15,4.417275630574674,0.1625122366132473,0.12391477955368131,3.831356707558923,14.67929422055675,14.687587528892324
OBM_RR,2.0,20000,6,-3.564123373118612,0.0117787204505966,12.714739415860429,0.175,5.6582254690844485,0.18092207010137693,0.05864914753423278,3.564123373118612,12.702975418810393,12.71475413926099
OBM_RR,2.0,20000,7,-3.3165720719761707,0.0157919802931168,11.01542254893006,0.2,7.247796636776956,0.19648736253088905,0.0347873614519124,3.3165720719761707,10.99965030861231,11.015442288905426
OBM_RR,2.0,20000,9,-2.8744598888391324,0.0252373874969983,8.287725493307702,0.225,9.28392768635557,0.2218637187839495,0.031060121984409494,2.8744598888391324,8.262519652545077,8.287757040042075
OBM_RR,2.0,20000,12,-2.3241341145332988,0.0423925232866921,5.443938914970064,0.25,11.89207115002721,0.2509122808107791,0.009034761653968382,2.3241341145332988,5.401599382337481,5.443991905624173
OBM_RR,2.0,20000,15,-1.8834464917787543,0.0623721176397932,3.609664839886439,0.275,15.232923070389067,0.273444096005222,0.015408875845225467,1.8834464917787543,3.5473706873936974,3.6097428050334908
OBM_RR,2.0,20000,19,-1.4272851701299496,0.0922001160730452,2.129227822800833,0.3,19.51232399646889,0.29731334174418345,0.02660728659439795,1.4272851701299496,2.0371429568728794,2.1293430729459244
OBM_RR,2.0,20000,25,-0.9457858594332578,0.1407916902469933,1.0351265925380904,0.325,24.9939414768837,0.3250244732264946,0.00024237029395886872,0.9457858594332578,0.894510891903906,1.0353025821508992
OBM_RR,2.0,20000,32,-0.5852741007606248,0.1996854044802546,0.541981570745812,0.35,32.01551545899593,0.34995105354701095,0.0004847405879181659,0.5852741007606248,0.342545773021158,0.5422311775014126
OBM_RR,2.0,20000,42,-0.2881389230860627,0.2832730282383054,0.3659429759502038,0.375,41.00966752495598,0.377409432632266,0.023861786082320192,0.2881389230860627,0.08302403899719596,0.3662970672355014
OBM_RR,2.0,20000,54,-0.1123135225052651,0.3762016318257295,0.3883457071234881,0.4,52.53055608807536,0.4027857888853264,0.02758902554982295,0.1123135225052651,0.012614327337540691,0.3888159591632702
OBM_RR,2.0,20000,69,-0.0192838964219772,0.4878520736813408,0.4876141272504528,0.425,67.28801986124834,0.4275369138534406,0.025124294769405104,0.0192838964219772,0.0003718686612135451,0.48822394234255434
OBM_RR,2.0,20000,89,0.0166416708716612,0.6380664630958167,0.6375458252263476,0.45,86.19131328547948,0.4532379473312581,0.0320669710908821,0.0166416708716612,0.00027694520940069683,0.6383434083052174
OBM_RR,2.0,20000,114,0.0213039141538393,0.8270543590081824,0.8264743978176964,0.475,110.40512859784792,0.4782354118455604,0.032041860939834806,0.0213039141538393,0.00045385675827415444,0.8275082157664565
OBM_RR,2.0,20000,147,0.0111269493850727,1.063274962636445,1.0620696779357677,0.5,141.4213562373095,0.5039065844537528,0.038688810510672314,0.0111269493850727,0.00012380900261796973,1.063398771639063
OBM_RR,2.0,20000,188,-0.0043995693784504,1.3602677384156392,1.3585867599533352,0.525,181.15100497595773,0.5287472655518185,0.0371109977484818,0.0043995693784504,1.935621071579844e-05,1.360287094626355
OBM_RR,2.0,20000,223,-0.0163881276561026,1.6164101868194765,1.6146582448140248,0.55,232.04194526839143,0.5459866277183766,0.03974638243475211,0.0163881276561026,0.00026857072807271495,1.6166787575475492
OBM_RR,2.0,20000,286,-0.0397503589804113,2.1123417115969096,2.111281375496485,0.575,297.22973036271696,0.5711111142227308,0.03851353188842065,0.0397503589804113,0.0015800910390715653,2.113921802635981
OBM_RR,2.0,20000,368,-0.0908293043915158,2.788476671579361,2.793241038276134,0.6,380.7307877431756,0.5965658972990746,0.03400959335274568,0.0908293043915158,0.008249962536246632,2.7967266341156076
OBM_RR,2.0,20000,472,-0.1917286968405589,3.6221103832730313,3.65434263848612,0.625,487.6898840457368,0.6216980586812421,0.03270073474952464,0.1917286968405589,0.03675989319217894,3.65887027646521
OBM_RR,2.0,20000,607,-0.3279811213892456,4.790479428442927,4.892062945145119,0.65,624.6971105498872,0.6470981820357188,0.028738118088985083,0.3279811213892456,0.10757161598774707,4.898051044430674
OBM_RR,2.0,20000,780,-0.4980064796263272,6.163391978801836,6.403698192578142,0.675,800.1939197344099,0.6724190730141623,0.025560178278249395,0.4980064796263272,0.24801045374980746,6.411402432551643
OBM_RR,2.0,20000,1002,-0.7113082993204758,7.660572628720527,8.156956409616814,0.7,1024.993230105207,0.6977090893475533,0.022688005130478982,0.7113082993204758,0.5059594966821875,8.166532125402714
OBM_RR,2.0,20000,1287,-1.0220933394258491,9.244845393055709,10.27796413081307,0.725,1312.9456446135114,0.7229846222972781,0.019959267992566036,1.0220933394258491,1.044674794498684,10.289520187554393
OBM_RR,2.0,20000,1653,-1.3706758618782962,11.54890458774205,13.413220775343184,0.75,1681.792830507429,0.7482563146074083,0.01726856658107176,1.3706758618782962,1.87875231833581,13.42765690607786
OBM_RR,2.0,30000,5,-3.957396462759397,0.0050949474059184,15.666075342182252,0.15,4.694271328870265,0.15612040964921,0.06309501333745664,3.957396462759397,15.660986763460588,15.666081710866507
OBM_RR,2.0,30000,6,-3.705261553998783,0.0072380453245134,13.73619218130933,0.175,6.074299753156561,0.17380615938497024,0.012307246384696045,3.705261553998783,13.728963183541476,13.736201228865989
OBM_RR,2.0,30000,8,-3.251211472530792,0.0124774959655634,10.582837938211446,0.2,7.860030855966229,0.2017122020181897,0.01765100955097741,3.251211472530792,10.57037603911584,10.582853535081405
OBM_RR,2.0,30000,10,-2.8561958344497342,0.018838851386398,8.17666994755018,0.225,10.170733675867188,0.22335781032193994,0.016929255650920155,2.8561958344497342,8.157854644728014,8.176693496114412
OBM_RR,2.0,30000,13,-2.356614265577686,0.0301053418647731,5.583698506911702,0.25,13.160740129524925,0.24880794799393632,0.012288807699536324,2.356614265577686,5.553630796724256,5.583736138589029
OBM_RR,2.0,30000,17,-1.8296465064940144,0.0476334563198446,3.395180253225198,0.275,17.029752845447483,0.2748303767920441,0.0017486376209645733,1.8296465064940144,3.3476063387257513,3.3952397950455957
OBM_RR,2.0,30000,22,-1.3386769348223408,0.0724482900515573,1.8644136655143309,0.3,22.036183309053403,0.29984059051495643,0.0016433448349718553,1.3386769348223408,1.7920559358253378,1.8645042258768951
OBM_RR,2.0,30000,29,-0.8676298700445937,0.1106456463968825,0.8632889307324845,0.325,28.514411174206582,0.3266380146298997,0.016886215277078766,0.8676298700445937,0.7527815913935986,0.863427237790481
OBM_RR,2.0,30000,37,-0.5276082438079177,0.1573665895983045,0.4355403402953818,0.35,36.89711749119786,0.350270103230695,0.00278448141872228,0.5276082438079177,0.27837045893407514,0.4357370485323796
OBM_RR,2.0,30000,49,-0.2428781676811988,0.2329631737724142,0.2916617741413752,0.375,47.74418348819862,0.37751849544989513,0.02596305036901687,0.2428781676811988,0.05898980433617652,0.2919529781085907
OBM_RR,2.0,30000,63,-0.0859591723539141,0.3247573440884725,0.3317403767201318,0.4,61.78008505674121,0.40189676514942824,0.019553662133815528,0.0859591723539141,0.0073889793117699115,0.3321463234002424
